category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Floats	neural-networks	lunarlander_23_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	235.748663566	4999.999488	OUT OF MEMORY	238.836426305	4999.999488	OUT OF MEMORY	239.906164769	4999.999488	OUT OF MEMORY	238.611444612	4999.999488	OUT OF MEMORY	240.620227634	4999.999488	OUT OF MEMORY	239.53643637	4999.999488	OUT OF MEMORY	240.008126839	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_24_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	238.163739554	4999.999488	OUT OF MEMORY	232.583993541	4999.999488	OUT OF MEMORY	235.93993729	4999.999488	OUT OF MEMORY	231.406344223	4999.999488	OUT OF MEMORY	236.695266099	4999.999488	OUT OF MEMORY	239.685717607	4999.999488	OUT OF MEMORY	239.293153138	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_25_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	235.923663244	4999.999488	OUT OF MEMORY	238.625735299	4999.999488	OUT OF MEMORY	237.532318514	4999.999488	OUT OF MEMORY	234.148712866	4999.999488	OUT OF MEMORY	236.964059728	4999.999488	OUT OF MEMORY	235.666240053	4999.999488	OUT OF MEMORY	240.605785629	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_26_unsafe.c-amalgamation.yml	False	true	1.711641705	87.257088	true	1.711077758	87.126016	true	1.848095636	87.171072	true	1.867022901	87.560192	true	2.135218083	87.691264	true	2.148367503	87.678976	true	1.582917016	87.642112
ReachSafety-Floats	neural-networks	lunarlander_27_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.24883313	4999.999488	OUT OF MEMORY	236.644923103	4999.999488	OUT OF MEMORY	235.99624843	4999.999488	OUT OF MEMORY	235.569749258	4999.999488	OUT OF MEMORY	236.715578129	4999.999488	OUT OF MEMORY	236.929069582	4999.999488	OUT OF MEMORY	236.626885228	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_28_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	238.05352659	4999.999488	OUT OF MEMORY	232.85787612	4999.999488	OUT OF MEMORY	237.386655288	4999.999488	OUT OF MEMORY	234.686325608	4999.999488	OUT OF MEMORY	236.745606101	4999.999488	OUT OF MEMORY	241.823299125	4999.999488	OUT OF MEMORY	235.89442294	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_29_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	239.303749133	4999.999488	OUT OF MEMORY	239.175808973	4999.999488	OUT OF MEMORY	237.206103634	4999.999488	OUT OF MEMORY	236.957485384	4999.999488	OUT OF MEMORY	234.374638836	4999.999488	OUT OF MEMORY	239.10930258	4999.999488	OUT OF MEMORY	238.787954968	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_2_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	240.292402599	4999.999488	OUT OF MEMORY	240.357767389	4999.999488	OUT OF MEMORY	238.575645657	4999.999488	OUT OF MEMORY	233.319870243	4999.999488	OUT OF MEMORY	235.463193876	4999.999488	OUT OF MEMORY	236.100536552	4999.999488	OUT OF MEMORY	240.636758618	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_30_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	233.725808215	4999.999488	OUT OF MEMORY	230.311491495	4999.999488	OUT OF MEMORY	238.336764134	4999.999488	OUT OF MEMORY	236.763598501	4999.999488	OUT OF MEMORY	235.590856202	4999.999488	OUT OF MEMORY	233.605096133	4999.999488	OUT OF MEMORY	236.334193008	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_31_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	235.044955134	4999.999488	OUT OF MEMORY	240.120257925	4999.999488	OUT OF MEMORY	234.627314055	4999.999488	OUT OF MEMORY	231.69604802	4999.999488	OUT OF MEMORY	240.050812978	4999.999488	OUT OF MEMORY	241.563829505	4999.999488	OUT OF MEMORY	233.758382253	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_32_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	231.289708197	4999.999488	OUT OF MEMORY	227.583126116	4999.999488	OUT OF MEMORY	230.386723556	4999.999488	OUT OF MEMORY	231.215929878	4999.999488	OUT OF MEMORY	235.585342197	4999.999488	OUT OF MEMORY	228.565469902	4999.999488	OUT OF MEMORY	231.321224504	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_33_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	233.382675937	4999.999488	OUT OF MEMORY	233.635564061	4999.999488	OUT OF MEMORY	228.403136104	4999.999488	OUT OF MEMORY	235.129329524	4999.999488	OUT OF MEMORY	232.28362535	4999.999488	OUT OF MEMORY	237.939869841	4999.999488	OUT OF MEMORY	238.605050426	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_34_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	236.385595335	4999.999488	OUT OF MEMORY	235.126818722	4999.999488	OUT OF MEMORY	236.426994646	4999.999488	OUT OF MEMORY	227.260128204	4999.999488	OUT OF MEMORY	236.564617285	4999.999488	OUT OF MEMORY	236.299560822	4999.999488	OUT OF MEMORY	239.359452837	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_35_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	236.652276232	4999.999488	OUT OF MEMORY	227.368072225	4999.999488	OUT OF MEMORY	234.601166707	4999.999488	OUT OF MEMORY	231.565352655	4999.999488	OUT OF MEMORY	227.420040973	4999.999488	OUT OF MEMORY	238.339698652	4999.999488	OUT OF MEMORY	234.14095131	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_36_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	238.585652973	4999.999488	OUT OF MEMORY	229.375391972	4999.999488	OUT OF MEMORY	233.040838619	4999.999488	OUT OF MEMORY	232.505551424	4999.999488	OUT OF MEMORY	237.252295934	4999.999488	OUT OF MEMORY	237.426044232	4999.999488	OUT OF MEMORY	241.161286564	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_37_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	232.540934733	4999.999488	OUT OF MEMORY	234.800567397	4999.999488	OUT OF MEMORY	230.396628953	4999.999488	OUT OF MEMORY	233.95621786	4999.999488	OUT OF MEMORY	235.275324618	4999.999488	OUT OF MEMORY	233.816621143	4999.999488	OUT OF MEMORY	239.334714776	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_38_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	230.839001781	4999.999488	OUT OF MEMORY	233.513334521	4999.999488	OUT OF MEMORY	234.580222906	4999.999488	OUT OF MEMORY	240.300500648	4999.999488	OUT OF MEMORY	236.541357564	4999.999488	OUT OF MEMORY	234.986820371	4999.999488	OUT OF MEMORY	239.068048188	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_39_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	240.262756985	4999.999488	OUT OF MEMORY	236.23509484	4999.999488	OUT OF MEMORY	231.259119086	4999.999488	OUT OF MEMORY	238.650800875	4999.999488	OUT OF MEMORY	240.929658916	4999.999488	OUT OF MEMORY	237.113299032	4999.999488	OUT OF MEMORY	234.819657456	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_3_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	238.771695899	4999.999488	OUT OF MEMORY	238.418160744	4999.999488	OUT OF MEMORY	234.564528028	4999.999488	OUT OF MEMORY	240.531109326	4999.999488	OUT OF MEMORY	237.295295766	4999.999488	OUT OF MEMORY	236.3892503	4999.999488	OUT OF MEMORY	234.813875282	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_40_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.251220002	4999.999488	OUT OF MEMORY	232.892611742	4999.999488	OUT OF MEMORY	233.42714462	4999.999488	OUT OF MEMORY	238.935245798	4999.999488	OUT OF MEMORY	230.870188246	4999.999488	OUT OF MEMORY	236.776917691	4999.999488	OUT OF MEMORY	238.108814468	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_41_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	240.821042697	4999.999488	OUT OF MEMORY	235.392885661	4999.999488	OUT OF MEMORY	231.943307922	4999.999488	OUT OF MEMORY	235.515450379	4999.999488	OUT OF MEMORY	232.026539103	4999.999488	OUT OF MEMORY	236.695972993	4999.999488	OUT OF MEMORY	234.36888326	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_42_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	236.611919723	4999.999488	OUT OF MEMORY	236.25194373	4999.999488	OUT OF MEMORY	231.177745111	4999.999488	OUT OF MEMORY	236.030554345	4999.999488	OUT OF MEMORY	233.933682429	4999.999488	OUT OF MEMORY	234.434704442	4999.999488	OUT OF MEMORY	236.064006844	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_43_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	241.009545267	4999.999488	OUT OF MEMORY	234.919376421	4999.999488	OUT OF MEMORY	236.266703629	4999.999488	OUT OF MEMORY	238.220926893	4999.999488	OUT OF MEMORY	240.621799857	4999.999488	OUT OF MEMORY	235.874023673	4999.999488	OUT OF MEMORY	236.385513027	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_44_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	233.168141505	4999.999488	OUT OF MEMORY	237.356179796	4999.999488	OUT OF MEMORY	233.929744768	4999.999488	OUT OF MEMORY	239.86006933	4999.999488	OUT OF MEMORY	239.379797754	4999.999488	OUT OF MEMORY	232.691077456	4999.999488	OUT OF MEMORY	235.832714475	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_45_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	235.229635441	4999.999488	OUT OF MEMORY	229.20398447	4999.999488	OUT OF MEMORY	234.686976974	4999.999488	OUT OF MEMORY	234.112461003	4999.999488	OUT OF MEMORY	237.600054118	4999.999488	OUT OF MEMORY	235.570698056	4999.999488	OUT OF MEMORY	231.415115477	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_46_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.10734643	4999.999488	OUT OF MEMORY	236.06502521	4999.999488	OUT OF MEMORY	239.515285433	4999.999488	OUT OF MEMORY	239.082889082	4999.999488	OUT OF MEMORY	237.079805396	4999.999488	OUT OF MEMORY	234.900150207	4999.999488	OUT OF MEMORY	234.801719736	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_47_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.550282373	4999.999488	OUT OF MEMORY	229.589152767	4999.999488	OUT OF MEMORY	232.824495409	4999.999488	OUT OF MEMORY	235.329858168	4999.999488	OUT OF MEMORY	238.450238947	4999.999488	OUT OF MEMORY	237.040551621	4999.999488	OUT OF MEMORY	235.096793537	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_48_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	238.290383763	4999.999488	OUT OF MEMORY	235.498199523	4999.999488	OUT OF MEMORY	238.729143868	4999.999488	OUT OF MEMORY	234.698503351	4999.999488	OUT OF MEMORY	235.034989603	4999.999488	OUT OF MEMORY	233.228704657	4999.999488	OUT OF MEMORY	236.745151312	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_49_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.913579574	4999.999488	OUT OF MEMORY	235.019111954	4999.999488	OUT OF MEMORY	235.974663503	4999.999488	OUT OF MEMORY	232.449723032	4999.999488	OUT OF MEMORY	235.231616197	4999.999488	OUT OF MEMORY	237.217069421	4999.999488	OUT OF MEMORY	238.949479544	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_4_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	236.663447807	4999.999488	OUT OF MEMORY	233.797959071	4999.999488	OUT OF MEMORY	233.27765514	4999.999488	OUT OF MEMORY	240.598067041	4999.999488	OUT OF MEMORY	236.916100932	4999.999488	OUT OF MEMORY	238.30219152	4999.999488	OUT OF MEMORY	236.990120232	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_50_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	232.416596081	4999.999488	OUT OF MEMORY	235.022839427	4999.999488	OUT OF MEMORY	235.196556857	4999.999488	OUT OF MEMORY	238.050349119	4999.999488	OUT OF MEMORY	238.713472433	4999.999488	OUT OF MEMORY	238.132119543	4999.999488	OUT OF MEMORY	237.785448455	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_51_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.40409004	4999.999488	OUT OF MEMORY	236.384846989	4999.999488	OUT OF MEMORY	232.481853807	4999.999488	OUT OF MEMORY	233.246992956	4999.999488	OUT OF MEMORY	235.356108639	4999.999488	OUT OF MEMORY	237.368889775	4999.999488	OUT OF MEMORY	236.832181672	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_52_safe.c-amalgamation.yml	True	OUT OF MEMORY	239.131072237	4999.999488	OUT OF MEMORY	231.157279145	4999.999488	OUT OF MEMORY	238.394179685	4999.999488	OUT OF MEMORY	236.551226654	4999.999488	OUT OF MEMORY	237.331679574	4999.999488	OUT OF MEMORY	233.288317998	4999.999488	OUT OF MEMORY	232.378890639	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_53_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.185695505	4999.999488	OUT OF MEMORY	234.663346865	4999.999488	OUT OF MEMORY	235.259437881	4999.999488	OUT OF MEMORY	240.481606458	4999.999488	OUT OF MEMORY	238.093448953	4999.999488	OUT OF MEMORY	235.720812701	4999.999488	OUT OF MEMORY	236.690052062	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_54_safe.c-amalgamation.yml	True	OUT OF MEMORY	233.879058119	4999.999488	OUT OF MEMORY	239.357390965	4999.999488	OUT OF MEMORY	234.538608199	4999.999488	OUT OF MEMORY	230.953388724	4999.999488	OUT OF MEMORY	238.302410122	4999.999488	OUT OF MEMORY	234.063798179	4999.999488	OUT OF MEMORY	234.416456829	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_55_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	235.30049254	4999.999488	OUT OF MEMORY	230.175137813	4999.999488	OUT OF MEMORY	230.452730323	4999.999488	OUT OF MEMORY	232.213092851	4999.999488	OUT OF MEMORY	233.183556253	4999.999488	OUT OF MEMORY	235.831426049	4999.999488	OUT OF MEMORY	232.023257699	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_56_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	230.102083825	4999.999488	OUT OF MEMORY	230.191180117	4999.999488	OUT OF MEMORY	231.019370843	4999.999488	OUT OF MEMORY	235.166624517	4999.999488	OUT OF MEMORY	237.522698897	4999.999488	OUT OF MEMORY	233.192556591	4999.999488	OUT OF MEMORY	235.057405655	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_57_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.667523431	4999.999488	OUT OF MEMORY	233.359213855	4999.999488	OUT OF MEMORY	235.454426218	4999.999488	OUT OF MEMORY	234.979491131	4999.999488	OUT OF MEMORY	231.320487198	4999.999488	OUT OF MEMORY	236.268943061	4999.999488	OUT OF MEMORY	235.390006683	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_58_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.573016556	4999.999488	OUT OF MEMORY	232.488144407	4999.999488	OUT OF MEMORY	235.966200928	4999.999488	OUT OF MEMORY	232.998542861	4999.999488	OUT OF MEMORY	229.47652432	4999.999488	OUT OF MEMORY	231.241072535	4999.999488	OUT OF MEMORY	230.228019728	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_59_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	233.70210239	4999.999488	OUT OF MEMORY	235.48445028	4999.999488	OUT OF MEMORY	229.963769856	4999.999488	OUT OF MEMORY	230.918644239	4999.999488	OUT OF MEMORY	239.435353949	4999.999488	OUT OF MEMORY	233.907516592	4999.999488	OUT OF MEMORY	236.702368056	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_5_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	236.854340432	4999.999488	OUT OF MEMORY	235.498672683	4999.999488	OUT OF MEMORY	233.165934411	4999.999488	OUT OF MEMORY	233.573146084	4999.999488	OUT OF MEMORY	235.830388581	4999.999488	OUT OF MEMORY	233.715966709	4999.999488	OUT OF MEMORY	235.383886837	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_60_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.078047069	4999.999488	OUT OF MEMORY	232.107288272	4999.999488	OUT OF MEMORY	234.224459098	4999.999488	OUT OF MEMORY	227.16166781	4999.999488	OUT OF MEMORY	233.102768834	4999.999488	OUT OF MEMORY	237.724296528	4999.999488	OUT OF MEMORY	236.378617455	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_61_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.549029558	4999.999488	OUT OF MEMORY	238.51324407	4999.999488	OUT OF MEMORY	237.715926949	4999.999488	OUT OF MEMORY	234.002785276	4999.999488	OUT OF MEMORY	233.753705196	4999.999488	OUT OF MEMORY	240.574924455	4999.999488	OUT OF MEMORY	238.294762591	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_62_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.690918739	4999.999488	OUT OF MEMORY	236.19157008	4999.999488	OUT OF MEMORY	231.6906117	4999.999488	OUT OF MEMORY	235.109142679	4999.999488	OUT OF MEMORY	239.679415769	4999.999488	OUT OF MEMORY	239.245031645	4999.999488	OUT OF MEMORY	239.150271263	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_63_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.501566137	4999.999488	OUT OF MEMORY	235.797557691	4999.999488	OUT OF MEMORY	233.402621354	4999.999488	OUT OF MEMORY	231.302595279	4999.999488	OUT OF MEMORY	239.649747011	4999.999488	OUT OF MEMORY	238.192919163	4999.999488	OUT OF MEMORY	238.155611591	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_64_safe.c-amalgamation.yml	True	OUT OF MEMORY	238.415058068	4999.999488	OUT OF MEMORY	238.325341845	4999.999488	OUT OF MEMORY	240.1697224	4999.999488	OUT OF MEMORY	236.428002961	4999.999488	OUT OF MEMORY	240.091689902	4999.999488	OUT OF MEMORY	235.464978896	4999.999488	OUT OF MEMORY	235.509053216	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_65_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	242.956331676	4999.999488	OUT OF MEMORY	234.817344408	4999.999488	OUT OF MEMORY	232.100884983	4999.999488	OUT OF MEMORY	233.108422927	4999.999488	OUT OF MEMORY	236.665477457	4999.999488	OUT OF MEMORY	233.884773881	4999.999488	OUT OF MEMORY	237.79572449	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_66_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	240.310426792	4999.999488	OUT OF MEMORY	237.220032915	4999.999488	OUT OF MEMORY	234.544216627	4999.999488	OUT OF MEMORY	236.662728735	4999.999488	OUT OF MEMORY	236.516844096	4999.999488	OUT OF MEMORY	238.88939395	4999.999488	OUT OF MEMORY	234.811422628	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_67_safe.c-amalgamation.yml	True	OUT OF MEMORY	237.451806848	4999.999488	OUT OF MEMORY	240.864126819	4999.999488	OUT OF MEMORY	239.360112829	4999.999488	OUT OF MEMORY	233.569527304	4999.999488	OUT OF MEMORY	234.099284319	4999.999488	OUT OF MEMORY	239.58310869	4999.999488	OUT OF MEMORY	237.445963784	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_68_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	242.016725579	4999.999488	OUT OF MEMORY	234.817709643	4999.999488	OUT OF MEMORY	236.141632215	4999.999488	OUT OF MEMORY	234.628355574	4999.999488	OUT OF MEMORY	238.093143378	4999.999488	OUT OF MEMORY	242.13422005	4999.999488	OUT OF MEMORY	237.769297507	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_69_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	241.18106696	4999.999488	OUT OF MEMORY	240.268119733	4999.999488	OUT OF MEMORY	231.672697289	4999.999488	OUT OF MEMORY	235.433704917	4999.999488	OUT OF MEMORY	238.006512166	4999.999488	OUT OF MEMORY	241.097981757	4999.999488	OUT OF MEMORY	234.356138501	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_6_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	243.105197352	4999.999488	OUT OF MEMORY	236.913779966	4999.999488	OUT OF MEMORY	236.839261047	4999.999488	OUT OF MEMORY	235.03480034	4999.999488	OUT OF MEMORY	236.595200274	4999.999488	OUT OF MEMORY	235.558835634	4999.999488	OUT OF MEMORY	239.185535779	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_70_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.629010004	4999.999488	OUT OF MEMORY	238.454911502	4999.999488	OUT OF MEMORY	231.438912981	4999.999488	OUT OF MEMORY	235.103734056	4999.999488	OUT OF MEMORY	233.33461104	4999.999488	OUT OF MEMORY	241.316797617	4999.999488	OUT OF MEMORY	236.952164936	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_71_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	239.151175558	4999.999488	OUT OF MEMORY	238.618292401	4999.999488	OUT OF MEMORY	237.668649191	4999.999488	OUT OF MEMORY	232.689468344	4999.999488	OUT OF MEMORY	233.056075867	4999.999488	OUT OF MEMORY	238.923053106	4999.999488	OUT OF MEMORY	236.990807635	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_72_safe.c-amalgamation.yml	True	OUT OF MEMORY	240.550424497	4999.999488	OUT OF MEMORY	234.929926833	4999.999488	OUT OF MEMORY	239.817233595	4999.999488	OUT OF MEMORY	234.547139743	4999.999488	OUT OF MEMORY	233.513405531	4999.999488	OUT OF MEMORY	237.308734401	4999.999488	OUT OF MEMORY	237.833083096	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_73_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	238.308539314	4999.999488	OUT OF MEMORY	237.887578191	4999.999488	OUT OF MEMORY	236.916440551	4999.999488	OUT OF MEMORY	229.473103838	4999.999488	OUT OF MEMORY	234.709085887	4999.999488	OUT OF MEMORY	239.210583984	4999.999488	OUT OF MEMORY	237.621945411	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_74_safe.c-amalgamation.yml	True	OUT OF MEMORY	237.915315528	4999.999488	OUT OF MEMORY	232.525313891	4999.999488	OUT OF MEMORY	237.674099711	4999.999488	OUT OF MEMORY	235.053941074	4999.999488	OUT OF MEMORY	238.162999907	4999.999488	OUT OF MEMORY	241.937671352	4999.999488	OUT OF MEMORY	236.326275849	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_75_safe.c-amalgamation.yml	True	OUT OF MEMORY	236.491534477	4999.999488	OUT OF MEMORY	238.948232486	4999.999488	OUT OF MEMORY	236.330365126	4999.999488	OUT OF MEMORY	234.164882944	4999.999488	OUT OF MEMORY	235.573091455	4999.999488	OUT OF MEMORY	235.208755318	4999.999488	OUT OF MEMORY	238.596911532	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_76_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	239.925031064	4999.999488	OUT OF MEMORY	237.725212955	4999.999488	OUT OF MEMORY	234.00762308	4999.999488	OUT OF MEMORY	234.557903218	4999.999488	OUT OF MEMORY	236.566944896	4999.999488	OUT OF MEMORY	241.227260493	4999.999488	OUT OF MEMORY	239.734313752	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_77_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	241.237095039	4999.999488	OUT OF MEMORY	233.773857322	4999.999488	OUT OF MEMORY	231.249029683	4999.999488	OUT OF MEMORY	232.610002936	4999.999488	OUT OF MEMORY	236.5804878	4999.999488	OUT OF MEMORY	239.561755745	4999.999488	OUT OF MEMORY	239.406001309	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_78_safe.c-amalgamation.yml	True	OUT OF MEMORY	230.477472468	4999.999488	OUT OF MEMORY	231.062625164	4999.999488	OUT OF MEMORY	236.632949591	4999.999488	OUT OF MEMORY	232.89543987	4999.999488	OUT OF MEMORY	233.164116223	4999.999488	OUT OF MEMORY	233.709695033	4999.999488	OUT OF MEMORY	232.756251302	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_79_safe.c-amalgamation.yml	True	OUT OF MEMORY	233.589817461	4999.999488	OUT OF MEMORY	231.486652456	4999.999488	OUT OF MEMORY	235.728787087	4999.999488	OUT OF MEMORY	229.588519943	4999.999488	OUT OF MEMORY	231.377692424	4999.999488	OUT OF MEMORY	233.99913127	4999.999488	OUT OF MEMORY	238.726919032	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_7_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	232.996272662	4999.999488	OUT OF MEMORY	234.369283394	4999.999488	OUT OF MEMORY	226.098846492	4999.999488	OUT OF MEMORY	230.754880757	4999.999488	OUT OF MEMORY	233.085964257	4999.999488	OUT OF MEMORY	238.234234733	4999.999488	OUT OF MEMORY	237.195296841	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_80_safe.c-amalgamation.yml	True	OUT OF MEMORY	241.056819578	4999.999488	OUT OF MEMORY	235.951895843	4999.999488	OUT OF MEMORY	233.676544386	4999.999488	OUT OF MEMORY	233.2023013	4999.999488	OUT OF MEMORY	232.510576766	4999.999488	OUT OF MEMORY	238.178982136	4999.999488	OUT OF MEMORY	237.129143241	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_81_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	234.343025468	4999.999488	OUT OF MEMORY	234.866824636	4999.999488	OUT OF MEMORY	229.639071277	4999.999488	OUT OF MEMORY	238.518297523	4999.999488	OUT OF MEMORY	238.117716584	4999.999488	OUT OF MEMORY	233.719080243	4999.999488	OUT OF MEMORY	239.398317209	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_82_safe.c-amalgamation.yml	True	OUT OF MEMORY	232.822595478	4999.999488	OUT OF MEMORY	228.79745219	4999.999488	OUT OF MEMORY	235.052845379	4999.999488	OUT OF MEMORY	238.706147209	4999.999488	OUT OF MEMORY	235.809663462	4999.999488	OUT OF MEMORY	237.766305331	4999.999488	OUT OF MEMORY	235.89218137	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_83_safe.c-amalgamation.yml	True	OUT OF MEMORY	238.604272404	4999.999488	OUT OF MEMORY	234.555796443	4999.999488	OUT OF MEMORY	235.039573817	4999.999488	OUT OF MEMORY	231.300263073	4999.999488	OUT OF MEMORY	231.34148939	4999.999488	OUT OF MEMORY	233.902052516	4999.999488	OUT OF MEMORY	236.472101128	4999.999488
ReachSafety-Floats	neural-networks	lunarlander_84_unsafe.c-amalgamation.yml	False	OUT OF MEMORY	237.953209491	4999.999488	OUT OF MEMORY	233.721047961	4999.999488	OUT OF MEMORY	236.810123685	4999.999488	OUT OF MEMORY	239.417371021	4999.999488	OUT OF MEMORY	231.668059979	4999.999488	OUT OF MEMORY	241.542193523	4999.999488	OUT OF MEMORY	236.748565409	4999.999488
