category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Arrays	array-examples	standard_copy5_ground-1.yml	True	OUT OF MEMORY	103.100733067	4999.999488	OUT OF MEMORY	95.212635484	4999.999488	OUT OF MEMORY	95.125614376	4999.999488	OUT OF MEMORY	103.443022074	4999.999488	OUT OF MEMORY	100.710967619	4999.999488	OUT OF MEMORY	91.444798896	4999.999488	OUT OF MEMORY	101.424786758	4999.999488
ReachSafety-Arrays	array-examples	standard_copy5_ground-2.yml	False	OUT OF MEMORY	102.45307107	4999.999488	OUT OF MEMORY	101.062681264	4999.999488	OUT OF MEMORY	100.145238583	4999.999488	OUT OF MEMORY	99.052859039	4999.999488	OUT OF MEMORY	100.170123595	4999.999488	OUT OF MEMORY	101.641780808	4999.999488	OUT OF MEMORY	101.19164863	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-1.yml	False	OUT OF MEMORY	103.844131403	4999.999488	OUT OF MEMORY	98.796137852	4999.999488	OUT OF MEMORY	101.337281459	4999.999488	OUT OF MEMORY	101.831281663	4999.999488	OUT OF MEMORY	99.304910915	4999.999488	OUT OF MEMORY	101.759832044	4999.999488	OUT OF MEMORY	103.835398925	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-2.yml	True	OUT OF MEMORY	104.053027058	4999.999488	OUT OF MEMORY	99.77721892	4999.999488	OUT OF MEMORY	98.177923888	4999.999488	OUT OF MEMORY	101.974026255	4999.999488	OUT OF MEMORY	101.533697315	4999.999488	OUT OF MEMORY	103.124311227	4999.999488	OUT OF MEMORY	105.39939365	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-1.yml	False	OUT OF MEMORY	104.132100049	4999.999488	OUT OF MEMORY	103.275877737	4999.999488	OUT OF MEMORY	99.617776628	4999.999488	OUT OF MEMORY	103.798745527	4999.999488	OUT OF MEMORY	104.404737071	4999.999488	OUT OF MEMORY	100.738349513	4999.999488	OUT OF MEMORY	103.673682004	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-2.yml	True	OUT OF MEMORY	106.748006102	4999.999488	OUT OF MEMORY	99.724584595	4999.999488	OUT OF MEMORY	103.09681406	4999.999488	OUT OF MEMORY	100.246843855	4999.999488	OUT OF MEMORY	102.315855688	4999.999488	OUT OF MEMORY	104.415426267	4999.999488	OUT OF MEMORY	103.39554658	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-1.yml	True	OUT OF MEMORY	105.411873468	4999.999488	OUT OF MEMORY	101.156231569	4999.999488	OUT OF MEMORY	102.490447538	4999.999488	OUT OF MEMORY	103.652690832	4999.999488	OUT OF MEMORY	100.885141681	4999.999488	OUT OF MEMORY	101.772095788	4999.999488	OUT OF MEMORY	103.396986169	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-2.yml	False	OUT OF MEMORY	105.704895444	4999.999488	OUT OF MEMORY	101.102763728	4999.999488	OUT OF MEMORY	101.776778693	4999.999488	OUT OF MEMORY	103.697043512	4999.999488	OUT OF MEMORY	105.662734842	4999.999488	OUT OF MEMORY	101.66286283	4999.999488	OUT OF MEMORY	106.471469631	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-1.yml	False	OUT OF MEMORY	106.35771991	4999.999488	OUT OF MEMORY	92.478729926	4999.999488	OUT OF MEMORY	97.838033624	4999.999488	OUT OF MEMORY	98.366166185	4999.999488	OUT OF MEMORY	94.938266961	4999.999488	OUT OF MEMORY	99.760859913	4999.999488	OUT OF MEMORY	98.380002403	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-2.yml	True	OUT OF MEMORY	103.765430526	4999.999488	OUT OF MEMORY	102.491374442	4999.999488	OUT OF MEMORY	104.825293733	4999.999488	OUT OF MEMORY	102.288086815	4999.999488	OUT OF MEMORY	104.254608429	4999.999488	OUT OF MEMORY	103.563622312	4999.999488	OUT OF MEMORY	106.986703262	4999.999488
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-1.yml	False	TIMEOUT	301.178651153	2892.898304	TIMEOUT	301.378032257	3133.743104	TIMEOUT	301.198909868	3133.80864	TIMEOUT	301.271673959	3134.455808	TIMEOUT	301.302088069	3134.365696	TIMEOUT	301.301583946	3134.398464	TIMEOUT	301.255808545	3134.447616
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-2.yml	True	TIMEOUT	301.2949341	3174.719488	TIMEOUT	301.360554969	3415.658496	TIMEOUT	301.37105033	3415.61344	TIMEOUT	300.824690818	3416.3712	TIMEOUT	301.375387788	3416.326144	TIMEOUT	301.271238982	3416.240128	TIMEOUT	301.368871355	3416.338432
ReachSafety-Arrays	array-examples	standard_copyInitSum3_ground.yml	True	TIMEOUT	301.326334416	3940.007936	TIMEOUT	301.453925148	4230.701056	TIMEOUT	301.364346402	4230.586368	TIMEOUT	301.342143516	4231.12704	TIMEOUT	301.347860583	4231.35232	TIMEOUT	301.399407103	4231.168	TIMEOUT	301.482314737	4231.139328
ReachSafety-Arrays	array-examples	standard_copyInitSum_ground.yml	True	TIMEOUT	301.271296968	3185.369088	TIMEOUT	301.420375341	3432.583168	TIMEOUT	301.309911956	3432.534016	TIMEOUT	301.313401997	3433.086976	TIMEOUT	301.320978309	3433.30816	TIMEOUT	301.310237479	3432.968192	TIMEOUT	301.347914646	3433.037824
ReachSafety-Arrays	array-examples	standard_copyInit_ground.yml	True	TIMEOUT	301.100106677	2443.956224	TIMEOUT	301.295899602	2609.696768	TIMEOUT	301.30761054	2609.795072	TIMEOUT	301.276154177	2610.081792	TIMEOUT	301.190866038	2609.987584	TIMEOUT	301.18060749	2609.995776	TIMEOUT	301.335280129	2610.044928
ReachSafety-Arrays	array-examples	standard_find_ground-1.yml	True	OUT OF MEMORY	137.292100232	4999.999488	OUT OF MEMORY	135.410451261	4999.999488	OUT OF MEMORY	144.403115763	4999.999488	OUT OF MEMORY	136.710664045	4999.999488	OUT OF MEMORY	145.433456273	4999.999488	OUT OF MEMORY	138.22320979	4999.999488	OUT OF MEMORY	143.791224712	4999.999488
ReachSafety-Arrays	array-examples	standard_init1_ground-1.yml	False	TIMEOUT	301.199582153	1847.9104	TIMEOUT	301.333091936	1978.69568	TIMEOUT	301.239183272	1978.699776	TIMEOUT	301.193741665	1979.142144	TIMEOUT	301.205523143	1979.170816	TIMEOUT	301.216554517	1979.154432	TIMEOUT	301.222907128	1979.158528
ReachSafety-Arrays	array-examples	standard_init1_ground-2.yml	True	TIMEOUT	301.142129978	1847.816192	TIMEOUT	301.200674843	1978.580992	TIMEOUT	301.143307118	1978.589184	TIMEOUT	301.158636378	1979.092992	TIMEOUT	301.195855213	1979.068416	TIMEOUT	301.225341679	1979.072512	TIMEOUT	301.197716658	1979.1872
ReachSafety-Arrays	array-examples	standard_init2_ground-1.yml	False	TIMEOUT	301.231551133	2365.58336	TIMEOUT	301.289627306	2517.25824	TIMEOUT	301.26347006	2517.274624	TIMEOUT	301.242974725	2517.889024	TIMEOUT	301.195959627	2517.991424	TIMEOUT	301.195929031	2517.839872	TIMEOUT	301.290080769	2517.917696
ReachSafety-Arrays	array-examples	standard_init2_ground-2.yml	True	TIMEOUT	301.228525127	2365.558784	TIMEOUT	301.287357456	2517.303296	TIMEOUT	301.253437085	2517.2992	TIMEOUT	301.238175892	2517.848064	TIMEOUT	301.281835131	2517.884928	TIMEOUT	301.201585292	2517.889024	TIMEOUT	301.268718884	2517.99552
ReachSafety-Arrays	array-examples	standard_init3_ground-1.yml	False	TIMEOUT	301.207926024	2885.398528	TIMEOUT	301.352059282	3058.126848	TIMEOUT	301.264427298	3057.82784	TIMEOUT	301.007918609	3058.5856	TIMEOUT	301.304541698	3058.44224	TIMEOUT	301.228893488	3058.46272	TIMEOUT	301.36161555	3058.364416
ReachSafety-Arrays	array-examples	standard_init3_ground-2.yml	True	TIMEOUT	301.235320726	2885.414912	TIMEOUT	301.302202395	3057.999872	TIMEOUT	301.263689024	3057.84832	TIMEOUT	301.210073905	3058.536448	TIMEOUT	301.298711454	3058.372608	TIMEOUT	301.187211231	3058.655232	TIMEOUT	301.355703681	3058.581504
ReachSafety-Arrays	array-examples	standard_init4_ground-1.yml	False	TIMEOUT	301.233588021	3450.12224	TIMEOUT	301.222062414	3643.510784	TIMEOUT	301.220280888	3643.502592	TIMEOUT	301.372709995	3643.846656	TIMEOUT	301.311092238	3643.957248	TIMEOUT	301.329239052	3643.826176	TIMEOUT	301.368823718	3643.940864
ReachSafety-Arrays	array-examples	standard_init4_ground-2.yml	True	TIMEOUT	300.889551987	3450.023936	TIMEOUT	301.213013137	3643.564032	TIMEOUT	301.273386689	3643.404288	TIMEOUT	301.221382907	3644.018688	TIMEOUT	301.299702259	3644.084224	TIMEOUT	301.297616844	3643.994112	TIMEOUT	301.340309485	3644.0064
ReachSafety-Arrays	array-examples	standard_init5_ground-1.yml	True	TIMEOUT	301.377092801	3956.834304	TIMEOUT	301.2538459	4171.313152	TIMEOUT	301.262247837	4171.186176	TIMEOUT	301.37233405	4171.685888	TIMEOUT	300.518754395	4171.522048	TIMEOUT	301.31599711	4171.538432	TIMEOUT	301.391966657	4171.5712
ReachSafety-Arrays	array-examples	standard_init5_ground-2.yml	False	TIMEOUT	301.26717905	3956.887552	TIMEOUT	301.38413359	4171.210752	TIMEOUT	301.326551892	4171.251712	TIMEOUT	301.353292497	4171.73504	TIMEOUT	301.284067797	4171.6736	TIMEOUT	301.254305269	4171.718656	TIMEOUT	301.422168336	4171.59168
ReachSafety-Arrays	array-examples	standard_init6_ground-1.yml	False	TIMEOUT	301.452648252	4546.33472	TIMEOUT	301.070856249	4781.625344	TIMEOUT	301.526978469	4781.6704	TIMEOUT	301.407838828	4782.047232	TIMEOUT	301.505391655	4782.194688	TIMEOUT	301.421316035	4782.08	TIMEOUT	301.526138865	4782.047232
ReachSafety-Arrays	array-examples	standard_init6_ground-2.yml	True	TIMEOUT	301.396468702	4546.39616	TIMEOUT	301.355723742	4781.539328	TIMEOUT	301.417274332	4781.54752	TIMEOUT	301.435834817	4782.10048	TIMEOUT	301.375165786	4782.186496	TIMEOUT	301.341090392	4782.153728	TIMEOUT	301.464729643	4782.166016
ReachSafety-Arrays	array-examples	standard_init7_ground-1.yml	False	OUT OF MEMORY	108.673862269	4999.999488	OUT OF MEMORY	95.053836961	4999.999488	OUT OF MEMORY	95.018149278	4999.999488	OUT OF MEMORY	92.201724436	4999.999488	OUT OF MEMORY	95.061096017	4999.999488	OUT OF MEMORY	94.358428303	4999.999488	OUT OF MEMORY	95.51297402	4999.999488
ReachSafety-Arrays	array-examples	standard_init7_ground-2.yml	True	OUT OF MEMORY	108.16180748	4999.999488	OUT OF MEMORY	92.753639658	4999.999488	OUT OF MEMORY	97.342734939	4999.999488	OUT OF MEMORY	92.335687733	4999.999488	OUT OF MEMORY	99.396746007	4999.999488	OUT OF MEMORY	95.148753498	4999.999488	OUT OF MEMORY	97.631159908	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-1.yml	False	OUT OF MEMORY	99.643635982	4999.999488	OUT OF MEMORY	87.683081002	4999.999488	OUT OF MEMORY	95.05574438	4999.999488	OUT OF MEMORY	98.080939697	4999.999488	OUT OF MEMORY	96.400863304	4999.999488	OUT OF MEMORY	93.314204236	4999.999488	OUT OF MEMORY	94.30512154	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-2.yml	True	OUT OF MEMORY	99.358616649	4999.999488	OUT OF MEMORY	96.360419135	4999.999488	OUT OF MEMORY	96.207777979	4999.999488	OUT OF MEMORY	93.657385359	4999.999488	OUT OF MEMORY	98.000881226	4999.999488	OUT OF MEMORY	96.277289599	4999.999488	OUT OF MEMORY	96.200383102	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-1.yml	False	OUT OF MEMORY	95.284854033	4999.999488	OUT OF MEMORY	94.988799328	4999.999488	OUT OF MEMORY	94.269513044	4999.999488	OUT OF MEMORY	94.819209677	4999.999488	OUT OF MEMORY	94.687444159	4999.999488	OUT OF MEMORY	94.411183523	4999.999488	OUT OF MEMORY	94.319842678	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-2.yml	True	OUT OF MEMORY	97.541084881	4999.999488	OUT OF MEMORY	93.878887497	4999.999488	OUT OF MEMORY	95.379938393	4999.999488	OUT OF MEMORY	93.10593376	4999.999488	OUT OF MEMORY	95.709482821	4999.999488	OUT OF MEMORY	93.244469612	4999.999488	OUT OF MEMORY	94.16419295	4999.999488
ReachSafety-Arrays	array-examples	standard_maxInArray_ground.yml	True	TIMEOUT	301.28847572	3455.504384	TIMEOUT	301.302726551	3951.747072	TIMEOUT	301.345998918	3951.730688	TIMEOUT	301.338393717	3952.18944	TIMEOUT	301.325750667	3952.59904	TIMEOUT	301.33006776	3952.222208	TIMEOUT	301.378887503	3952.201728
ReachSafety-Arrays	array-examples	standard_minInArray_ground-1.yml	False	TIMEOUT	301.253269443	3462.234112	TIMEOUT	301.268036322	3998.736384	TIMEOUT	301.321018476	3998.756864	TIMEOUT	301.307617093	3999.256576	TIMEOUT	301.282420768	3999.514624	TIMEOUT	301.348067763	3999.264768	TIMEOUT	301.305122742	3999.256576
ReachSafety-Arrays	array-examples	standard_minInArray_ground-2.yml	True	TIMEOUT	301.294168669	3462.148096	TIMEOUT	301.439780767	3998.932992	TIMEOUT	301.369770532	3998.994432	TIMEOUT	301.323960865	3999.383552	TIMEOUT	301.425242985	3999.522816	TIMEOUT	301.371343839	3999.469568	TIMEOUT	301.363624545	3999.432704
ReachSafety-Arrays	array-examples	standard_palindrome_ground.yml	True	TIMEOUT	301.11340159	1166.036992	TIMEOUT	301.100033131	1245.970432	TIMEOUT	301.108488861	1228.140544	TIMEOUT	301.138517812	1227.792384	TIMEOUT	301.137075112	1227.083776	TIMEOUT	301.139314404	1211.408384	TIMEOUT	301.15363743	1210.75712
ReachSafety-Arrays	array-examples	standard_partial_init_ground.yml	True	TIMEOUT	301.086522659	843.907072	TIMEOUT	301.109757327	1010.331648	TIMEOUT	301.126128174	1008.86528	TIMEOUT	301.091983056	1028.325376	TIMEOUT	301.106806722	1026.039808	TIMEOUT	301.113502239	1027.538944	TIMEOUT	301.142291107	1023.709184
ReachSafety-Arrays	array-examples	standard_partition_ground-1.yml	False	TIMEOUT	301.018263858	160.612352	TIMEOUT	301.067907517	694.51776	TIMEOUT	301.075271523	694.25152	TIMEOUT	301.071973319	695.668736	TIMEOUT	301.092464586	695.25504	TIMEOUT	301.083078071	695.062528	TIMEOUT	301.02689931	695.611392
ReachSafety-Arrays	array-examples	standard_partition_ground-2.yml	True	TIMEOUT	301.096213549	1209.1392	TIMEOUT	301.167992993	1378.803712	TIMEOUT	301.149062477	1378.770944	TIMEOUT	301.136438242	1345.98656	TIMEOUT	301.055638933	1345.86368	TIMEOUT	301.13487434	1346.256896	TIMEOUT	301.157416149	1328.787456
ReachSafety-Arrays	array-examples	standard_partition_original_ground.yml	True	TIMEOUT	301.095821691	1138.282496	TIMEOUT	301.065022675	1218.002944	TIMEOUT	301.092353946	1200.513024	TIMEOUT	301.130090725	1202.62656	TIMEOUT	301.141310543	1200.738304	TIMEOUT	301.088612532	1208.635392	TIMEOUT	301.109492876	1200.57856
ReachSafety-Arrays	array-examples	standard_password_ground.yml	True	TIMEOUT	301.367110099	3599.691776	TIMEOUT	301.345271388	3835.35104	TIMEOUT	301.323749206	3835.359232	TIMEOUT	301.375010769	3855.273984	TIMEOUT	301.346600698	3855.21664	TIMEOUT	301.37160402	3855.208448	TIMEOUT	301.371368844	3855.249408
ReachSafety-Arrays	array-examples	standard_reverse_ground.yml	True	TIMEOUT	301.227165159	2604.199936	TIMEOUT	301.297437391	2842.984448	TIMEOUT	301.258030654	2842.984448	TIMEOUT	300.892688283	2843.557888	TIMEOUT	301.262283331	2843.594752	TIMEOUT	301.295182316	2843.488256	TIMEOUT	301.326003405	2843.516928
ReachSafety-Arrays	array-examples	standard_running-1.yml	False	TIMEOUT	301.08488323	742.105088	TIMEOUT	301.175530869	1657.659392	TIMEOUT	301.174551468	1657.737216	TIMEOUT	301.158758062	1673.588736	TIMEOUT	301.205910555	1673.617408	TIMEOUT	301.183568922	1673.670656	TIMEOUT	301.204015433	1673.60512
ReachSafety-Arrays	array-examples	standard_running-2.yml	True	TIMEOUT	301.092653427	740.74112	TIMEOUT	301.154694658	1667.313664	TIMEOUT	301.15296628	1667.342336	TIMEOUT	301.184409057	1682.88256	TIMEOUT	301.143827334	1682.75968	TIMEOUT	301.177749705	1682.763776	TIMEOUT	301.200868181	1682.747392
ReachSafety-Arrays	array-examples	standard_sentinel-2.yml	True	OUT OF MEMORY	228.619961616	4999.999488	OUT OF MEMORY	227.55762896	4999.999488	OUT OF MEMORY	236.086448886	4999.999488	OUT OF MEMORY	232.752224861	4999.999488	OUT OF MEMORY	231.229055667	4999.999488	OUT OF MEMORY	227.520137831	4999.999488	OUT OF MEMORY	235.674691128	4999.999488
ReachSafety-Arrays	array-examples	standard_sentinel.i.v+cfa-reducer.yml	True	OUT OF MEMORY	231.053302972	4999.999488	OUT OF MEMORY	235.581567882	4999.999488	OUT OF MEMORY	237.712228554	4999.999488	OUT OF MEMORY	237.096515127	4999.999488	OUT OF MEMORY	241.351000342	4999.999488	OUT OF MEMORY	231.72055789	4999.999488	OUT OF MEMORY	235.290971728	4999.999488
ReachSafety-Arrays	array-examples	standard_seq_init_ground.yml	True	TIMEOUT	301.018085285	138.067968	TIMEOUT	301.041580148	435.843072	TIMEOUT	301.051004219	442.621952	TIMEOUT	301.044358908	437.342208	TIMEOUT	301.039953494	442.621952	TIMEOUT	301.062611136	437.796864	TIMEOUT	301.058166699	443.33056
ReachSafety-Arrays	array-examples	standard_strcmp_ground.yml	True	OUT OF MEMORY	151.470878568	4999.999488	OUT OF MEMORY	121.144245386	4999.999488	OUT OF MEMORY	121.489674383	4999.999488	OUT OF MEMORY	129.181490742	4999.999488	OUT OF MEMORY	128.803302069	4999.999488	OUT OF MEMORY	127.411308409	4999.999488	OUT OF MEMORY	132.06646295	4999.999488
