category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Arrays	array-examples	standard_copy5_ground-2.yml	False	OUT OF MEMORY	116.604518276	4999.999488	OUT OF MEMORY	117.675382821	4999.999488	OUT OF MEMORY	107.715317534	4999.999488	OUT OF MEMORY	130.020698935	4999.999488	OUT OF MEMORY	129.062194243	4999.999488	OUT OF MEMORY	129.431696091	4999.999488	OUT OF MEMORY	132.646626736	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-1.yml	False	OUT OF MEMORY	114.474354412	4999.999488	OUT OF MEMORY	120.249954956	4999.999488	OUT OF MEMORY	105.65709105	4999.999488	OUT OF MEMORY	130.708096704	4999.999488	OUT OF MEMORY	130.907296783	4999.999488	OUT OF MEMORY	122.846261911	4999.999488	OUT OF MEMORY	130.095583194	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-2.yml	True	OUT OF MEMORY	116.859649827	4999.999488	OUT OF MEMORY	123.624819418	4999.999488	OUT OF MEMORY	104.869810144	4999.999488	OUT OF MEMORY	129.587134349	4999.999488	OUT OF MEMORY	128.473008375	4999.999488	OUT OF MEMORY	133.727129088	4999.999488	OUT OF MEMORY	131.551158164	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-1.yml	False	OUT OF MEMORY	113.994724148	4999.999488	OUT OF MEMORY	117.856666673	4999.999488	OUT OF MEMORY	103.370429829	4999.999488	OUT OF MEMORY	128.800233208	4999.999488	OUT OF MEMORY	131.257106653	4999.999488	OUT OF MEMORY	130.448036308	4999.999488	OUT OF MEMORY	130.074402099	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-2.yml	True	OUT OF MEMORY	117.386690887	4999.999488	OUT OF MEMORY	121.408838105	4999.999488	OUT OF MEMORY	106.206988638	4999.999488	OUT OF MEMORY	126.11820563	4999.999488	OUT OF MEMORY	129.689195992	4999.999488	OUT OF MEMORY	133.438751567	4999.999488	OUT OF MEMORY	129.339317201	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-1.yml	True	OUT OF MEMORY	117.588948483	4999.999488	OUT OF MEMORY	118.417959168	4999.999488	OUT OF MEMORY	106.427449145	4999.999488	OUT OF MEMORY	127.652653412	4999.999488	OUT OF MEMORY	131.014857119	4999.999488	OUT OF MEMORY	121.500269492	4999.999488	OUT OF MEMORY	128.527083319	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-2.yml	False	OUT OF MEMORY	112.383063321	4999.999488	OUT OF MEMORY	117.38354519	4999.999488	OUT OF MEMORY	103.610781333	4999.999488	OUT OF MEMORY	130.577029198	4999.999488	OUT OF MEMORY	129.145012159	4999.999488	OUT OF MEMORY	132.757735621	4999.999488	OUT OF MEMORY	130.206200737	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-1.yml	False	OUT OF MEMORY	114.792281831	4999.999488	OUT OF MEMORY	112.441765842	4999.999488	OUT OF MEMORY	100.640080482	4999.999488	OUT OF MEMORY	124.523788224	4999.999488	OUT OF MEMORY	124.655712397	4999.999488	OUT OF MEMORY	121.707067871	4999.999488	OUT OF MEMORY	119.234819146	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-2.yml	True	OUT OF MEMORY	114.923840878	4999.999488	OUT OF MEMORY	123.082707151	4999.999488	OUT OF MEMORY	108.376063697	4999.999488	OUT OF MEMORY	126.032662194	4999.999488	OUT OF MEMORY	127.090772186	4999.999488	OUT OF MEMORY	132.994547427	4999.999488	OUT OF MEMORY	127.299969778	4999.999488
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-1.yml	False	TIMEOUT	301.207451219	2892.980224	TIMEOUT	301.230683804	3133.874176	TIMEOUT	301.307236241	3133.87008	TIMEOUT	301.319967741	3196.841984	TIMEOUT	301.349929335	3195.88352	TIMEOUT	301.279007636	3196.809216	TIMEOUT	301.195748883	3196.260352
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-2.yml	True	TIMEOUT	301.277495894	3174.785024	TIMEOUT	301.442498397	3415.793664	TIMEOUT	301.33968171	3415.687168	TIMEOUT	301.351597181	3478.519808	TIMEOUT	301.260810092	3477.95456	TIMEOUT	301.314799516	3478.478848	TIMEOUT	301.220664263	3477.757952
ReachSafety-Arrays	array-examples	standard_copyInitSum3_ground.yml	True	TIMEOUT	301.25234591	3939.987456	TIMEOUT	301.400826566	4230.631424	TIMEOUT	301.469281683	4230.586368	TIMEOUT	301.471700441	4293.71392	TIMEOUT	301.445379418	4292.886528	TIMEOUT	301.379542335	4293.709824	TIMEOUT	301.394723916	4292.861952
ReachSafety-Arrays	array-examples	standard_copyInitSum_ground.yml	True	TIMEOUT	301.274848264	3185.303552	TIMEOUT	301.342940976	3432.566784	TIMEOUT	301.307950248	3432.542208	TIMEOUT	301.356681106	3493.609472	TIMEOUT	301.32126651	3492.913152	TIMEOUT	301.316533163	3493.679104	TIMEOUT	301.335697571	3492.716544
ReachSafety-Arrays	array-examples	standard_copyInit_ground.yml	True	TIMEOUT	301.258116251	2443.96032	TIMEOUT	300.86049427	2609.504256	TIMEOUT	301.240718663	2609.528832	TIMEOUT	301.293016053	2672.852992	TIMEOUT	301.284285316	2671.951872	TIMEOUT	301.133713234	2672.820224	TIMEOUT	301.262725812	2672.128
ReachSafety-Arrays	array-examples	standard_find_ground-1.yml	True	OUT OF MEMORY	149.416398785	4999.999488	TIMEOUT	301.02268967	225.230848	OUT OF MEMORY	143.748784653	4999.999488	TIMEOUT	301.080597739	553.537536	OUT OF MEMORY	216.740339582	4999.999488	TIMEOUT	300.981188334	528.293888	OUT OF MEMORY	216.513021127	4999.999488
ReachSafety-Arrays	array-examples	standard_init1_ground-1.yml	False	TIMEOUT	301.099209897	1847.803904	TIMEOUT	300.901859257	1978.523648	TIMEOUT	301.178096661	1978.515456	TIMEOUT	301.259590048	2040.717312	TIMEOUT	301.186233324	2040.909824	TIMEOUT	301.20103577	2040.758272	TIMEOUT	301.211348421	2041.18016
ReachSafety-Arrays	array-examples	standard_init1_ground-2.yml	True	TIMEOUT	301.113320881	1847.795712	TIMEOUT	301.277774682	1978.51136	TIMEOUT	301.181855245	1978.527744	TIMEOUT	301.125433564	2040.7296	TIMEOUT	301.180445878	2041.196544	TIMEOUT	301.112693911	2040.705024	TIMEOUT	301.016436243	2041.196544
ReachSafety-Arrays	array-examples	standard_init2_ground-1.yml	False	TIMEOUT	301.188085267	2365.632512	TIMEOUT	301.312866403	2517.241856	TIMEOUT	301.283269437	2517.291008	TIMEOUT	301.142008523	2580.631552	TIMEOUT	301.24761787	2580.615168	TIMEOUT	301.109414168	2580.64384	TIMEOUT	301.221183257	2580.570112
ReachSafety-Arrays	array-examples	standard_init2_ground-2.yml	True	TIMEOUT	301.191116979	2365.546496	TIMEOUT	301.37382435	2517.327872	TIMEOUT	301.153883021	2517.241856	TIMEOUT	301.179907323	2580.590592	TIMEOUT	301.176638651	2580.606976	TIMEOUT	301.204808573	2580.60288	TIMEOUT	301.225568718	2580.60288
ReachSafety-Arrays	array-examples	standard_init3_ground-1.yml	False	TIMEOUT	301.062771268	2885.541888	TIMEOUT	301.402675389	3057.99168	TIMEOUT	301.365911562	3057.967104	TIMEOUT	301.115539965	3120.832512	TIMEOUT	301.265204125	3120.78336	TIMEOUT	301.074603442	3120.750592	TIMEOUT	301.168453152	3120.881664
ReachSafety-Arrays	array-examples	standard_init3_ground-2.yml	True	TIMEOUT	301.209376556	2885.431296	TIMEOUT	301.253159749	3057.995776	TIMEOUT	301.21096544	3057.975296	TIMEOUT	301.20225384	3120.910336	TIMEOUT	301.287939839	3120.889856	TIMEOUT	301.203306091	3120.754688	TIMEOUT	301.261007639	3120.771072
ReachSafety-Arrays	array-examples	standard_init4_ground-1.yml	False	TIMEOUT	301.068528912	3450.023936	TIMEOUT	301.358663867	3643.559936	TIMEOUT	301.265663646	3643.486208	TIMEOUT	301.170311197	3706.515456	TIMEOUT	300.887224677	3706.523648	TIMEOUT	301.253111682	3706.580992	TIMEOUT	301.2542623	3706.540032
ReachSafety-Arrays	array-examples	standard_init4_ground-2.yml	True	TIMEOUT	301.158896645	3450.023936	TIMEOUT	301.165417005	3643.416576	TIMEOUT	301.247434347	3643.416576	TIMEOUT	301.201745529	3706.605568	TIMEOUT	301.237835792	3706.540032	TIMEOUT	301.16883139	3706.535936	TIMEOUT	301.201384995	3706.478592
ReachSafety-Arrays	array-examples	standard_init5_ground-1.yml	True	TIMEOUT	301.456734071	3956.9408	TIMEOUT	301.374513706	4171.096064	TIMEOUT	301.210799035	4171.112448	TIMEOUT	301.378219181	4234.113024	TIMEOUT	301.366314046	4234.129408	TIMEOUT	301.348282635	4234.129408	TIMEOUT	301.586095559	4234.01472
ReachSafety-Arrays	array-examples	standard_init5_ground-2.yml	False	TIMEOUT	301.208352015	3956.891648	TIMEOUT	301.317505304	4170.97728	TIMEOUT	301.299336911	4171.112448	TIMEOUT	301.416369106	4234.162176	TIMEOUT	301.317466066	4234.223616	TIMEOUT	301.483854769	4234.133504	TIMEOUT	301.441415001	4234.088448
ReachSafety-Arrays	array-examples	standard_init6_ground-1.yml	False	TIMEOUT	301.372345117	4546.27328	TIMEOUT	301.416556236	4781.645824	TIMEOUT	301.410720447	4781.62944	TIMEOUT	301.436407534	4844.70784	TIMEOUT	301.43812092	4844.732416	TIMEOUT	301.283456123	4844.740608	TIMEOUT	301.364220764	4844.613632
ReachSafety-Arrays	array-examples	standard_init6_ground-2.yml	True	TIMEOUT	301.386449036	4546.297856	TIMEOUT	301.414376722	4781.625344	TIMEOUT	301.318797469	4781.633536	TIMEOUT	301.340442879	4844.695552	TIMEOUT	301.535133002	4844.72832	TIMEOUT	301.455862497	4844.732416	TIMEOUT	301.459929928	4844.716032
ReachSafety-Arrays	array-examples	standard_init7_ground-1.yml	False	OUT OF MEMORY	118.655632337	4999.999488	OUT OF MEMORY	99.009144344	4999.999488	OUT OF MEMORY	96.322687425	4999.999488	OUT OF MEMORY	121.130198466	4999.999488	OUT OF MEMORY	124.415985209	4999.999488	OUT OF MEMORY	121.52416576	4999.999488	OUT OF MEMORY	127.075893401	4999.999488
ReachSafety-Arrays	array-examples	standard_init7_ground-2.yml	True	OUT OF MEMORY	115.030435652	4999.999488	OUT OF MEMORY	97.664784847	4999.999488	OUT OF MEMORY	96.103543447	4999.999488	OUT OF MEMORY	120.501142482	4999.999488	OUT OF MEMORY	121.256984771	4999.999488	OUT OF MEMORY	121.173950547	4999.999488	OUT OF MEMORY	120.750056958	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-1.yml	False	OUT OF MEMORY	104.345011204	4999.999488	OUT OF MEMORY	97.438502138	4999.999488	OUT OF MEMORY	101.478291318	4999.999488	OUT OF MEMORY	121.421392407	4999.999488	OUT OF MEMORY	121.613721988	4999.999488	OUT OF MEMORY	121.422422811	4999.999488	OUT OF MEMORY	122.449796307	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-2.yml	True	OUT OF MEMORY	107.555890735	4999.999488	OUT OF MEMORY	101.13298447	4999.999488	OUT OF MEMORY	103.221097059	4999.999488	OUT OF MEMORY	124.970019653	4999.999488	OUT OF MEMORY	122.601925795	4999.999488	OUT OF MEMORY	119.341301762	4999.999488	OUT OF MEMORY	118.959862352	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-1.yml	False	OUT OF MEMORY	103.243993126	4999.999488	OUT OF MEMORY	97.878477792	4999.999488	OUT OF MEMORY	97.858089829	4999.999488	OUT OF MEMORY	120.055140567	4999.999488	OUT OF MEMORY	120.173699615	4999.999488	OUT OF MEMORY	118.981087638	4999.999488	OUT OF MEMORY	119.014115798	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-2.yml	True	OUT OF MEMORY	98.270148479	4999.999488	OUT OF MEMORY	99.964080789	4999.999488	OUT OF MEMORY	98.488500669	4999.999488	OUT OF MEMORY	117.047059495	4999.999488	OUT OF MEMORY	116.725698528	4999.999488	OUT OF MEMORY	117.939745496	4999.999488	OUT OF MEMORY	117.712283698	4999.999488
ReachSafety-Arrays	array-examples	standard_maxInArray_ground.yml	True	TIMEOUT	301.268347517	3455.520768	TIMEOUT	301.260408413	3951.681536	TIMEOUT	301.320668201	3951.816704	TIMEOUT	301.313442283	4012.658688	TIMEOUT	301.258054569	4012.945408	TIMEOUT	301.287061691	4012.613632	TIMEOUT	301.286194675	4012.855296
ReachSafety-Arrays	array-examples	standard_minInArray_ground-1.yml	False	TIMEOUT	301.293025491	3462.135808	TIMEOUT	301.675822269	3998.687232	TIMEOUT	301.326774703	3998.67904	TIMEOUT	301.519199447	4059.615232	TIMEOUT	301.424619718	4059.951104	TIMEOUT	301.584994784	4059.582464	TIMEOUT	301.528525864	4059.89376
ReachSafety-Arrays	array-examples	standard_minInArray_ground-2.yml	True	TIMEOUT	301.589986954	3462.070272	TIMEOUT	301.422343711	3998.928896	TIMEOUT	301.327324611	3998.953472	TIMEOUT	301.341808756	4061.249536	TIMEOUT	301.404960391	4061.761536	TIMEOUT	301.49028104	4061.458432	TIMEOUT	301.398718448	4061.937664
ReachSafety-Arrays	array-examples	standard_palindrome_ground.yml	True	TIMEOUT	301.186164012	1113.509888	TIMEOUT	301.023234104	167.559168	TIMEOUT	301.134918192	1209.26208	TIMEOUT	301.018014192	512.516096	TIMEOUT	301.13348096	1147.367424	TIMEOUT	301.063374497	493.428736	TIMEOUT	300.939404215	1173.180416
ReachSafety-Arrays	array-examples	standard_partial_init_ground.yml	True	TIMEOUT	300.834177649	838.483968	TIMEOUT	301.090196879	715.677696	TIMEOUT	301.078147236	1007.067136	TIMEOUT	301.161934346	1275.461632	TIMEOUT	301.123822417	1098.682368	TIMEOUT	301.199952871	1254.293504	TIMEOUT	301.119006247	1098.776576
ReachSafety-Arrays	array-examples	standard_partition_ground-1.yml	False	TIMEOUT	301.011896023	158.703616	TIMEOUT	301.018743631	202.633216	TIMEOUT	300.991263323	202.6496	TIMEOUT	301.048871965	457.367552	TIMEOUT	300.869369241	455.176192	TIMEOUT	301.006954491	459.669504	TIMEOUT	301.047700492	422.551552
ReachSafety-Arrays	array-examples	standard_partition_ground-2.yml	True	TIMEOUT	301.156503239	1191.15776	TIMEOUT	301.014648767	452.743168	TIMEOUT	300.977400666	452.714496	TIMEOUT	301.052136456	699.35104	TIMEOUT	301.071950032	687.099904	TIMEOUT	301.037074871	682.119168	TIMEOUT	301.088615718	673.44384
ReachSafety-Arrays	array-examples	standard_partition_original_ground.yml	True	TIMEOUT	301.072334662	1118.507008	TIMEOUT	301.026964935	273.477632	TIMEOUT	301.00645174	273.453056	TIMEOUT	301.0158081	619.33568	TIMEOUT	301.026129235	581.967872	TIMEOUT	301.045477624	588.664832	TIMEOUT	301.025211042	583.868416
ReachSafety-Arrays	array-examples	standard_password_ground.yml	True	TIMEOUT	301.365285552	3599.638528	TIMEOUT	301.36169781	3835.195392	TIMEOUT	301.456536366	3835.256832	TIMEOUT	301.166646143	3914.79296	TIMEOUT	301.504612279	3915.583488	TIMEOUT	301.405589079	3914.850304	TIMEOUT	301.325598161	3915.649024
ReachSafety-Arrays	array-examples	standard_reverse_ground.yml	True	TIMEOUT	301.080904213	2604.273664	TIMEOUT	301.184211854	2843.058176	TIMEOUT	301.350731182	2843.066368	TIMEOUT	301.31180177	2904.522752	TIMEOUT	301.483114616	2903.457792	TIMEOUT	301.291508384	2904.551424	TIMEOUT	301.084346537	2903.457792
ReachSafety-Arrays	array-examples	standard_running-1.yml	False	TIMEOUT	300.988318486	735.66208	TIMEOUT	301.202381852	1657.679872	TIMEOUT	301.225866777	1657.6512	TIMEOUT	301.193849432	1673.732096	TIMEOUT	301.279993164	1673.64608	TIMEOUT	301.225492491	1673.66656	TIMEOUT	301.203601772	1673.629696
ReachSafety-Arrays	array-examples	standard_running-2.yml	True	TIMEOUT	300.984216105	736.116736	TIMEOUT	301.013003221	1667.260416	TIMEOUT	301.217099875	1667.354624	TIMEOUT	301.183860579	1682.845696	TIMEOUT	301.371682894	1682.825216	TIMEOUT	301.177966797	1682.82112	TIMEOUT	301.225639322	1682.75968
ReachSafety-Arrays	array-examples	standard_sentinel-2.yml	True	OUT OF MEMORY	231.258226982	4999.999488	TIMEOUT	301.015938174	212.3776	TIMEOUT	301.035457576	212.471808	TIMEOUT	301.095136497	642.260992	TIMEOUT	301.150418797	617.566208	TIMEOUT	301.082303957	631.291904	TIMEOUT	301.056407451	659.51744
ReachSafety-Arrays	array-examples	standard_sentinel.i.v+cfa-reducer.yml	True	OUT OF MEMORY	226.034744739	4999.999488	TIMEOUT	300.971607881	212.475904	TIMEOUT	301.021679164	212.48	TIMEOUT	301.031127269	917.573632	TIMEOUT	301.150931729	859.697152	TIMEOUT	301.110710361	900.243456	TIMEOUT	301.062139236	856.625152
ReachSafety-Arrays	array-examples	standard_seq_init_ground.yml	True	TIMEOUT	301.008468646	133.206016	TIMEOUT	300.99457732	132.005888	TIMEOUT	301.062703729	460.054528	TIMEOUT	301.091658055	465.32608	TIMEOUT	301.123498282	532.361216	TIMEOUT	300.964891233	445.60384	TIMEOUT	301.056921581	533.082112
ReachSafety-Arrays	array-examples	standard_strcmp_ground.yml	True	OUT OF MEMORY	169.168701286	4999.999488	OUT OF MEMORY	141.301410058	4999.999488	OUT OF MEMORY	142.900376114	4999.999488	OUT OF MEMORY	173.791528687	4999.999488	OUT OF MEMORY	182.387952133	4999.999488	OUT OF MEMORY	176.46109294	4999.999488	OUT OF MEMORY	182.55659241	4999.999488
ReachSafety-Arrays	array-examples	standard_strcpy_ground-1.yml	True	OUT OF MEMORY	142.342493124	4999.999488	TIMEOUT	301.019857547	202.776576	OUT OF MEMORY	150.721469815	4999.999488	TIMEOUT	300.925529884	515.01056	OUT OF MEMORY	219.193073704	4999.999488	TIMEOUT	301.021528962	502.624256	OUT OF MEMORY	220.451335882	4999.999488
