category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-ECA	eca-programs	Problem101_label12.yml	False	TIMEOUT	301.465126926	3898.126336	TIMEOUT	301.520872976	3920.990208	TIMEOUT	301.505497946	3924.484096	TIMEOUT	301.504257322	3882.02496	TIMEOUT	301.41330133	3882.397696	TIMEOUT	301.531126875	3882.037248	TIMEOUT	301.467986824	3882.360832
ReachSafety-ECA	eca-programs	Problem101_label13.yml	False	TIMEOUT	301.454991523	3852.283904	TIMEOUT	301.470987474	3921.412096	TIMEOUT	301.497678015	3924.127744	TIMEOUT	301.422725493	3882.00448	TIMEOUT	301.470016793	3882.401792	TIMEOUT	301.500894596	3882.098688	TIMEOUT	301.513692173	3882.446848
ReachSafety-ECA	eca-programs	Problem101_label14.yml	False	TIMEOUT	301.43495353	3873.8944	TIMEOUT	301.390789789	3919.781888	TIMEOUT	301.459462686	3921.494016	TIMEOUT	301.362601066	3881.988096	TIMEOUT	301.543616112	3882.397696	TIMEOUT	301.441661902	3882.151936	TIMEOUT	301.469642426	3882.422272
ReachSafety-ECA	eca-programs	Problem101_label15.yml	False	TIMEOUT	301.469572698	3923.099648	TIMEOUT	301.530410718	3922.796544	TIMEOUT	301.43809002	3921.59232	TIMEOUT	301.416196967	3882.041344	TIMEOUT	301.54326023	3882.418176	TIMEOUT	301.40082512	3882.098688	TIMEOUT	301.453776091	3882.418176
ReachSafety-ECA	eca-programs	Problem101_label16.yml	False	TIMEOUT	301.410803217	3923.132416	TIMEOUT	301.447122908	3922.669568	TIMEOUT	301.4799304	3924.107264	TIMEOUT	301.463364164	3882.160128	TIMEOUT	301.362977885	3882.471424	TIMEOUT	301.42855562	3882.057728	TIMEOUT	301.342795657	3882.479616
ReachSafety-ECA	eca-programs	Problem101_label17.yml	False	TIMEOUT	301.591838533	3923.693568	TIMEOUT	301.422690393	3923.214336	TIMEOUT	301.58443302	3924.52096	TIMEOUT	301.475541093	3882.070016	TIMEOUT	301.401522343	3882.35264	TIMEOUT	301.456174512	3882.090496	TIMEOUT	301.474030115	3882.504192
ReachSafety-ECA	eca-programs	Problem101_label18.yml	False	TIMEOUT	301.504506189	3922.468864	TIMEOUT	301.483576273	3923.050496	TIMEOUT	301.440731517	3923.259392	TIMEOUT	301.419589149	3882.082304	TIMEOUT	301.464342947	3882.422272	TIMEOUT	301.519117344	3882.008576	TIMEOUT	301.398380156	3882.377216
ReachSafety-ECA	eca-programs	Problem101_label19.yml	False	TIMEOUT	301.427698511	3922.710528	TIMEOUT	301.464826882	3921.707008	TIMEOUT	301.433697335	3923.472384	TIMEOUT	301.411099969	3882.102784	TIMEOUT	301.416248379	3882.389504	TIMEOUT	301.447017017	3882.053632	TIMEOUT	301.374108175	3882.442752
ReachSafety-ECA	eca-programs	Problem101_label20.yml	False	TIMEOUT	301.402504558	3922.403328	TIMEOUT	301.43795573	3923.226624	TIMEOUT	301.444699165	3923.21024	TIMEOUT	301.412637985	3882.110976	TIMEOUT	301.380501866	3882.467328	TIMEOUT	301.362591315	3882.049536	TIMEOUT	301.353890752	3882.422272
ReachSafety-ECA	eca-programs	Problem101_label21.yml	False	TIMEOUT	301.318585125	3925.528576	TIMEOUT	301.386874076	3924.389888	TIMEOUT	301.226225666	3922.67776	TIMEOUT	301.360194686	3882.074112	TIMEOUT	301.428722631	3882.450944	TIMEOUT	301.358642615	3882.070016	TIMEOUT	301.432017491	3882.45504
ReachSafety-ECA	eca-programs	Problem101_label22.yml	False	TIMEOUT	301.259538198	3924.410368	TIMEOUT	301.344622128	3924.185088	TIMEOUT	301.28943301	3921.719296	TIMEOUT	301.320461621	3882.098688	TIMEOUT	301.299465567	3882.561536	TIMEOUT	301.345227176	3881.992192	TIMEOUT	301.409589619	3882.377216
ReachSafety-ECA	eca-programs	Problem101_label23.yml	False	TIMEOUT	301.245564435	3922.415616	TIMEOUT	301.242011259	3921.403904	TIMEOUT	301.317419726	3922.30912	TIMEOUT	301.415140658	3884.253184	TIMEOUT	301.336698664	3882.450944	TIMEOUT	301.345586793	3881.996288	TIMEOUT	301.355010373	3882.487808
ReachSafety-ECA	eca-programs	Problem102_label00.yml	True	OUT OF MEMORY	121.682060234	4999.999488	OUT OF MEMORY	138.409583551	4999.999488	OUT OF MEMORY	135.949995974	4999.999488	OUT OF MEMORY	259.967720578	4999.999488	OUT OF MEMORY	267.435970385	4999.999488	OUT OF MEMORY	267.866278716	4999.999488	OUT OF MEMORY	268.742285305	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label01.yml	False	OUT OF MEMORY	121.649887495	4999.999488	OUT OF MEMORY	141.998397997	4999.999488	OUT OF MEMORY	137.814775954	4999.999488	OUT OF MEMORY	257.307802961	4999.999488	OUT OF MEMORY	270.463961233	4999.999488	OUT OF MEMORY	264.229688649	4999.999488	OUT OF MEMORY	272.525214843	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label02.yml	False	OUT OF MEMORY	121.838774396	4999.999488	OUT OF MEMORY	139.051645817	4999.999488	OUT OF MEMORY	136.768608171	4999.999488	OUT OF MEMORY	259.897635477	4999.999488	OUT OF MEMORY	267.399892366	4999.999488	OUT OF MEMORY	256.889142681	4999.999488	OUT OF MEMORY	268.252563715	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label03.yml	True	OUT OF MEMORY	119.095371043	4999.999488	OUT OF MEMORY	141.178095956	4999.999488	OUT OF MEMORY	133.111679375	4999.999488	OUT OF MEMORY	258.819847413	4999.999488	OUT OF MEMORY	266.765299233	4999.999488	OUT OF MEMORY	261.88096721	4999.999488	OUT OF MEMORY	271.430567965	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label04.yml	False	OUT OF MEMORY	117.722475319	4999.999488	OUT OF MEMORY	137.07812225	4999.999488	OUT OF MEMORY	134.638552485	4999.999488	OUT OF MEMORY	255.799737969	4999.999488	OUT OF MEMORY	268.404216362	4999.999488	OUT OF MEMORY	260.296643425	4999.999488	OUT OF MEMORY	270.510551072	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label05.yml	False	OUT OF MEMORY	120.134832179	4999.999488	OUT OF MEMORY	137.624617685	4999.999488	OUT OF MEMORY	132.333658655	4999.999488	OUT OF MEMORY	255.625544946	4999.999488	OUT OF MEMORY	271.039849865	4999.999488	OUT OF MEMORY	263.7986297	4999.999488	OUT OF MEMORY	265.572481044	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label06.yml	False	OUT OF MEMORY	119.298830474	4999.999488	OUT OF MEMORY	139.267409597	4999.999488	OUT OF MEMORY	130.96115297	4999.999488	OUT OF MEMORY	257.230882793	4999.999488	OUT OF MEMORY	270.442324556	4999.999488	OUT OF MEMORY	263.357751745	4999.999488	OUT OF MEMORY	270.033238031	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label07.yml	False	OUT OF MEMORY	123.000389146	4999.999488	OUT OF MEMORY	137.573638611	4999.999488	OUT OF MEMORY	129.94737184	4999.999488	OUT OF MEMORY	255.37572579	4999.999488	OUT OF MEMORY	268.845914728	4999.999488	OUT OF MEMORY	266.061881609	4999.999488	OUT OF MEMORY	271.64441572	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label08.yml	True	OUT OF MEMORY	122.530702905	4999.999488	OUT OF MEMORY	137.813477081	4999.999488	OUT OF MEMORY	134.543432568	4999.999488	OUT OF MEMORY	267.627425437	4999.999488	OUT OF MEMORY	267.048225855	4999.999488	OUT OF MEMORY	261.269396359	4999.999488	OUT OF MEMORY	275.928653555	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label09.yml	True	OUT OF MEMORY	124.267885735	4999.999488	OUT OF MEMORY	136.894185349	4999.999488	OUT OF MEMORY	135.023865304	4999.999488	OUT OF MEMORY	262.761807979	4999.999488	OUT OF MEMORY	266.289299819	4999.999488	OUT OF MEMORY	266.6117426	4999.999488	OUT OF MEMORY	278.539466924	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label10.yml	False	OUT OF MEMORY	125.469223932	4999.999488	OUT OF MEMORY	140.771582511	4999.999488	OUT OF MEMORY	133.753184431	4999.999488	OUT OF MEMORY	263.132921483	4999.999488	OUT OF MEMORY	269.804484655	4999.999488	OUT OF MEMORY	257.762768347	4999.999488	OUT OF MEMORY	268.885254418	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label11.yml	True	OUT OF MEMORY	121.04967285	4999.999488	OUT OF MEMORY	134.733739408	4999.999488	OUT OF MEMORY	134.529091505	4999.999488	OUT OF MEMORY	258.786013238	4999.999488	OUT OF MEMORY	258.691245137	4999.999488	OUT OF MEMORY	253.000906544	4999.999488	OUT OF MEMORY	263.402155624	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label12.yml	True	OUT OF MEMORY	122.326526172	4999.999488	OUT OF MEMORY	129.308669366	4999.999488	OUT OF MEMORY	134.269085903	4999.999488	OUT OF MEMORY	249.217730512	4999.999488	OUT OF MEMORY	261.506482073	4999.999488	OUT OF MEMORY	253.487711091	4999.999488	OUT OF MEMORY	259.031297987	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label13.yml	False	OUT OF MEMORY	114.656353843	4999.999488	OUT OF MEMORY	132.344284446	4999.999488	OUT OF MEMORY	136.472549214	4999.999488	OUT OF MEMORY	251.307938296	4999.999488	OUT OF MEMORY	258.11392917	4999.999488	OUT OF MEMORY	252.94112527	4999.999488	OUT OF MEMORY	262.248234616	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label14.yml	True	OUT OF MEMORY	115.921846639	4999.999488	OUT OF MEMORY	130.458787593	4999.999488	OUT OF MEMORY	129.713756712	4999.999488	OUT OF MEMORY	253.73451219	4999.999488	OUT OF MEMORY	257.475782401	4999.999488	OUT OF MEMORY	254.316745082	4999.999488	OUT OF MEMORY	262.186632832	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label15.yml	False	OUT OF MEMORY	115.418433055	4999.999488	OUT OF MEMORY	132.578841314	4999.999488	OUT OF MEMORY	131.479727772	4999.999488	OUT OF MEMORY	251.935528387	4999.999488	OUT OF MEMORY	260.077731405	4999.999488	OUT OF MEMORY	255.73352111	4999.999488	OUT OF MEMORY	258.409775491	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label16.yml	True	OUT OF MEMORY	120.857006843	4999.999488	OUT OF MEMORY	133.384255984	4999.999488	OUT OF MEMORY	137.761901732	4999.999488	OUT OF MEMORY	249.188733756	4999.999488	OUT OF MEMORY	254.918635565	4999.999488	OUT OF MEMORY	251.506669869	4999.999488	OUT OF MEMORY	259.58116482	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label17.yml	True	OUT OF MEMORY	122.046062532	4999.999488	OUT OF MEMORY	130.059533331	4999.999488	OUT OF MEMORY	134.754193191	4999.999488	OUT OF MEMORY	249.729175426	4999.999488	OUT OF MEMORY	255.589060426	4999.999488	OUT OF MEMORY	247.803124066	4999.999488	OUT OF MEMORY	256.217890834	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label18.yml	True	OUT OF MEMORY	118.52740114	4999.999488	OUT OF MEMORY	132.878889848	4999.999488	OUT OF MEMORY	134.610089134	4999.999488	OUT OF MEMORY	247.291263208	4999.999488	OUT OF MEMORY	255.831984787	4999.999488	OUT OF MEMORY	243.751443117	4999.999488	OUT OF MEMORY	255.890732965	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label19.yml	True	OUT OF MEMORY	121.59460061	4999.999488	OUT OF MEMORY	134.80635618	4999.999488	OUT OF MEMORY	134.439875286	4999.999488	OUT OF MEMORY	244.121467773	4999.999488	OUT OF MEMORY	255.453035489	4999.999488	OUT OF MEMORY	245.176255335	4999.999488	OUT OF MEMORY	252.684384163	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label20.yml	True	OUT OF MEMORY	117.769024837	4999.999488	OUT OF MEMORY	132.381935939	4999.999488	OUT OF MEMORY	132.199235981	4999.999488	OUT OF MEMORY	246.353298723	4999.999488	OUT OF MEMORY	253.138835973	4999.999488	OUT OF MEMORY	246.623160674	4999.999488	OUT OF MEMORY	250.859045724	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label21.yml	True	OUT OF MEMORY	120.455725829	4999.999488	OUT OF MEMORY	133.033917912	4999.999488	OUT OF MEMORY	133.092644106	4999.999488	OUT OF MEMORY	249.543936681	4999.999488	OUT OF MEMORY	255.623871621	4999.999488	OUT OF MEMORY	247.016268647	4999.999488	OUT OF MEMORY	256.838812474	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label22.yml	True	OUT OF MEMORY	117.48049073	4999.999488	OUT OF MEMORY	132.123322742	4999.999488	OUT OF MEMORY	130.385560481	4999.999488	OUT OF MEMORY	248.659145888	4999.999488	OUT OF MEMORY	253.356611187	4999.999488	OUT OF MEMORY	248.944860132	4999.999488	OUT OF MEMORY	251.552027264	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label23.yml	True	OUT OF MEMORY	116.602201009	4999.999488	OUT OF MEMORY	128.939859542	4999.999488	OUT OF MEMORY	130.96428702	4999.999488	OUT OF MEMORY	253.130079268	4999.999488	OUT OF MEMORY	249.998226259	4999.999488	OUT OF MEMORY	247.749488721	4999.999488	OUT OF MEMORY	258.72870653	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label24.yml	False	OUT OF MEMORY	119.739253243	4999.999488	OUT OF MEMORY	132.416677547	4999.999488	OUT OF MEMORY	132.197387854	4999.999488	OUT OF MEMORY	249.294611536	4999.999488	OUT OF MEMORY	256.013502887	4999.999488	OUT OF MEMORY	245.569289916	4999.999488	OUT OF MEMORY	256.256088036	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label25.yml	False	OUT OF MEMORY	118.278273059	4999.999488	OUT OF MEMORY	134.660360238	4999.999488	OUT OF MEMORY	130.687350544	4999.999488	OUT OF MEMORY	251.538028341	4999.999488	OUT OF MEMORY	252.473374989	4999.999488	OUT OF MEMORY	247.858471331	4999.999488	OUT OF MEMORY	254.063028971	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label26.yml	False	OUT OF MEMORY	117.588123914	4999.999488	OUT OF MEMORY	133.412960002	4999.999488	OUT OF MEMORY	133.92668733	4999.999488	OUT OF MEMORY	248.388502428	4999.999488	OUT OF MEMORY	258.385113318	4999.999488	OUT OF MEMORY	243.992994374	4999.999488	OUT OF MEMORY	256.474966099	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label27.yml	True	OUT OF MEMORY	117.252025168	4999.999488	OUT OF MEMORY	125.807597756	4999.999488	OUT OF MEMORY	129.284151582	4999.999488	OUT OF MEMORY	248.448218326	4999.999488	OUT OF MEMORY	252.691227591	4999.999488	OUT OF MEMORY	247.635497316	4999.999488	OUT OF MEMORY	256.22478428	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label28.yml	False	OUT OF MEMORY	114.435012347	4999.999488	OUT OF MEMORY	134.910179419	4999.999488	OUT OF MEMORY	128.347059504	4999.999488	OUT OF MEMORY	250.809485533	4999.999488	OUT OF MEMORY	254.11812137	4999.999488	OUT OF MEMORY	247.149799627	4999.999488	OUT OF MEMORY	251.817828596	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label29.yml	False	OUT OF MEMORY	115.559623949	4999.999488	OUT OF MEMORY	132.876461345	4999.999488	OUT OF MEMORY	129.374778726	4999.999488	OUT OF MEMORY	251.912414135	4999.999488	OUT OF MEMORY	248.485697065	4999.999488	OUT OF MEMORY	249.526291687	4999.999488	OUT OF MEMORY	253.55232339	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label30.yml	True	OUT OF MEMORY	117.561670207	4999.999488	OUT OF MEMORY	131.942547764	4999.999488	OUT OF MEMORY	129.959180852	4999.999488	OUT OF MEMORY	246.449572629	4999.999488	OUT OF MEMORY	250.527344194	4999.999488	OUT OF MEMORY	246.842433533	4999.999488	OUT OF MEMORY	256.560549051	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label31.yml	True	OUT OF MEMORY	114.448903327	4999.999488	OUT OF MEMORY	133.013931209	4999.999488	OUT OF MEMORY	124.530726184	4999.999488	OUT OF MEMORY	250.838436641	4999.999488	OUT OF MEMORY	255.908216812	4999.999488	OUT OF MEMORY	241.990943823	4999.999488	OUT OF MEMORY	254.191944584	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label32.yml	True	OUT OF MEMORY	114.245769536	4999.999488	OUT OF MEMORY	135.560461999	4999.999488	OUT OF MEMORY	123.251671051	4999.999488	OUT OF MEMORY	245.695093977	4999.999488	OUT OF MEMORY	252.659212859	4999.999488	OUT OF MEMORY	239.606244578	4999.999488	OUT OF MEMORY	259.459488172	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label33.yml	True	OUT OF MEMORY	119.474458267	4999.999488	OUT OF MEMORY	133.89275248	4999.999488	OUT OF MEMORY	131.615442234	4999.999488	OUT OF MEMORY	243.022888819	4999.999488	OUT OF MEMORY	246.727577144	4999.999488	OUT OF MEMORY	241.943117726	4999.999488	OUT OF MEMORY	259.392449571	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label34.yml	False	OUT OF MEMORY	116.272499167	4999.999488	OUT OF MEMORY	133.357965306	4999.999488	OUT OF MEMORY	130.084249887	4999.999488	OUT OF MEMORY	246.888676086	4999.999488	OUT OF MEMORY	248.502012674	4999.999488	OUT OF MEMORY	243.416590837	4999.999488	OUT OF MEMORY	255.689289959	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label35.yml	True	OUT OF MEMORY	117.063875309	4999.999488	OUT OF MEMORY	138.43325323	4999.999488	OUT OF MEMORY	130.169566677	4999.999488	OUT OF MEMORY	243.457062745	4999.999488	OUT OF MEMORY	250.605835093	4999.999488	OUT OF MEMORY	249.204253657	4999.999488	OUT OF MEMORY	253.758500023	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label36.yml	True	OUT OF MEMORY	117.03743277	4999.999488	OUT OF MEMORY	134.353429785	4999.999488	OUT OF MEMORY	135.485955004	4999.999488	OUT OF MEMORY	250.913836679	4999.999488	OUT OF MEMORY	254.615326139	4999.999488	OUT OF MEMORY	248.907674361	4999.999488	OUT OF MEMORY	251.499544665	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label37.yml	False	OUT OF MEMORY	120.210841451	4999.999488	OUT OF MEMORY	133.438997586	4999.999488	OUT OF MEMORY	135.690035179	4999.999488	OUT OF MEMORY	245.605659388	4999.999488	OUT OF MEMORY	257.044379905	4999.999488	OUT OF MEMORY	247.559428149	4999.999488	OUT OF MEMORY	253.637972949	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label38.yml	True	OUT OF MEMORY	114.965401363	4999.999488	OUT OF MEMORY	135.659194002	4999.999488	OUT OF MEMORY	133.621686023	4999.999488	OUT OF MEMORY	246.424719668	4999.999488	OUT OF MEMORY	252.88594975	4999.999488	OUT OF MEMORY	248.114448186	4999.999488	OUT OF MEMORY	250.638285844	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label39.yml	True	OUT OF MEMORY	119.534455881	4999.999488	OUT OF MEMORY	134.593179589	4999.999488	OUT OF MEMORY	130.739987411	4999.999488	OUT OF MEMORY	244.376584092	4999.999488	OUT OF MEMORY	252.73065953	4999.999488	OUT OF MEMORY	252.010198413	4999.999488	OUT OF MEMORY	252.437937737	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label40.yml	True	OUT OF MEMORY	117.302123584	4999.999488	OUT OF MEMORY	131.206826259	4999.999488	OUT OF MEMORY	129.906986826	4999.999488	OUT OF MEMORY	249.466185675	4999.999488	OUT OF MEMORY	256.796500947	4999.999488	OUT OF MEMORY	252.08249111	4999.999488	OUT OF MEMORY	249.085594929	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label41.yml	True	OUT OF MEMORY	116.721493278	4999.999488	OUT OF MEMORY	132.242661487	4999.999488	OUT OF MEMORY	131.884362104	4999.999488	OUT OF MEMORY	247.184355009	4999.999488	OUT OF MEMORY	249.713540587	4999.999488	OUT OF MEMORY	248.304253905	4999.999488	OUT OF MEMORY	255.660830311	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label42.yml	True	OUT OF MEMORY	117.197828796	4999.999488	OUT OF MEMORY	130.113104328	4999.999488	OUT OF MEMORY	128.243216348	4999.999488	OUT OF MEMORY	244.251301515	4999.999488	OUT OF MEMORY	248.797948981	4999.999488	OUT OF MEMORY	247.743929087	4999.999488	OUT OF MEMORY	252.835714646	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label43.yml	False	OUT OF MEMORY	117.013301837	4999.999488	OUT OF MEMORY	131.840554721	4999.999488	OUT OF MEMORY	129.439108415	4999.999488	OUT OF MEMORY	250.584567883	4999.999488	OUT OF MEMORY	251.263973986	4999.999488	OUT OF MEMORY	245.230537134	4999.999488	OUT OF MEMORY	255.52831486	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label44.yml	True	OUT OF MEMORY	117.097486201	4999.999488	OUT OF MEMORY	133.590272807	4999.999488	OUT OF MEMORY	131.608559381	4999.999488	OUT OF MEMORY	249.748271496	4999.999488	OUT OF MEMORY	248.88156153	4999.999488	OUT OF MEMORY	249.548277885	4999.999488	OUT OF MEMORY	256.368917048	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label45.yml	True	OUT OF MEMORY	112.851308223	4999.999488	OUT OF MEMORY	133.464413886	4999.999488	OUT OF MEMORY	133.082650808	4999.999488	OUT OF MEMORY	243.387096828	4999.999488	OUT OF MEMORY	249.877056544	4999.999488	OUT OF MEMORY	244.149376054	4999.999488	OUT OF MEMORY	249.384024468	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label46.yml	False	OUT OF MEMORY	114.684449585	4999.999488	OUT OF MEMORY	128.618879661	4999.999488	OUT OF MEMORY	129.597606947	4999.999488	OUT OF MEMORY	245.169959659	4999.999488	OUT OF MEMORY	250.144876799	4999.999488	OUT OF MEMORY	238.637432336	4999.999488	OUT OF MEMORY	252.312718521	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label47.yml	True	OUT OF MEMORY	115.74388353	4999.999488	OUT OF MEMORY	132.956356783	4999.999488	OUT OF MEMORY	132.002298937	4999.999488	OUT OF MEMORY	246.557505055	4999.999488	OUT OF MEMORY	247.721922959	4999.999488	OUT OF MEMORY	246.656908869	4999.999488	OUT OF MEMORY	255.550359198	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label48.yml	False	OUT OF MEMORY	117.372003096	4999.999488	OUT OF MEMORY	132.523475513	4999.999488	OUT OF MEMORY	128.747700563	4999.999488	OUT OF MEMORY	243.923340362	4999.999488	OUT OF MEMORY	247.693167609	4999.999488	OUT OF MEMORY	248.134535632	4999.999488	OUT OF MEMORY	253.259868517	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label49.yml	False	OUT OF MEMORY	116.68680806	4999.999488	OUT OF MEMORY	128.616992412	4999.999488	OUT OF MEMORY	131.927473514	4999.999488	OUT OF MEMORY	239.896065617	4999.999488	OUT OF MEMORY	246.698390424	4999.999488	OUT OF MEMORY	246.008899827	4999.999488	OUT OF MEMORY	255.700616219	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label50.yml	False	OUT OF MEMORY	118.084368826	4999.999488	OUT OF MEMORY	128.839859293	4999.999488	OUT OF MEMORY	131.749827335	4999.999488	OUT OF MEMORY	247.000294036	4999.999488	OUT OF MEMORY	250.842879632	4999.999488	OUT OF MEMORY	242.170413975	4999.999488	OUT OF MEMORY	256.430352397	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label51.yml	False	OUT OF MEMORY	116.321871273	4999.999488	OUT OF MEMORY	125.220725596	4999.999488	OUT OF MEMORY	126.038877932	4999.999488	OUT OF MEMORY	253.966605038	4999.999488	OUT OF MEMORY	251.891585994	4999.999488	OUT OF MEMORY	244.215571635	4999.999488	OUT OF MEMORY	252.236140682	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label52.yml	True	OUT OF MEMORY	112.661467402	4999.999488	OUT OF MEMORY	128.793967689	4999.999488	OUT OF MEMORY	126.579623937	4999.999488	OUT OF MEMORY	245.411783341	4999.999488	OUT OF MEMORY	251.34615382	4999.999488	OUT OF MEMORY	246.598881824	4999.999488	OUT OF MEMORY	252.280485974	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label53.yml	True	OUT OF MEMORY	112.835288868	4999.999488	OUT OF MEMORY	131.794912688	4999.999488	OUT OF MEMORY	126.629574199	4999.999488	OUT OF MEMORY	245.627781384	4999.999488	OUT OF MEMORY	255.338146754	4999.999488	OUT OF MEMORY	242.07951951	4999.999488	OUT OF MEMORY	250.038075651	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label54.yml	True	OUT OF MEMORY	113.869315763	4999.999488	OUT OF MEMORY	135.405158353	4999.999488	OUT OF MEMORY	121.607904231	4999.999488	OUT OF MEMORY	246.849742529	4999.999488	OUT OF MEMORY	254.665119689	4999.999488	OUT OF MEMORY	244.518576174	4999.999488	OUT OF MEMORY	249.632314351	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label55.yml	False	OUT OF MEMORY	117.18969978	4999.999488	OUT OF MEMORY	128.696434255	4999.999488	OUT OF MEMORY	127.540349917	4999.999488	OUT OF MEMORY	240.13513618	4999.999488	OUT OF MEMORY	247.218620977	4999.999488	OUT OF MEMORY	243.945406142	4999.999488	OUT OF MEMORY	252.932990707	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label56.yml	True	OUT OF MEMORY	117.636669387	4999.999488	OUT OF MEMORY	129.961333888	4999.999488	OUT OF MEMORY	128.144174277	4999.999488	OUT OF MEMORY	243.717072413	4999.999488	OUT OF MEMORY	253.095835157	4999.999488	OUT OF MEMORY	248.073613675	4999.999488	OUT OF MEMORY	248.671404467	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label57.yml	True	OUT OF MEMORY	117.02097648	4999.999488	OUT OF MEMORY	139.919403766	4999.999488	OUT OF MEMORY	126.035921531	4999.999488	OUT OF MEMORY	248.745059343	4999.999488	OUT OF MEMORY	252.320589269	4999.999488	OUT OF MEMORY	248.592488338	4999.999488	OUT OF MEMORY	247.118772773	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label58.yml	True	OUT OF MEMORY	116.464594661	4999.999488	OUT OF MEMORY	129.166013573	4999.999488	OUT OF MEMORY	130.713291404	4999.999488	OUT OF MEMORY	243.32605113	4999.999488	OUT OF MEMORY	254.774488866	4999.999488	OUT OF MEMORY	243.416601428	4999.999488	OUT OF MEMORY	250.541241536	4999.999488
ReachSafety-ECA	eca-programs	Problem102_label59.yml	False	OUT OF MEMORY	117.590855993	4999.999488	OUT OF MEMORY	128.766470476	4999.999488	OUT OF MEMORY	124.941008896	4999.999488	OUT OF MEMORY	243.600674881	4999.999488	OUT OF MEMORY	248.69161083	4999.999488	OUT OF MEMORY	239.282579482	4999.999488	OUT OF MEMORY	257.76660333	4999.999488
ReachSafety-ECA	eca-programs	Problem103_label32.yml	False	OUT OF MEMORY	108.433796761	4999.999488	OUT OF MEMORY	120.594701971	4999.999488	OUT OF MEMORY	116.767179365	4999.999488	OUT OF MEMORY	245.649314549	4999.999488	OUT OF MEMORY	251.208450971	4999.999488	OUT OF MEMORY	243.033509273	4999.999488	OUT OF MEMORY	251.219320578	4999.999488
