category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Arrays	array-examples	sorting_bubblesort_ground-1.yml	True	TIMEOUT	301.168423203	921.423872	TIMEOUT	301.712747403	2729.324544	TIMEOUT	301.576108221	2742.161408	TIMEOUT	301.536094025	2777.194496	TIMEOUT	301.60783051	2790.027264	TIMEOUT	301.598319667	2777.284608	TIMEOUT	301.693340509	2790.576128
ReachSafety-Arrays	array-examples	sorting_bubblesort_ground-2.yml	False	TIMEOUT	301.182270938	922.97216	TIMEOUT	301.758089686	2729.414656	TIMEOUT	301.55515548	2742.181888	TIMEOUT	301.422303493	2777.06752	TIMEOUT	301.630075296	2790.125568	TIMEOUT	301.559021325	2777.296896	TIMEOUT	301.663636668	2790.506496
ReachSafety-Arrays	array-examples	sorting_selectionsort_2_ground.yml	False	TIMEOUT	301.234093716	1155.538944	TIMEOUT	301.492235434	1483.988992	TIMEOUT	301.324529548	1483.001856	TIMEOUT	301.341792251	1428.176896	TIMEOUT	301.438829922	1417.162752	TIMEOUT	301.342118229	1410.674688	TIMEOUT	301.365959736	1411.039232
ReachSafety-Arrays	array-examples	sorting_selectionsort_ground-1.yml	False	TIMEOUT	301.214986271	1164.976128	TIMEOUT	301.644631428	1892.007936	TIMEOUT	301.431466885	1933.713408	TIMEOUT	301.561731004	1919.885312	TIMEOUT	301.533717342	1962.131456	TIMEOUT	301.394567816	1919.758336	TIMEOUT	301.601760584	1949.118464
ReachSafety-Arrays	array-examples	sorting_selectionsort_ground-2.yml	True	TIMEOUT	301.209419409	1144.778752	TIMEOUT	301.447176413	1541.320704	TIMEOUT	301.365617397	1493.250048	TIMEOUT	301.379987317	1458.003968	TIMEOUT	301.476369806	1473.175552	TIMEOUT	301.333100204	1456.70144	TIMEOUT	301.330671168	1466.63424
ReachSafety-Arrays	array-examples	standard_allDiff2_ground.yml	False	TIMEOUT	301.204186006	1164.005376	TIMEOUT	301.483662214	1555.910656	TIMEOUT	301.323347944	1554.960384	TIMEOUT	301.39460568	1450.029056	TIMEOUT	301.416234528	1471.369216	TIMEOUT	301.063298641	1466.114048	TIMEOUT	301.380646826	1470.976
ReachSafety-Arrays	array-examples	standard_compareModified_ground.yml	True	TIMEOUT	301.189680281	1508.139008	TIMEOUT	300.619670504	1851.871232	TIMEOUT	301.390415457	1852.248064	TIMEOUT	301.148327898	1853.616128	TIMEOUT	300.676490231	1819.860992	TIMEOUT	301.184742243	1818.329088	TIMEOUT	300.90835938	1820.209152
ReachSafety-Arrays	array-examples	standard_compare_ground.yml	True	TIMEOUT	301.225962269	1488.396288	TIMEOUT	301.584974487	1695.526912	TIMEOUT	301.406606328	1694.830592	TIMEOUT	301.382276368	1695.592448	TIMEOUT	301.457661143	1693.323264	TIMEOUT	301.364315715	1692.725248	TIMEOUT	301.456457049	1692.430336
ReachSafety-Arrays	array-examples	standard_copy1_ground-1.yml	True	TIMEOUT	301.404242437	2604.756992	TIMEOUT	301.723932582	2857.979904	TIMEOUT	301.504093357	2857.992192	TIMEOUT	301.547651972	2858.55744	TIMEOUT	301.655438375	2858.487808	TIMEOUT	301.510305485	2858.549248	TIMEOUT	301.687462271	2858.47552
ReachSafety-Arrays	array-examples	standard_copy1_ground-2.yml	False	TIMEOUT	301.330657738	3181.658112	TIMEOUT	301.847503966	3450.998784	TIMEOUT	301.504695281	3451.060224	TIMEOUT	301.488315782	3451.592704	TIMEOUT	301.624574636	3451.4944	TIMEOUT	301.456887919	3451.580416	TIMEOUT	301.524183162	3451.51488
ReachSafety-Arrays	array-examples	standard_copy2_ground-1.yml	False	TIMEOUT	301.504660054	3735.638016	TIMEOUT	301.813255308	4076.40064	TIMEOUT	301.527575884	4076.404736	TIMEOUT	301.722841731	4076.793856	TIMEOUT	301.814736044	4076.904448	TIMEOUT	301.622699022	4076.91264	TIMEOUT	301.826159716	4076.91264
ReachSafety-Arrays	array-examples	standard_copy2_ground-2.yml	True	TIMEOUT	301.325672641	3239.03488	TIMEOUT	301.837290507	3562.860544	TIMEOUT	301.537209251	3562.881024	TIMEOUT	301.663879102	3563.388928	TIMEOUT	301.695758453	3563.39712	TIMEOUT	301.502386281	3563.4176	TIMEOUT	301.728755832	3563.352064
ReachSafety-Arrays	array-examples	standard_copy3_ground-1.yml	True	TIMEOUT	301.384630335	3838.795776	TIMEOUT	301.83457464	4233.187328	TIMEOUT	301.518288746	4233.105408	TIMEOUT	301.617507353	4233.674752	TIMEOUT	301.741037991	4233.670656	TIMEOUT	301.516429121	4233.629696	TIMEOUT	301.76687963	4233.641984
ReachSafety-Arrays	array-examples	standard_copy3_ground-2.yml	False	TIMEOUT	301.319155243	4355.637248	TIMEOUT	301.947243378	4766.94528	TIMEOUT	301.708200618	4766.949376	TIMEOUT	301.775466269	4767.424512	TIMEOUT	301.814915016	4767.543296	TIMEOUT	301.449871087	4767.55968	TIMEOUT	301.857118599	4767.440896
ReachSafety-Arrays	array-examples	standard_copy4_ground-1.yml	True	TIMEOUT	301.298022169	4448.407552	TIMEOUT	301.901587189	4913.221632	TIMEOUT	301.620646521	4913.340416	TIMEOUT	301.608721704	4913.762304	TIMEOUT	301.836458025	4913.782784	TIMEOUT	301.411819938	4913.74592	TIMEOUT	301.730669232	4913.78688
ReachSafety-Arrays	array-examples	standard_copy4_ground-2.yml	False	TIMEOUT	301.313536526	4938.38336	OUT OF MEMORY	104.628903148	4999.999488	OUT OF MEMORY	105.04541508	4999.999488	OUT OF MEMORY	108.997251007	4999.999488	OUT OF MEMORY	106.239892129	4999.999488	OUT OF MEMORY	104.524878428	4999.999488	OUT OF MEMORY	104.277288708	4999.999488
ReachSafety-Arrays	array-examples	standard_copy5_ground-1.yml	True	OUT OF MEMORY	128.104985918	4999.999488	OUT OF MEMORY	103.600642779	4999.999488	OUT OF MEMORY	104.653887733	4999.999488	OUT OF MEMORY	102.523490626	4999.999488	OUT OF MEMORY	100.739322839	4999.999488	OUT OF MEMORY	100.363707331	4999.999488	OUT OF MEMORY	99.095434827	4999.999488
ReachSafety-Arrays	array-examples	standard_copy5_ground-2.yml	False	OUT OF MEMORY	124.409120684	4999.999488	OUT OF MEMORY	108.099276888	4999.999488	OUT OF MEMORY	106.114582084	4999.999488	OUT OF MEMORY	108.952297095	4999.999488	OUT OF MEMORY	110.717469989	4999.999488	OUT OF MEMORY	106.21114038	4999.999488	OUT OF MEMORY	104.976325004	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-1.yml	False	OUT OF MEMORY	119.568956413	4999.999488	OUT OF MEMORY	103.691037365	4999.999488	OUT OF MEMORY	104.353609114	4999.999488	OUT OF MEMORY	104.136432181	4999.999488	OUT OF MEMORY	105.666281916	4999.999488	OUT OF MEMORY	107.211443178	4999.999488	OUT OF MEMORY	105.934634203	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-2.yml	True	OUT OF MEMORY	122.540669974	4999.999488	OUT OF MEMORY	107.023907281	4999.999488	OUT OF MEMORY	106.603542109	4999.999488	OUT OF MEMORY	109.688638892	4999.999488	OUT OF MEMORY	108.534381669	4999.999488	OUT OF MEMORY	111.389282921	4999.999488	OUT OF MEMORY	107.931692971	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-1.yml	False	OUT OF MEMORY	118.469656624	4999.999488	OUT OF MEMORY	107.981894314	4999.999488	OUT OF MEMORY	106.261429437	4999.999488	OUT OF MEMORY	109.551478364	4999.999488	OUT OF MEMORY	106.123725815	4999.999488	OUT OF MEMORY	109.137053304	4999.999488	OUT OF MEMORY	105.034108819	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-2.yml	True	OUT OF MEMORY	123.462001872	4999.999488	OUT OF MEMORY	105.442267013	4999.999488	OUT OF MEMORY	103.993829252	4999.999488	OUT OF MEMORY	108.385346465	4999.999488	OUT OF MEMORY	106.450687658	4999.999488	OUT OF MEMORY	107.027826938	4999.999488	OUT OF MEMORY	104.859232644	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-1.yml	True	OUT OF MEMORY	120.14632544	4999.999488	OUT OF MEMORY	106.368689912	4999.999488	OUT OF MEMORY	105.407132347	4999.999488	OUT OF MEMORY	103.587120323	4999.999488	OUT OF MEMORY	107.587885487	4999.999488	OUT OF MEMORY	108.669678599	4999.999488	OUT OF MEMORY	104.947095944	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-2.yml	False	OUT OF MEMORY	116.823578928	4999.999488	OUT OF MEMORY	101.894551799	4999.999488	OUT OF MEMORY	103.963240024	4999.999488	OUT OF MEMORY	103.762618637	4999.999488	OUT OF MEMORY	104.799395059	4999.999488	OUT OF MEMORY	106.684657035	4999.999488	OUT OF MEMORY	103.096636876	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-1.yml	False	OUT OF MEMORY	118.758923592	4999.999488	OUT OF MEMORY	96.460992868	4999.999488	OUT OF MEMORY	95.645576671	4999.999488	OUT OF MEMORY	95.986375425	4999.999488	OUT OF MEMORY	99.483969576	4999.999488	OUT OF MEMORY	96.466976845	4999.999488	OUT OF MEMORY	96.320181849	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-2.yml	True	OUT OF MEMORY	118.032387068	4999.999488	OUT OF MEMORY	102.522022054	4999.999488	OUT OF MEMORY	100.521543014	4999.999488	OUT OF MEMORY	103.09638187	4999.999488	OUT OF MEMORY	101.89208779	4999.999488	OUT OF MEMORY	99.85455961	4999.999488	OUT OF MEMORY	99.064225052	4999.999488
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-1.yml	False	TIMEOUT	301.349258627	2892.959744	TIMEOUT	301.273999788	3240.77568	TIMEOUT	301.327325288	3240.767488	TIMEOUT	301.32224467	3241.275392	TIMEOUT	301.545695909	3241.193472	TIMEOUT	301.754690086	3241.316352	TIMEOUT	301.216068685	3241.201664
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-2.yml	True	TIMEOUT	301.364300973	3174.760448	TIMEOUT	301.340095314	3522.715648	TIMEOUT	301.325138434	3522.60096	TIMEOUT	301.341626691	3523.137536	TIMEOUT	301.567487215	3523.186688	TIMEOUT	301.873599398	3523.145728	TIMEOUT	301.252686787	3523.162112
ReachSafety-Arrays	array-examples	standard_copyInitSum3_ground.yml	True	TIMEOUT	301.349375567	3940.0448	TIMEOUT	301.399509338	4377.74336	TIMEOUT	301.401678593	4377.817088	TIMEOUT	301.429526488	4378.288128	TIMEOUT	301.648032932	4378.304512	TIMEOUT	301.885703596	4378.329088	TIMEOUT	301.341708054	4378.345472
ReachSafety-Arrays	array-examples	standard_copyInitSum_ground.yml	True	TIMEOUT	301.349779083	3185.39776	TIMEOUT	301.341362193	3533.164544	TIMEOUT	301.31445638	3533.156352	TIMEOUT	301.376570792	3533.692928	TIMEOUT	301.589808571	3533.676544	TIMEOUT	301.762204416	3533.725696	TIMEOUT	301.306358428	3533.647872
ReachSafety-Arrays	array-examples	standard_copyInit_ground.yml	True	TIMEOUT	301.189395541	2443.943936	TIMEOUT	301.267129853	2676.506624	TIMEOUT	301.244856083	2676.420608	TIMEOUT	301.243683288	2676.936704	TIMEOUT	301.521884804	2676.96128	TIMEOUT	301.585178288	2676.928512	TIMEOUT	301.339847661	2677.030912
ReachSafety-Arrays	array-examples	standard_find_ground-1.yml	True	OUT OF MEMORY	146.334247566	4999.999488	OUT OF MEMORY	144.804793345	4999.999488	OUT OF MEMORY	143.011353123	4999.999488	OUT OF MEMORY	142.252107793	4999.999488	OUT OF MEMORY	142.943675691	4999.999488	OUT OF MEMORY	144.665805529	4999.999488	OUT OF MEMORY	143.020094347	4999.999488
ReachSafety-Arrays	array-examples	standard_init1_ground-1.yml	False	TIMEOUT	301.198138999	1847.816192	TIMEOUT	301.199582899	2009.849856	TIMEOUT	301.204763686	2009.86624	TIMEOUT	301.255378056	2010.361856	TIMEOUT	301.412887399	2010.329088	TIMEOUT	301.410463689	2010.300416	TIMEOUT	301.224723793	2010.29632
ReachSafety-Arrays	array-examples	standard_init1_ground-2.yml	True	TIMEOUT	301.203207003	1847.853056	TIMEOUT	300.930833111	2009.657344	TIMEOUT	301.212496465	2009.673728	TIMEOUT	301.268357207	2010.226688	TIMEOUT	301.422529549	2010.198016	TIMEOUT	301.372948754	2010.23488	TIMEOUT	301.247463226	2010.181632
ReachSafety-Arrays	array-examples	standard_init2_ground-1.yml	False	TIMEOUT	301.359853158	2365.612032	TIMEOUT	301.232743064	2578.894848	TIMEOUT	301.211158136	2578.944	TIMEOUT	301.307912847	2579.43552	TIMEOUT	301.511897294	2579.39456	TIMEOUT	301.486088046	2579.472384	TIMEOUT	301.264988429	2579.3536
ReachSafety-Arrays	array-examples	standard_init2_ground-2.yml	True	TIMEOUT	301.339859318	2365.566976	TIMEOUT	301.146534161	2578.866176	TIMEOUT	301.221912338	2578.866176	TIMEOUT	301.322992381	2579.349504	TIMEOUT	301.43927468	2579.382272	TIMEOUT	301.433898864	2579.41504	TIMEOUT	301.312453003	2579.382272
ReachSafety-Arrays	array-examples	standard_init3_ground-1.yml	False	TIMEOUT	301.387590011	2885.496832	TIMEOUT	301.268766031	3149.938688	TIMEOUT	301.224075839	3149.98784	TIMEOUT	301.345997878	3150.41792	TIMEOUT	301.549640834	3150.430208	TIMEOUT	301.512049702	3150.52032	TIMEOUT	301.38608483	3150.39744
ReachSafety-Arrays	array-examples	standard_init3_ground-2.yml	True	TIMEOUT	301.377569361	2885.361664	TIMEOUT	301.2783652	3149.979648	TIMEOUT	301.289442378	3149.90592	TIMEOUT	301.381590618	3150.405632	TIMEOUT	301.555798073	3150.393344	TIMEOUT	301.403288119	3150.467072	TIMEOUT	301.334838311	3150.409728
ReachSafety-Arrays	array-examples	standard_init4_ground-1.yml	False	TIMEOUT	301.103811227	3450.056704	TIMEOUT	301.313127567	3765.9648	TIMEOUT	301.300760137	3766.00576	TIMEOUT	301.339825914	3766.4768	TIMEOUT	301.557101201	3766.542336	TIMEOUT	301.545579704	3766.45632	TIMEOUT	301.400044353	3766.480896
ReachSafety-Arrays	array-examples	standard_init4_ground-2.yml	True	TIMEOUT	300.313754394	3450.028032	TIMEOUT	301.336733251	3765.92384	TIMEOUT	301.252934839	3765.825536	TIMEOUT	301.408538739	3766.472704	TIMEOUT	301.266343417	3766.362112	TIMEOUT	301.415223926	3766.43584	TIMEOUT	301.395187309	3766.345728
ReachSafety-Arrays	array-examples	standard_init5_ground-1.yml	True	TIMEOUT	301.381495836	3956.81792	TIMEOUT	301.389659633	4323.995648	TIMEOUT	301.275484479	4323.954688	TIMEOUT	300.757173272	4324.585472	TIMEOUT	301.537113001	4324.532224	TIMEOUT	301.478673226	4324.589568	TIMEOUT	301.361211765	4324.507648
ReachSafety-Arrays	array-examples	standard_init5_ground-2.yml	False	TIMEOUT	301.361812017	3956.89984	TIMEOUT	301.376028774	4323.995648	TIMEOUT	301.309744975	4323.897344	TIMEOUT	301.333722605	4324.43392	TIMEOUT	301.343462073	4324.339712	TIMEOUT	301.462523978	4324.376576	TIMEOUT	301.343116762	4324.335616
ReachSafety-Arrays	array-examples	standard_init6_ground-1.yml	False	TIMEOUT	301.416649881	4546.383872	TIMEOUT	301.467352333	4964.716544	TIMEOUT	301.41921129	4964.773888	TIMEOUT	301.391775336	4965.220352	TIMEOUT	301.418654087	4965.2736	TIMEOUT	301.508960632	4965.326848	TIMEOUT	301.498497843	4965.306368
ReachSafety-Arrays	array-examples	standard_init6_ground-2.yml	True	TIMEOUT	301.401728994	4546.383872	TIMEOUT	301.469509778	4964.814848	TIMEOUT	301.428856431	4964.80256	TIMEOUT	301.492103371	4965.240832	TIMEOUT	301.488275968	4965.277696	TIMEOUT	301.552270152	4965.257216	TIMEOUT	301.475074511	4965.339136
ReachSafety-Arrays	array-examples	standard_init7_ground-1.yml	False	OUT OF MEMORY	119.297425473	4999.999488	OUT OF MEMORY	100.146791183	4999.999488	OUT OF MEMORY	100.651588563	4999.999488	OUT OF MEMORY	99.517426945	4999.999488	OUT OF MEMORY	98.009141166	4999.999488	OUT OF MEMORY	100.518337738	4999.999488	OUT OF MEMORY	98.335095883	4999.999488
ReachSafety-Arrays	array-examples	standard_init7_ground-2.yml	True	OUT OF MEMORY	118.674597188	4999.999488	OUT OF MEMORY	99.492653273	4999.999488	OUT OF MEMORY	99.733028806	4999.999488	OUT OF MEMORY	101.904912151	4999.999488	OUT OF MEMORY	99.975656581	4999.999488	OUT OF MEMORY	101.274877972	4999.999488	OUT OF MEMORY	98.043217515	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-1.yml	False	OUT OF MEMORY	102.328071882	4999.999488	OUT OF MEMORY	99.096801419	4999.999488	OUT OF MEMORY	98.310214628	4999.999488	OUT OF MEMORY	101.239911091	4999.999488	OUT OF MEMORY	100.530065473	4999.999488	OUT OF MEMORY	99.247875361	4999.999488	OUT OF MEMORY	97.336617241	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-2.yml	True	OUT OF MEMORY	103.994166066	4999.999488	OUT OF MEMORY	99.294299681	4999.999488	OUT OF MEMORY	98.157789757	4999.999488	OUT OF MEMORY	100.144537209	4999.999488	OUT OF MEMORY	98.616439585	4999.999488	OUT OF MEMORY	98.478471798	4999.999488	OUT OF MEMORY	98.665983176	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-1.yml	False	OUT OF MEMORY	100.23024927	4999.999488	OUT OF MEMORY	95.26099968	4999.999488	OUT OF MEMORY	95.514257706	4999.999488	OUT OF MEMORY	97.49889198	4999.999488	OUT OF MEMORY	96.09636224	4999.999488	OUT OF MEMORY	95.658894571	4999.999488	OUT OF MEMORY	96.320848133	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-2.yml	True	OUT OF MEMORY	98.329003408	4999.999488	OUT OF MEMORY	94.774541244	4999.999488	OUT OF MEMORY	95.074786436	4999.999488	OUT OF MEMORY	95.870815574	4999.999488	OUT OF MEMORY	95.497905695	4999.999488	OUT OF MEMORY	94.60526844	4999.999488	OUT OF MEMORY	91.554636116	4999.999488
ReachSafety-Arrays	array-examples	standard_maxInArray_ground.yml	True	TIMEOUT	301.278428618	3455.492096	TIMEOUT	301.292482298	4097.298432	TIMEOUT	301.190962534	4097.028096	TIMEOUT	301.292047784	4097.57696	TIMEOUT	301.329073656	4097.7408	TIMEOUT	301.357646416	4097.650688	TIMEOUT	301.312126868	4097.519616
ReachSafety-Arrays	array-examples	standard_minInArray_ground-1.yml	False	TIMEOUT	301.271300485	3462.234112	TIMEOUT	301.300568612	4144.345088	TIMEOUT	301.350580893	4144.336896	TIMEOUT	301.348651957	4144.902144	TIMEOUT	301.352968118	4144.848896	TIMEOUT	301.026713571	4144.877568	TIMEOUT	301.353579251	4144.910336
ReachSafety-Arrays	array-examples	standard_minInArray_ground-2.yml	True	TIMEOUT	301.405926173	3462.156288	TIMEOUT	301.387245676	4144.3328	TIMEOUT	301.422001144	4144.357376	TIMEOUT	301.41353201	4144.877568	TIMEOUT	301.361032439	4144.893952	TIMEOUT	301.418340847	4144.90624	TIMEOUT	301.439794599	4144.799744
ReachSafety-Arrays	array-examples	standard_palindrome_ground.yml	True	TIMEOUT	301.125109191	1094.340608	TIMEOUT	301.115281666	1148.305408	TIMEOUT	301.108398066	1146.540032	TIMEOUT	301.129562233	1148.33408	TIMEOUT	301.120914167	1146.94144	TIMEOUT	301.147744554	1137.774592	TIMEOUT	301.137312758	1147.047936
ReachSafety-Arrays	array-examples	standard_partial_init_ground.yml	True	TIMEOUT	301.119800593	834.64192	TIMEOUT	301.128162022	1159.65952	TIMEOUT	301.076368884	1159.565312	TIMEOUT	301.147732094	1179.332608	TIMEOUT	301.126724342	1178.320896	TIMEOUT	301.151453161	1178.001408	TIMEOUT	301.174064961	1178.853376
ReachSafety-Arrays	array-examples	standard_partition_ground-1.yml	False	TIMEOUT	301.020335116	159.932416	TIMEOUT	301.09233465	760.561664	TIMEOUT	301.06263051	760.590336	TIMEOUT	301.08990068	761.163776	TIMEOUT	301.104013559	760.983552	TIMEOUT	301.093887608	761.122816	TIMEOUT	301.109686213	761.126912
ReachSafety-Arrays	array-examples	standard_partition_ground-2.yml	True	TIMEOUT	301.130552135	1137.410048	TIMEOUT	301.177859353	1426.706432	TIMEOUT	300.8562453	1426.300928	TIMEOUT	301.149359768	1394.925568	TIMEOUT	300.959778969	1394.9952	TIMEOUT	301.208054083	1382.445056	TIMEOUT	301.15992992	1387.368448
ReachSafety-Arrays	array-examples	standard_partition_original_ground.yml	True	TIMEOUT	301.123208105	1082.478592	TIMEOUT	301.106850617	1135.931392	TIMEOUT	301.098449475	1138.819072	TIMEOUT	301.138799858	1137.180672	TIMEOUT	301.114961667	1123.147776	TIMEOUT	301.105642049	1122.4064	TIMEOUT	301.133294286	1126.793216
ReachSafety-Arrays	array-examples	standard_password_ground.yml	True	TIMEOUT	301.400610964	3599.650816	TIMEOUT	301.43776575	3985.453056	TIMEOUT	301.372638221	3985.268736	TIMEOUT	301.344318802	4005.666816	TIMEOUT	301.463474695	4005.629952	TIMEOUT	301.424223519	4005.650432	TIMEOUT	301.471314626	4005.613568
ReachSafety-Arrays	array-examples	standard_reverse_ground.yml	True	TIMEOUT	301.247160254	2604.21632	TIMEOUT	301.379231719	2960.678912	TIMEOUT	301.245811789	2960.6912	TIMEOUT	301.328262201	2961.211392	TIMEOUT	301.347749531	2961.248256	TIMEOUT	301.340089577	2961.1008	TIMEOUT	301.314162602	2961.178624
ReachSafety-Arrays	array-examples	standard_running-1.yml	False	TIMEOUT	301.066807498	735.010816	TIMEOUT	301.212105518	1867.73504	TIMEOUT	301.254440222	1867.747328	TIMEOUT	301.173082989	1882.177536	TIMEOUT	301.22562688	1882.263552	TIMEOUT	301.143419184	1882.218496	TIMEOUT	301.239886494	1882.218496
ReachSafety-Arrays	array-examples	standard_running-2.yml	True	TIMEOUT	301.089832939	733.65504	TIMEOUT	301.210059841	1877.352448	TIMEOUT	301.182126031	1877.2992	TIMEOUT	301.197215221	1891.508224	TIMEOUT	301.249853552	1891.414016	TIMEOUT	301.19109665	1891.418112	TIMEOUT	301.224227533	1891.438592
ReachSafety-Arrays	array-examples	standard_sentinel-2.yml	True	OUT OF MEMORY	242.43695936	4999.999488	OUT OF MEMORY	236.618407162	4999.999488	OUT OF MEMORY	239.25506222	4999.999488	OUT OF MEMORY	241.956955394	4999.999488	OUT OF MEMORY	243.678449028	4999.999488	OUT OF MEMORY	240.735499614	4999.999488	OUT OF MEMORY	241.666690459	4999.999488
ReachSafety-Arrays	array-examples	standard_sentinel.i.v+cfa-reducer.yml	True	OUT OF MEMORY	242.962036189	4999.999488	OUT OF MEMORY	233.69371787	4999.999488	OUT OF MEMORY	237.556515536	4999.999488	OUT OF MEMORY	236.774848116	4999.999488	OUT OF MEMORY	238.128223175	4999.999488	OUT OF MEMORY	246.308477161	4999.999488	OUT OF MEMORY	240.783565102	4999.999488
ReachSafety-Arrays	array-examples	standard_seq_init_ground.yml	True	TIMEOUT	301.019052498	134.909952	TIMEOUT	301.026299081	434.274304	TIMEOUT	301.046680366	442.519552	TIMEOUT	301.057590105	435.089408	TIMEOUT	301.064298938	441.155584	TIMEOUT	301.064968941	435.560448	TIMEOUT	301.032133482	442.28608
ReachSafety-Arrays	array-examples	standard_strcmp_ground.yml	True	OUT OF MEMORY	183.685004232	4999.999488	OUT OF MEMORY	157.370576469	4999.999488	OUT OF MEMORY	173.965851088	4999.999488	OUT OF MEMORY	162.652394295	4999.999488	OUT OF MEMORY	172.573155375	4999.999488	OUT OF MEMORY	183.36989298	4999.999488	OUT OF MEMORY	169.780901844	4999.999488
