category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Arrays	array-examples	standard_running-2.yml	True	TIMEOUT	301.097571829	736.055296	TIMEOUT	301.233237949	1877.4016	TIMEOUT	301.16731223	1877.307392	TIMEOUT	301.244152728	1891.500032
ReachSafety-Arrays	array-examples	standard_sentinel-2.yml	True	OUT OF MEMORY	244.9459729	4999.999488	OUT OF MEMORY	236.323136785	4999.999488	OUT OF MEMORY	238.480336677	4999.999488	OUT OF MEMORY	237.955790208	4999.999488
ReachSafety-Arrays	array-examples	standard_sentinel.i.v+cfa-reducer.yml	True	OUT OF MEMORY	239.724189293	4999.999488	OUT OF MEMORY	232.236430795	4999.999488	OUT OF MEMORY	230.597260151	4999.999488	OUT OF MEMORY	237.342275626	4999.999488
ReachSafety-Arrays	array-examples	standard_seq_init_ground.yml	True	TIMEOUT	300.97425408	136.802304	TIMEOUT	301.045140018	435.46624	TIMEOUT	301.039253745	442.384384	TIMEOUT	301.053801575	443.252736
ReachSafety-Arrays	array-examples	standard_strcmp_ground.yml	True	OUT OF MEMORY	175.625455607	4999.999488	OUT OF MEMORY	157.071204208	4999.999488	OUT OF MEMORY	168.142670586	4999.999488	OUT OF MEMORY	171.232919077	4999.999488
ReachSafety-Arrays	array-examples	standard_strcpy_ground-1.yml	True	OUT OF MEMORY	142.347081482	4999.999488	OUT OF MEMORY	138.413560493	4999.999488	OUT OF MEMORY	136.584391095	4999.999488	OUT OF MEMORY	136.916759038	4999.999488
ReachSafety-Arrays	array-examples	standard_strcpy_original-2.yml	True	OUT OF MEMORY	165.124559164	4999.999488	OUT OF MEMORY	162.163827081	4999.999488	OUT OF MEMORY	161.060647491	4999.999488	OUT OF MEMORY	162.184333876	4999.999488
ReachSafety-Arrays	array-examples	standard_two_index_01.yml	True	TIMEOUT	301.116611805	900.288512	TIMEOUT	301.158534724	820.969472	TIMEOUT	301.122562194	816.525312	TIMEOUT	301.179936753	832.770048
ReachSafety-Arrays	array-examples	standard_two_index_02.yml	True	TIMEOUT	301.130224075	902.979584	TIMEOUT	301.006489832	822.55872	TIMEOUT	301.123393654	821.346304	TIMEOUT	301.047571729	825.36448
ReachSafety-Arrays	array-examples	standard_two_index_03.yml	True	TIMEOUT	301.135594517	900.288512	TIMEOUT	301.103159615	835.19488	TIMEOUT	301.117945582	818.020352	TIMEOUT	301.134610865	812.3392
ReachSafety-Arrays	array-examples	standard_two_index_04.yml	True	TIMEOUT	301.188040467	900.415488	TIMEOUT	301.154973782	818.70848	TIMEOUT	301.138136563	842.088448	TIMEOUT	301.174510085	808.341504
ReachSafety-Arrays	array-examples	standard_two_index_05.yml	True	TIMEOUT	301.190244234	900.194304	TIMEOUT	301.114872918	815.26784	TIMEOUT	301.126695044	815.706112	TIMEOUT	301.131842604	805.25312
ReachSafety-Arrays	array-examples	standard_two_index_06.yml	True	TIMEOUT	301.184781184	877.572096	TIMEOUT	301.140708553	817.594368	TIMEOUT	301.171928073	807.714816	TIMEOUT	301.111091218	784.068608
ReachSafety-Arrays	array-examples	standard_two_index_07.yml	True	TIMEOUT	301.186759841	882.70848	TIMEOUT	301.138835761	801.366016	TIMEOUT	301.146393492	815.734784	TIMEOUT	301.128340546	802.992128
ReachSafety-Arrays	array-examples	standard_two_index_08.yml	True	TIMEOUT	301.147542254	900.349952	TIMEOUT	301.118611884	803.684352	TIMEOUT	301.143642193	807.800832	TIMEOUT	301.148225422	820.883456
ReachSafety-Arrays	array-examples	standard_two_index_09.yml	True	TIMEOUT	301.051951001	900.452352	TIMEOUT	301.122808119	793.010176	TIMEOUT	301.151552144	836.8128	TIMEOUT	301.178385863	804.712448
ReachSafety-Arrays	array-examples	standard_vararg_ground.yml	True	OUT OF MEMORY	140.711432215	4999.999488	OUT OF MEMORY	143.119167225	4999.999488	OUT OF MEMORY	137.375466257	4999.999488	OUT OF MEMORY	143.598774624	4999.999488
ReachSafety-Arrays	array-examples	standard_vector_difference_ground.yml	True	TIMEOUT	301.381546815	3429.289984	TIMEOUT	302.382999654	3788.193792	TIMEOUT	301.469940595	3788.111872	TIMEOUT	301.494245187	3788.701696
ReachSafety-Arrays	array-industry-pattern	array_assert_loop_dep.yml	False	OUT OF MEMORY	138.376258185	4999.999488	OUT OF MEMORY	136.400837385	4999.999488	OUT OF MEMORY	132.846304835	4999.999488	OUT OF MEMORY	171.840280486	4999.999488
ReachSafety-Arrays	array-industry-pattern	array_monotonic.yml	True	TIMEOUT	301.007567809	138.625024	TIMEOUT	301.022709577	135.725056	TIMEOUT	301.012387692	137.740288	TIMEOUT	300.989325553	137.187328
ReachSafety-Arrays	array-industry-pattern	array_mul_init.yml	True	TIMEOUT	301.159219119	1047.277568	TIMEOUT	301.380180718	1999.917056	TIMEOUT	301.214787618	1999.93344	TIMEOUT	301.197592724	2058.907648
ReachSafety-Arrays	array-industry-pattern	array_of_struct_break.yml	True	OUT OF MEMORY	93.979305009	4999.999488	OUT OF MEMORY	58.540459279	4999.999488	OUT OF MEMORY	272.690776704	4999.999488	TIMEOUT	301.590354454	4840.931328
ReachSafety-Arrays	array-industry-pattern	array_of_struct_loop_dep.yml	False	OUT OF MEMORY	274.964238052	4999.999488	OUT OF MEMORY	244.04998896	4999.999488	OUT OF MEMORY	236.915875412	4999.999488	OUT OF MEMORY	287.406455833	4999.999488
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_cond_init.yml	True	TIMEOUT	301.545457334	742.100992	TIMEOUT	301.388945167	2795.229184	TIMEOUT	301.221733872	2795.180032	TIMEOUT	301.336511525	2809.217024
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_flag_init.yml	True	TIMEOUT	301.18463047	266.633216	TIMEOUT	300.993087299	1215.934464	TIMEOUT	301.122911679	1302.56896	TIMEOUT	301.135418618	1379.86048
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_monotonic.yml	True	TIMEOUT	301.176693661	467.656704	TIMEOUT	301.062025839	448.28672	TIMEOUT	301.046229941	455.499776	TIMEOUT	301.057129033	481.28
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_mul_init.yml	True	TIMEOUT	301.264937871	1077.395456	TIMEOUT	301.240732056	1996.193792	TIMEOUT	301.201279004	1996.197888	TIMEOUT	301.229082323	2054.651904
ReachSafety-Arrays	array-industry-pattern	array_of_struct_single_elem_init.yml	True	TIMEOUT	301.206276107	688.971776	TIMEOUT	301.254974444	2450.427904	TIMEOUT	301.275846429	2450.374656	TIMEOUT	301.288237339	2486.890496
ReachSafety-Arrays	array-industry-pattern	array_ptr_partial_init.yml	True	TIMEOUT	301.136386717	331.931648	TIMEOUT	301.07693927	380.719104	TIMEOUT	301.070893997	380.551168	TIMEOUT	301.074198785	380.678144
ReachSafety-Arrays	array-industry-pattern	array_ptr_single_elem_init-1.yml	True	TIMEOUT	301.266639539	914.817024	TIMEOUT	301.494796755	3674.599424	TIMEOUT	301.446372024	3692.294144	TIMEOUT	301.496899234	3789.602816
ReachSafety-Arrays	array-industry-pattern	array_ptr_single_elem_init-2.yml	False	TIMEOUT	301.226608637	577.163264	TIMEOUT	301.624018375	2389.622784	TIMEOUT	301.288020695	2412.085248	TIMEOUT	301.295858941	2506.616832
ReachSafety-Arrays	array-industry-pattern	array_range_init.yml	False	TIMEOUT	301.476281683	1904.31232	TIMEOUT	301.499057155	2253.811712	TIMEOUT	301.278869582	2254.123008	TIMEOUT	301.349555018	2319.21664
ReachSafety-Arrays	array-industry-pattern	array_shadowinit.yml	True	TIMEOUT	300.96357181	37.609472	TIMEOUT	301.006121163	37.883904	TIMEOUT	301.007518955	37.855232	TIMEOUT	301.006617436	38.350848
ReachSafety-Arrays	array-industry-pattern	array_single_elem_init.yml	False	TIMEOUT	301.012355591	576.319488	TIMEOUT	301.569035321	2389.704704	TIMEOUT	301.359507276	2412.150784	TIMEOUT	301.318369946	2506.694656
ReachSafety-Arrays	array-industry-pattern	check_removal_from_set_after_insertion.yml	False	TIMEOUT	301.33454302	974.88896	TIMEOUT	301.380390944	889.475072	TIMEOUT	301.273390627	900.890624	TIMEOUT	301.207553516	901.287936
ReachSafety-Arrays	reducercommutativity	avg05-1.yml	True	true	80.267051646	86.990848	true	81.085141584	87.056384	true	80.496127868	86.9376	true	78.890038504	87.126016
ReachSafety-Arrays	reducercommutativity	avg10-2.yml	True	TIMEOUT	301.032978595	131.493888	TIMEOUT	300.780463165	131.452928	TIMEOUT	301.020096424	131.059712	TIMEOUT	301.010694838	130.789376
ReachSafety-Arrays	reducercommutativity	avg20-2.yml	True	TIMEOUT	301.005009225	151.7568	TIMEOUT	300.92762389	164.814848	TIMEOUT	300.990792506	149.9136	TIMEOUT	301.016978911	150.79424
ReachSafety-Arrays	reducercommutativity	avg40-2.yml	True	TIMEOUT	301.021100981	174.276608	TIMEOUT	301.032757284	140.480512	TIMEOUT	301.02248981	162.144256	TIMEOUT	301.027121967	162.9184
ReachSafety-Arrays	reducercommutativity	avg60-1.yml	True	TIMEOUT	301.031060285	218.148864	TIMEOUT	300.995827366	241.975296	TIMEOUT	301.014768611	218.411008	TIMEOUT	300.968510647	220.844032
ReachSafety-Arrays	reducercommutativity	max.yml	True	TIMEOUT	301.006178876	74.571776	TIMEOUT	301.004854133	74.797056	TIMEOUT	301.013361568	74.4448	TIMEOUT	301.007725284	74.604544
ReachSafety-Arrays	reducercommutativity	max05-1.yml	True	true	1.624524576	35.221504	true	1.656506169	35.172352	true	1.769870077	35.160064	true	1.801982955	36.114432
ReachSafety-Arrays	reducercommutativity	max10-1.yml	True	true	41.357201633	53.51424	true	42.964050602	53.194752	true	43.084880154	53.600256	true	42.334989105	54.407168
ReachSafety-Arrays	reducercommutativity	max20-1.yml	True	TIMEOUT	301.018217464	94.650368	TIMEOUT	301.013743919	92.700672	TIMEOUT	301.010944941	94.564352	TIMEOUT	301.009741257	92.966912
ReachSafety-Arrays	reducercommutativity	max40-1.yml	True	TIMEOUT	301.002388855	131.85024	TIMEOUT	300.99148805	129.204224	TIMEOUT	301.012838443	122.056704	TIMEOUT	301.018342395	133.410816
ReachSafety-Arrays	reducercommutativity	max60-2.yml	True	TIMEOUT	301.03786637	180.932608	TIMEOUT	301.024178816	179.798016	TIMEOUT	301.025598716	183.5008	TIMEOUT	301.019807571	175.435776
ReachSafety-Arrays	reducercommutativity	rangesum.yml	False	false(unreach-call)	0.799048934	36.364288	false(unreach-call)	0.835685245	36.401152	false(unreach-call)	0.97655436	36.294656	false(unreach-call)	0.966715192	37.351424
ReachSafety-Arrays	reducercommutativity	rangesum05.yml	False	false(unreach-call)	0.432368665	33.42336	false(unreach-call)	0.403387738	33.452032	false(unreach-call)	0.417421636	33.447936	false(unreach-call)	0.475954661	34.357248
ReachSafety-Arrays	reducercommutativity	rangesum10.yml	False	false(unreach-call)	0.607394747	33.71008	false(unreach-call)	0.780912793	33.705984	false(unreach-call)	0.764824071	33.632256	false(unreach-call)	0.694799441	34.26304
