category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-ECA	eca-rers2012	Problem13_label31.yml	True	TIMEOUT	301.370125672	3075.002368	TIMEOUT	301.444756608	3073.900544	TIMEOUT	301.296653824	3073.949696	TIMEOUT	301.275822579	3076.141056
ReachSafety-ECA	eca-rers2012	Problem13_label32.yml	False	false(unreach-call)	102.156371882	1622.945792	false(unreach-call)	96.233905417	1621.991424	false(unreach-call)	98.473400534	1621.966848	false(unreach-call)	96.721136465	1624.068096
ReachSafety-ECA	eca-rers2012	Problem13_label33.yml	True	TIMEOUT	301.374233397	3189.428224	TIMEOUT	300.895455736	3188.310016	TIMEOUT	301.377993913	3188.297728	TIMEOUT	301.428692266	3190.378496
ReachSafety-ECA	eca-rers2012	Problem13_label34.yml	True	TIMEOUT	301.360895373	3179.2128	TIMEOUT	301.344448027	3178.123264	TIMEOUT	301.476304444	3178.164224	TIMEOUT	301.402304844	3180.150784
ReachSafety-ECA	eca-rers2012	Problem13_label35.yml	False	false(unreach-call)	98.517347683	1622.986752	false(unreach-call)	91.713401237	1621.946368	false(unreach-call)	97.45951328	1621.970944	false(unreach-call)	94.103797949	1624.109056
ReachSafety-ECA	eca-rers2012	Problem13_label36.yml	False	false(unreach-call)	141.899398176	1622.974464	false(unreach-call)	132.976301136	1622.016	false(unreach-call)	131.88387366	1622.007808	false(unreach-call)	134.195108196	1624.088576
ReachSafety-ECA	eca-rers2012	Problem13_label37.yml	True	TIMEOUT	301.324639707	3180.736512	TIMEOUT	301.276747066	3179.728896	TIMEOUT	301.362076104	3179.76576	TIMEOUT	301.389906482	3181.842432
ReachSafety-ECA	eca-rers2012	Problem13_label38.yml	True	TIMEOUT	301.322093897	3179.13088	TIMEOUT	301.354080226	3223.330816	TIMEOUT	301.513414261	3178.110976	TIMEOUT	301.427364912	3180.199936
ReachSafety-ECA	eca-rers2012	Problem13_label39.yml	True	TIMEOUT	301.395875228	3182.051328	TIMEOUT	301.383793011	3181.006848	TIMEOUT	301.298976697	3188.826112	TIMEOUT	301.397238993	3183.050752
ReachSafety-ECA	eca-rers2012	Problem13_label40.yml	False	false(unreach-call)	134.628151563	1672.081408	false(unreach-call)	135.767197929	1671.036928	false(unreach-call)	129.888922443	1671.016448	false(unreach-call)	134.292479427	1673.117696
ReachSafety-ECA	eca-rers2012	Problem13_label41.yml	True	TIMEOUT	301.336100009	2692.096	TIMEOUT	301.332057939	3178.074112	TIMEOUT	301.340629135	3174.64576	TIMEOUT	301.434687557	3176.603648
ReachSafety-ECA	eca-rers2012	Problem13_label42.yml	True	TIMEOUT	301.462950327	3175.66976	TIMEOUT	301.336869921	3174.617088	TIMEOUT	301.444965494	3174.588416	TIMEOUT	302.152999512	3176.69376
ReachSafety-ECA	eca-rers2012	Problem13_label43.yml	False	false(unreach-call)	71.857901104	1622.941696	false(unreach-call)	72.236994586	1622.003712	false(unreach-call)	68.076216463	1621.991424	false(unreach-call)	71.24113031	1624.109056
ReachSafety-ECA	eca-rers2012	Problem13_label44.yml	False	false(unreach-call)	110.449620636	1622.95808	false(unreach-call)	106.822510212	1622.016	false(unreach-call)	103.786935321	1622.003712	false(unreach-call)	107.691047187	1624.068096
ReachSafety-ECA	eca-rers2012	Problem13_label45.yml	False	false(unreach-call)	115.954453508	1733.095424	false(unreach-call)	118.512729705	1732.03456	false(unreach-call)	109.566224801	1732.05504	false(unreach-call)	110.036028677	1734.144
ReachSafety-ECA	eca-rers2012	Problem13_label46.yml	True	TIMEOUT	301.354030566	3068.612608	TIMEOUT	301.306934411	3074.301952	TIMEOUT	301.372671995	3074.183168	TIMEOUT	301.394858118	3076.386816
ReachSafety-ECA	eca-rers2012	Problem13_label47.yml	True	TIMEOUT	301.464043219	3190.124544	TIMEOUT	301.38576392	3189.178368	TIMEOUT	301.385995499	3189.137408	TIMEOUT	301.432970522	3191.185408
ReachSafety-ECA	eca-rers2012	Problem13_label48.yml	False	false(unreach-call)	138.395552889	1734.496256	false(unreach-call)	136.590770228	1733.496832	false(unreach-call)	126.142466078	1733.44768	false(unreach-call)	126.934490027	1735.606272
ReachSafety-ECA	eca-rers2012	Problem13_label49.yml	True	TIMEOUT	301.330951763	3179.216896	TIMEOUT	301.367190006	3178.131456	TIMEOUT	301.430228615	3178.090496	TIMEOUT	301.422101575	3180.253184
ReachSafety-ECA	eca-rers2012	Problem13_label50.yml	True	TIMEOUT	301.341773109	3175.624704	TIMEOUT	301.287480008	3178.151936	TIMEOUT	301.348834347	3178.10688	TIMEOUT	301.400387402	3180.212224
ReachSafety-ECA	eca-rers2012	Problem13_label51.yml	False	false(unreach-call)	82.356500462	1622.986752	false(unreach-call)	80.021047972	1621.929984	false(unreach-call)	79.840912188	1621.938176	false(unreach-call)	80.782154311	1624.109056
ReachSafety-ECA	eca-rers2012	Problem13_label52.yml	True	TIMEOUT	301.348353413	3179.249664	TIMEOUT	301.333752332	3178.119168	TIMEOUT	301.37714031	3187.236864	TIMEOUT	301.272589414	3189.231616
ReachSafety-ECA	eca-rers2012	Problem13_label53.yml	True	TIMEOUT	301.36965247	3179.143168	TIMEOUT	301.232102535	3178.029056	TIMEOUT	301.38753506	3178.06592	TIMEOUT	301.356253622	3180.212224
ReachSafety-ECA	eca-rers2012	Problem13_label54.yml	False	false(unreach-call)	97.364637878	1623.044096	false(unreach-call)	88.575883216	1622.032384	false(unreach-call)	91.955792876	1621.97504	false(unreach-call)	94.251104717	1624.096768
ReachSafety-ECA	eca-rers2012	Problem13_label55.yml	True	TIMEOUT	301.416855328	3189.051392	TIMEOUT	301.467016278	3187.95776	TIMEOUT	301.48129079	3188.03968	TIMEOUT	301.467234193	3190.079488
ReachSafety-ECA	eca-rers2012	Problem13_label56.yml	True	TIMEOUT	301.390569856	3175.657472	TIMEOUT	301.401284733	3174.608896	TIMEOUT	301.491593635	3174.58432	TIMEOUT	301.464627252	3176.701952
ReachSafety-ECA	eca-rers2012	Problem13_label57.yml	True	TIMEOUT	301.369208884	3179.139072	TIMEOUT	301.433886408	3178.135552	TIMEOUT	301.419417083	3178.180608	TIMEOUT	301.484866543	3189.219328
ReachSafety-ECA	eca-rers2012	Problem13_label58.yml	False	false(unreach-call)	109.991204939	1622.970368	false(unreach-call)	106.127433829	1621.925888	false(unreach-call)	105.554870175	1621.95456	false(unreach-call)	108.794615824	1624.068096
ReachSafety-ECA	eca-rers2012	Problem13_label59.yml	True	TIMEOUT	301.44698003	3179.134976	TIMEOUT	301.387251018	3178.131456	TIMEOUT	301.309321274	3178.172416	TIMEOUT	301.536077563	3180.191744
ReachSafety-ECA	eca-rers2012	Problem14_label00.yml	True	TIMEOUT	301.111290167	677.711872	TIMEOUT	301.098320262	773.582848	TIMEOUT	301.085445199	764.747776	TIMEOUT	301.097650859	768.270336
ReachSafety-ECA	eca-rers2012	Problem14_label01.yml	True	TIMEOUT	301.18576247	757.256192	TIMEOUT	301.017179402	772.841472	TIMEOUT	301.07707774	766.68928	TIMEOUT	301.119437681	761.618432
ReachSafety-ECA	eca-rers2012	Problem14_label02.yml	False	TIMEOUT	301.057048364	655.19616	TIMEOUT	301.097901132	774.381568	TIMEOUT	301.063210852	660.873216	TIMEOUT	301.077339221	749.408256
ReachSafety-ECA	eca-rers2012	Problem14_label03.yml	True	TIMEOUT	301.103760741	659.259392	TIMEOUT	301.087252503	669.069312	TIMEOUT	301.091852903	650.186752	TIMEOUT	301.075679814	659.39456
ReachSafety-ECA	eca-rers2012	Problem14_label04.yml	True	TIMEOUT	301.102620239	764.243968	TIMEOUT	301.075146235	768.774144	TIMEOUT	301.111909002	771.018752	TIMEOUT	301.043119601	771.23584
ReachSafety-ECA	eca-rers2012	Problem14_label05.yml	True	TIMEOUT	301.060248103	671.707136	TIMEOUT	301.073009579	663.314432	TIMEOUT	301.019059039	659.017728	TIMEOUT	300.938162773	667.639808
ReachSafety-ECA	eca-rers2012	Problem14_label06.yml	True	TIMEOUT	301.055554416	655.27808	TIMEOUT	301.103119134	769.957888	TIMEOUT	301.081198113	783.302656	TIMEOUT	301.080650209	762.65472
ReachSafety-ECA	eca-rers2012	Problem14_label07.yml	True	TIMEOUT	301.117457408	690.479104	TIMEOUT	301.050960747	658.919424	TIMEOUT	301.084619421	658.812928	TIMEOUT	301.069812042	659.632128
ReachSafety-ECA	eca-rers2012	Problem14_label08.yml	False	TIMEOUT	301.06780993	633.147392	TIMEOUT	301.059419802	632.254464	TIMEOUT	301.076536394	637.075456	TIMEOUT	301.041694489	633.049088
ReachSafety-ECA	eca-rers2012	Problem14_label09.yml	True	TIMEOUT	301.077954939	656.232448	TIMEOUT	301.08413695	655.142912	TIMEOUT	301.082101609	665.382912	TIMEOUT	301.076343602	649.240576
ReachSafety-ECA	eca-rers2012	Problem14_label10.yml	False	false(unreach-call)	236.98851687	665.407488	false(unreach-call)	222.086300973	664.45312	false(unreach-call)	228.489672725	660.8896	false(unreach-call)	230.055972427	659.972096
ReachSafety-ECA	eca-rers2012	Problem14_label11.yml	False	false(unreach-call)	294.006149575	638.21824	false(unreach-call)	273.597308903	653.9264	false(unreach-call)	281.58736356	654.716928	false(unreach-call)	273.437382246	662.188032
ReachSafety-ECA	eca-rers2012	Problem14_label12.yml	False	TIMEOUT	301.089985653	668.52864	TIMEOUT	301.073425192	756.912128	TIMEOUT	301.045553303	662.818816	TIMEOUT	301.116641425	682.164224
ReachSafety-ECA	eca-rers2012	Problem14_label13.yml	False	TIMEOUT	301.080950207	614.264832	false(unreach-call)	281.335434765	623.915008	false(unreach-call)	292.724221024	630.267904	false(unreach-call)	295.056977325	624.68096
ReachSafety-ECA	eca-rers2012	Problem14_label14.yml	False	false(unreach-call)	263.874060088	618.25024	false(unreach-call)	251.38540612	618.205184	false(unreach-call)	251.918299187	614.158336	false(unreach-call)	250.982604848	627.724288
ReachSafety-ECA	eca-rers2012	Problem14_label15.yml	True	TIMEOUT	301.033817943	673.673216	TIMEOUT	301.118939604	774.934528	TIMEOUT	301.047922317	767.873024	TIMEOUT	301.016623723	767.655936
ReachSafety-ECA	eca-rers2012	Problem14_label16.yml	True	TIMEOUT	301.09816138	767.029248	TIMEOUT	301.06188624	773.029888	TIMEOUT	301.095725066	767.545344	TIMEOUT	301.028011621	767.184896
ReachSafety-ECA	eca-rers2012	Problem14_label17.yml	True	TIMEOUT	301.045313003	622.424064	TIMEOUT	301.077374255	621.264896	TIMEOUT	301.06392457	614.0928	TIMEOUT	301.067027766	615.69024
ReachSafety-ECA	eca-rers2012	Problem14_label18.yml	False	TIMEOUT	301.102059513	693.870592	TIMEOUT	301.116146996	687.489024	TIMEOUT	301.085022745	695.037952	TIMEOUT	301.080541067	677.183488
ReachSafety-ECA	eca-rers2012	Problem14_label19.yml	True	TIMEOUT	301.08865506	764.379136	TIMEOUT	301.088903684	765.431808	TIMEOUT	301.087462621	764.317696	TIMEOUT	301.056345015	771.477504
ReachSafety-ECA	eca-rers2012	Problem14_label20.yml	True	TIMEOUT	301.079871123	783.355904	TIMEOUT	301.066207534	783.306752	TIMEOUT	301.047841101	767.643648	TIMEOUT	300.871790292	771.407872
ReachSafety-ECA	eca-rers2012	Problem14_label21.yml	True	TIMEOUT	301.089158541	656.6912	TIMEOUT	301.096791905	777.076736	TIMEOUT	301.091375434	663.179264	TIMEOUT	301.022644633	770.363392
ReachSafety-ECA	eca-rers2012	Problem14_label22.yml	False	TIMEOUT	301.095390336	656.40448	TIMEOUT	301.028208637	679.583744	TIMEOUT	301.059865808	659.111936	TIMEOUT	301.084801379	657.641472
ReachSafety-ECA	eca-rers2012	Problem14_label23.yml	True	TIMEOUT	301.106216675	751.22688	TIMEOUT	301.062153143	766.365696	TIMEOUT	301.087353691	765.886464	TIMEOUT	301.129561453	767.20128
ReachSafety-ECA	eca-rers2012	Problem14_label24.yml	True	TIMEOUT	301.074515268	663.728128	TIMEOUT	301.058850334	662.618112	TIMEOUT	301.055208093	664.952832	TIMEOUT	301.068299977	682.074112
ReachSafety-ECA	eca-rers2012	Problem14_label25.yml	True	TIMEOUT	301.0863717	767.44704	TIMEOUT	301.040896474	756.40832	TIMEOUT	301.124422994	767.26272	TIMEOUT	301.022720566	760.180736
ReachSafety-ECA	eca-rers2012	Problem14_label26.yml	True	TIMEOUT	301.0218149	768.303104	TIMEOUT	301.020491669	767.705088	TIMEOUT	301.030896368	768.045056	TIMEOUT	301.070365668	763.834368
ReachSafety-ECA	eca-rers2012	Problem14_label27.yml	False	false(unreach-call)	264.53738534	649.240576	false(unreach-call)	249.620468073	673.886208	false(unreach-call)	255.459171056	665.501696	false(unreach-call)	248.658172998	666.226688
ReachSafety-ECA	eca-rers2012	Problem14_label28.yml	False	TIMEOUT	301.080985707	770.850816	TIMEOUT	301.088712347	765.87008	TIMEOUT	301.083649867	783.757312	TIMEOUT	301.098764537	771.670016
ReachSafety-ECA	eca-rers2012	Problem14_label29.yml	False	TIMEOUT	301.069974699	658.292736	TIMEOUT	301.064592483	750.845952	TIMEOUT	301.033648222	658.264064	TIMEOUT	300.978132195	672.58368
ReachSafety-ECA	eca-rers2012	Problem14_label30.yml	True	TIMEOUT	301.07272887	765.1328	TIMEOUT	301.097080916	766.394368	TIMEOUT	301.081669412	766.418944	TIMEOUT	301.056853166	772.984832
ReachSafety-ECA	eca-rers2012	Problem14_label31.yml	False	false(unreach-call)	227.35643004	658.874368	false(unreach-call)	219.314984697	672.284672	false(unreach-call)	226.631269303	658.956288	false(unreach-call)	225.274424288	693.407744
ReachSafety-ECA	eca-rers2012	Problem14_label32.yml	True	TIMEOUT	301.070416912	635.977728	TIMEOUT	301.058071315	624.218112	TIMEOUT	300.972145145	635.887616	TIMEOUT	300.998817716	626.921472
ReachSafety-ECA	eca-rers2012	Problem14_label33.yml	True	TIMEOUT	301.10297899	776.421376	TIMEOUT	301.078753822	774.438912	TIMEOUT	301.088590702	766.631936	TIMEOUT	301.068387129	767.492096
ReachSafety-ECA	eca-rers2012	Problem14_label34.yml	False	false(unreach-call)	238.859198561	656.551936	false(unreach-call)	224.338300859	666.816512	false(unreach-call)	233.453248827	666.722304	false(unreach-call)	236.648150724	663.977984
ReachSafety-ECA	eca-rers2012	Problem14_label35.yml	True	TIMEOUT	301.162834713	765.763584	TIMEOUT	301.076863143	775.286784	TIMEOUT	301.00383781	772.960256	TIMEOUT	301.044987316	771.076096
ReachSafety-ECA	eca-rers2012	Problem14_label36.yml	True	TIMEOUT	301.110929342	763.961344	TIMEOUT	301.071739254	770.568192	TIMEOUT	301.094280011	765.25568	TIMEOUT	301.173216441	767.24224
ReachSafety-ECA	eca-rers2012	Problem14_label37.yml	False	TIMEOUT	301.122001435	668.07808	TIMEOUT	301.062301112	657.027072	TIMEOUT	301.258759995	637.284352	TIMEOUT	301.006719633	651.341824
ReachSafety-ECA	eca-rers2012	Problem14_label38.yml	True	TIMEOUT	301.062764304	655.306752	TIMEOUT	301.08181564	771.846144	TIMEOUT	301.088602625	761.991168	TIMEOUT	301.078477617	749.109248
ReachSafety-ECA	eca-rers2012	Problem14_label39.yml	False	false(unreach-call)	224.512165233	682.237952	false(unreach-call)	214.501214689	672.722944	false(unreach-call)	213.335154771	654.053376	false(unreach-call)	215.643745693	661.618688
ReachSafety-ECA	eca-rers2012	Problem14_label40.yml	False	TIMEOUT	301.094609643	668.827648	TIMEOUT	301.041818721	673.52576	TIMEOUT	301.019646931	662.761472	TIMEOUT	300.97670606	663.20384
ReachSafety-ECA	eca-rers2012	Problem14_label41.yml	False	TIMEOUT	301.111308385	766.345216	TIMEOUT	301.046243959	766.615552	TIMEOUT	301.103668725	766.619648	TIMEOUT	301.104672586	767.021056
ReachSafety-ECA	eca-rers2012	Problem14_label42.yml	True	TIMEOUT	301.074649385	642.47808	TIMEOUT	301.078927506	762.49088	TIMEOUT	301.008861899	661.069824	TIMEOUT	301.054503383	659.41504
ReachSafety-ECA	eca-rers2012	Problem14_label43.yml	False	TIMEOUT	301.097593964	756.318208	false(unreach-call)	297.34361372	766.365696	TIMEOUT	301.062667189	784.67072	false(unreach-call)	298.451424194	757.080064
ReachSafety-ECA	eca-rers2012	Problem14_label44.yml	False	TIMEOUT	301.074034518	773.124096	TIMEOUT	301.045501197	765.534208	TIMEOUT	301.095578407	772.68992	TIMEOUT	301.035502842	770.146304
ReachSafety-ECA	eca-rers2012	Problem14_label45.yml	True	TIMEOUT	301.04612416	765.300736	TIMEOUT	301.01302297	777.048064	TIMEOUT	300.999639528	773.632	TIMEOUT	301.158442454	766.615552
ReachSafety-ECA	eca-rers2012	Problem14_label46.yml	True	TIMEOUT	301.072434365	673.681408	TIMEOUT	301.085350094	682.201088	TIMEOUT	301.170461508	668.585984	TIMEOUT	301.091431817	673.091584
ReachSafety-ECA	eca-rers2012	Problem14_label47.yml	True	TIMEOUT	301.090864527	666.820608	TIMEOUT	301.051608871	652.1856	TIMEOUT	301.04906582	637.227008	TIMEOUT	300.911202238	683.573248
ReachSafety-ECA	eca-rers2012	Problem14_label48.yml	True	TIMEOUT	301.093309297	778.97728	TIMEOUT	301.046756235	766.394368	TIMEOUT	301.102047787	770.035712	TIMEOUT	300.972597191	767.32416
ReachSafety-ECA	eca-rers2012	Problem14_label49.yml	True	TIMEOUT	301.07558517	656.809984	TIMEOUT	301.084480137	656.605184	TIMEOUT	301.082501474	644.108288	TIMEOUT	301.041239164	657.289216
ReachSafety-ECA	eca-rers2012	Problem14_label50.yml	True	TIMEOUT	301.080289033	767.168512	TIMEOUT	301.106983752	769.015808	TIMEOUT	301.066580942	765.104128	TIMEOUT	301.096451087	777.695232
ReachSafety-ECA	eca-rers2012	Problem14_label51.yml	True	TIMEOUT	301.06226006	771.198976	TIMEOUT	301.091036378	764.731392	TIMEOUT	301.093075037	776.609792	TIMEOUT	300.970110579	764.956672
ReachSafety-ECA	eca-rers2012	Problem14_label52.yml	False	false(unreach-call)	233.93927449	656.809984	false(unreach-call)	229.167268036	660.627456	false(unreach-call)	227.132042749	647.110656	false(unreach-call)	228.745737841	664.195072
ReachSafety-ECA	eca-rers2012	Problem14_label53.yml	True	TIMEOUT	301.062346977	670.253056	TIMEOUT	301.099925815	669.446144	TIMEOUT	300.939828964	671.186944	TIMEOUT	301.089502153	675.598336
ReachSafety-ECA	eca-rers2012	Problem14_label54.yml	False	TIMEOUT	301.069433487	679.841792	TIMEOUT	301.00630416	673.460224	TIMEOUT	301.045214738	697.237504	TIMEOUT	301.02151352	682.893312
ReachSafety-ECA	eca-rers2012	Problem14_label55.yml	True	TIMEOUT	301.100418298	692.482048	TIMEOUT	301.088423496	678.1952	TIMEOUT	301.092701691	672.120832	TIMEOUT	301.081180941	657.01888
ReachSafety-ECA	eca-rers2012	Problem14_label56.yml	False	TIMEOUT	301.067333412	668.688384	TIMEOUT	301.056905856	668.229632	TIMEOUT	301.013448807	668.811264	TIMEOUT	301.073073538	661.13536
ReachSafety-ECA	eca-rers2012	Problem14_label57.yml	False	false(unreach-call)	241.721725223	669.085696	false(unreach-call)	224.61556522	659.009536	false(unreach-call)	228.916707907	668.594176	false(unreach-call)	230.311324003	674.14016
ReachSafety-ECA	eca-rers2012	Problem14_label58.yml	False	TIMEOUT	301.070303833	667.83232	TIMEOUT	301.05722981	656.113664	TIMEOUT	301.028090198	677.371904	TIMEOUT	301.042492684	661.6064
ReachSafety-ECA	eca-rers2012	Problem14_label59.yml	True	TIMEOUT	301.087930197	766.439424	TIMEOUT	301.109745475	773.234688	TIMEOUT	301.169721389	770.543616	TIMEOUT	301.100257401	780.750848
ReachSafety-ECA	eca-rers2012	Problem15_label00.yml	False	false(unreach-call)	56.059813881	698.318848	false(unreach-call)	52.405869775	704.192512	false(unreach-call)	55.398445919	704.229376	false(unreach-call)	53.064277937	698.658816
ReachSafety-ECA	eca-rers2012	Problem15_label01.yml	True	TIMEOUT	301.18657892	1496.199168	TIMEOUT	300.621929591	1495.642112	TIMEOUT	301.006164475	1495.61344	TIMEOUT	301.239201636	1496.518656
ReachSafety-ECA	eca-rers2012	Problem15_label02.yml	False	false(unreach-call)	38.937464594	735.555584	false(unreach-call)	37.653479941	734.88384	false(unreach-call)	36.22167808	734.896128	false(unreach-call)	38.648722705	735.895552
ReachSafety-ECA	eca-rers2012	Problem15_label03.yml	False	false(unreach-call)	37.031895451	736.149504	false(unreach-call)	37.355311052	735.522816	false(unreach-call)	36.210609716	735.510528	false(unreach-call)	37.502727981	736.468992
ReachSafety-ECA	eca-rers2012	Problem15_label04.yml	True	TIMEOUT	301.13186322	1464.27904	TIMEOUT	301.1623447	1441.427456	TIMEOUT	301.208680842	1463.742464	TIMEOUT	301.197452751	1464.70912
ReachSafety-ECA	eca-rers2012	Problem15_label05.yml	True	TIMEOUT	301.181528138	1435.029504	TIMEOUT	301.213471548	1453.318144	TIMEOUT	301.156759227	1451.986944	TIMEOUT	301.017891953	1454.14144
ReachSafety-ECA	eca-rers2012	Problem15_label06.yml	True	TIMEOUT	301.228850808	2144.714752	TIMEOUT	301.249642451	2144.018432	TIMEOUT	301.245056531	2127.622144	TIMEOUT	301.20642502	2128.50688
ReachSafety-ECA	eca-rers2012	Problem15_label07.yml	False	false(unreach-call)	35.040362349	735.694848	false(unreach-call)	34.707896719	735.121408	false(unreach-call)	32.686686714	735.154176	false(unreach-call)	34.351279765	736.088064
ReachSafety-ECA	eca-rers2012	Problem15_label08.yml	True	TIMEOUT	301.1670628	1426.04288	TIMEOUT	301.062509413	1425.403904	TIMEOUT	301.049968461	1425.38752	TIMEOUT	301.043332468	1426.341888
ReachSafety-ECA	eca-rers2012	Problem15_label09.yml	False	false(unreach-call)	56.315877388	712.343552	false(unreach-call)	53.819685257	711.671808	false(unreach-call)	53.711347292	711.647232	false(unreach-call)	55.833810015	712.58112
ReachSafety-ECA	eca-rers2012	Problem15_label10.yml	True	TIMEOUT	301.063064635	1438.90432	TIMEOUT	301.145518258	1422.106624	TIMEOUT	300.387420187	1432.989696	TIMEOUT	301.230397918	1423.07328
ReachSafety-ECA	eca-rers2012	Problem15_label11.yml	True	TIMEOUT	301.061311249	1425.395712	TIMEOUT	301.067893876	1446.305792	TIMEOUT	301.051486893	1417.027584	TIMEOUT	301.100512917	1417.961472
ReachSafety-ECA	eca-rers2012	Problem15_label12.yml	True	TIMEOUT	301.189439558	1435.619328	TIMEOUT	301.167132889	1422.56128	TIMEOUT	301.14596895	1452.62592	TIMEOUT	301.215421572	1448.087552
ReachSafety-ECA	eca-rers2012	Problem15_label13.yml	True	TIMEOUT	301.195101593	1482.48576	TIMEOUT	301.165601524	1481.95328	TIMEOUT	301.136126268	1481.867264	TIMEOUT	301.148844498	1482.907648
ReachSafety-ECA	eca-rers2012	Problem15_label14.yml	False	false(unreach-call)	33.876331885	689.741824	false(unreach-call)	31.443280785	689.074176	false(unreach-call)	30.678826728	689.115136	false(unreach-call)	31.766091087	690.110464
ReachSafety-ECA	eca-rers2012	Problem15_label15.yml	False	false(unreach-call)	30.689654589	698.343424	false(unreach-call)	30.547176328	697.737216	false(unreach-call)	28.997620127	697.71264	false(unreach-call)	29.249960161	698.699776
ReachSafety-ECA	eca-rers2012	Problem15_label16.yml	True	TIMEOUT	301.183574841	1540.460544	TIMEOUT	301.184168099	1539.82976	TIMEOUT	301.159152381	1539.837952	TIMEOUT	300.934710511	1540.780032
ReachSafety-ECA	eca-rers2012	Problem15_label17.yml	True	TIMEOUT	301.077194291	1438.879744	TIMEOUT	301.169701166	1438.224384	TIMEOUT	301.066840801	1438.261248	TIMEOUT	301.107993806	1439.174656
ReachSafety-ECA	eca-rers2012	Problem15_label18.yml	False	false(unreach-call)	33.785088947	698.2656	false(unreach-call)	35.535109919	697.6512	false(unreach-call)	33.825679221	697.643008	false(unreach-call)	32.703167411	698.580992
ReachSafety-ECA	eca-rers2012	Problem15_label19.yml	True	TIMEOUT	301.295284555	2128.30208	TIMEOUT	301.194082269	2127.507456	TIMEOUT	301.21517042	2127.560704	TIMEOUT	301.196160883	2128.490496
ReachSafety-ECA	eca-rers2012	Problem15_label20.yml	True	TIMEOUT	301.178070098	1486.7456	TIMEOUT	301.11892813	1486.168064	TIMEOUT	301.120318573	1486.176256	TIMEOUT	301.131774779	1487.101952
ReachSafety-ECA	eca-rers2012	Problem15_label21.yml	True	TIMEOUT	301.021287353	1508.909056	TIMEOUT	301.164485664	1501.097984	TIMEOUT	301.117290319	1501.126656	TIMEOUT	301.169041581	1509.31456
ReachSafety-ECA	eca-rers2012	Problem15_label22.yml	False	false(unreach-call)	32.114636579	696.438784	false(unreach-call)	30.042581258	695.7056	false(unreach-call)	30.63404513	695.791616	false(unreach-call)	30.650812614	696.70912
ReachSafety-ECA	eca-rers2012	Problem15_label23.yml	False	false(unreach-call)	32.72409449	698.564608	false(unreach-call)	34.459920909	689.537024	false(unreach-call)	31.998425547	697.913344	false(unreach-call)	33.801836816	698.806272
ReachSafety-ECA	eca-rers2012	Problem15_label24.yml	True	TIMEOUT	301.218073405	1432.20736	TIMEOUT	301.158132703	1430.757376	TIMEOUT	301.146200986	1430.790144	TIMEOUT	301.154870263	1431.732224
ReachSafety-ECA	eca-rers2012	Problem15_label25.yml	False	false(unreach-call)	32.791498923	690.188288	false(unreach-call)	30.979778901	689.504256	false(unreach-call)	32.294999599	689.47968	false(unreach-call)	32.963885352	690.470912
ReachSafety-ECA	eca-rers2012	Problem15_label26.yml	True	TIMEOUT	301.173702392	1522.774016	TIMEOUT	301.165307342	1522.036736	TIMEOUT	301.06777455	1522.089984	TIMEOUT	300.669795438	1523.093504
ReachSafety-ECA	eca-rers2012	Problem15_label27.yml	True	TIMEOUT	301.127111295	1497.042944	TIMEOUT	301.127610943	1496.403968	TIMEOUT	301.130429771	1496.399872	TIMEOUT	301.135783664	1497.358336
ReachSafety-ECA	eca-rers2012	Problem15_label28.yml	True	TIMEOUT	301.153742174	1500.418048	TIMEOUT	301.167209716	1506.992128	TIMEOUT	301.177473627	1499.848704	TIMEOUT	301.169685741	1507.815424
ReachSafety-ECA	eca-rers2012	Problem15_label29.yml	False	false(unreach-call)	31.96786104	689.82784	false(unreach-call)	33.412034935	689.168384	false(unreach-call)	31.764398167	689.246208	false(unreach-call)	31.428082011	690.15552
ReachSafety-ECA	eca-rers2012	Problem15_label30.yml	False	false(unreach-call)	33.393465069	735.690752	false(unreach-call)	33.370375822	734.994432	false(unreach-call)	33.703362736	735.023104	false(unreach-call)	32.324536047	735.993856
ReachSafety-ECA	eca-rers2012	Problem15_label31.yml	True	TIMEOUT	301.15756236	1439.719424	TIMEOUT	301.067775004	1408.331776	TIMEOUT	301.147278216	1408.335872	TIMEOUT	301.138665478	1409.314816
ReachSafety-ECA	eca-rers2012	Problem15_label32.yml	True	TIMEOUT	301.186867239	1443.950592	TIMEOUT	301.180437464	1443.323904	TIMEOUT	301.164742795	1448.087552	TIMEOUT	301.169958561	1444.216832
ReachSafety-ECA	eca-rers2012	Problem15_label33.yml	False	false(unreach-call)	34.025818971	689.733632	false(unreach-call)	36.108937328	689.164288	false(unreach-call)	33.007805879	689.033216	false(unreach-call)	33.544941008	690.044928
ReachSafety-ECA	eca-rers2012	Problem15_label34.yml	False	false(unreach-call)	34.074973669	689.876992	false(unreach-call)	33.197679773	689.242112	false(unreach-call)	31.617796879	689.250304	false(unreach-call)	31.55102135	690.171904
ReachSafety-ECA	eca-rers2012	Problem15_label35.yml	True	TIMEOUT	301.249896852	1436.700672	TIMEOUT	301.176519399	1440.755712	TIMEOUT	301.231609364	1440.82944	TIMEOUT	301.2395664	1441.779712
