category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Arrays	array-examples	standard_sentinel.i.v+cfa-reducer.yml	True	OUT OF MEMORY	239.724189293	4999.999488	TIMEOUT	301.021635274	212.41856	TIMEOUT	301.042447623	212.410368	TIMEOUT	301.118997487	862.179328
ReachSafety-Arrays	array-examples	standard_seq_init_ground.yml	True	TIMEOUT	300.97425408	136.802304	TIMEOUT	301.005643715	132.059136	TIMEOUT	301.047667374	460.509184	TIMEOUT	301.067058084	534.257664
ReachSafety-Arrays	array-examples	standard_strcmp_ground.yml	True	OUT OF MEMORY	175.625455607	4999.999488	OUT OF MEMORY	142.548797336	4999.999488	OUT OF MEMORY	152.049037155	4999.999488	OUT OF MEMORY	198.386005103	4999.999488
ReachSafety-Arrays	array-examples	standard_strcpy_ground-1.yml	True	OUT OF MEMORY	142.347081482	4999.999488	TIMEOUT	301.018229711	202.756096	OUT OF MEMORY	147.464828003	4999.999488	OUT OF MEMORY	210.937438738	4999.999488
ReachSafety-Arrays	array-examples	standard_strcpy_original-2.yml	True	OUT OF MEMORY	165.124559164	4999.999488	TIMEOUT	300.98170795	202.829824	OUT OF MEMORY	173.658155723	4999.999488	OUT OF MEMORY	234.714879011	4999.999488
ReachSafety-Arrays	array-examples	standard_two_index_01.yml	True	TIMEOUT	301.116611805	900.288512	TIMEOUT	300.955938531	33.275904	TIMEOUT	301.003880047	33.333248	TIMEOUT	300.999720075	336.52736
ReachSafety-Arrays	array-examples	standard_two_index_02.yml	True	TIMEOUT	301.130224075	902.979584	TIMEOUT	301.004436875	33.28	TIMEOUT	301.001697547	33.255424	TIMEOUT	301.039083839	339.47648
ReachSafety-Arrays	array-examples	standard_two_index_03.yml	True	TIMEOUT	301.135594517	900.288512	TIMEOUT	300.989139652	33.267712	TIMEOUT	301.001907216	33.472512	TIMEOUT	300.999548473	331.104256
ReachSafety-Arrays	array-examples	standard_two_index_04.yml	True	TIMEOUT	301.188040467	900.415488	TIMEOUT	300.937432048	33.230848	TIMEOUT	301.002850849	33.275904	TIMEOUT	301.031079852	333.225984
ReachSafety-Arrays	array-examples	standard_two_index_05.yml	True	TIMEOUT	301.190244234	900.194304	TIMEOUT	300.960958401	33.234944	TIMEOUT	300.998133061	33.284096	TIMEOUT	301.037086716	332.029952
ReachSafety-Arrays	array-examples	standard_two_index_06.yml	True	TIMEOUT	301.184781184	877.572096	TIMEOUT	300.958506907	33.234944	TIMEOUT	300.986076942	33.25952	TIMEOUT	301.036576019	337.780736
ReachSafety-Arrays	array-examples	standard_two_index_07.yml	True	TIMEOUT	301.186759841	882.70848	TIMEOUT	300.942705456	33.30048	TIMEOUT	301.007487609	33.251328	TIMEOUT	301.008615823	336.986112
ReachSafety-Arrays	array-examples	standard_two_index_08.yml	True	TIMEOUT	301.147542254	900.349952	TIMEOUT	300.981985428	33.32096	TIMEOUT	300.992245867	33.230848	TIMEOUT	301.026044707	333.729792
ReachSafety-Arrays	array-examples	standard_two_index_09.yml	True	TIMEOUT	301.051951001	900.452352	TIMEOUT	300.971687522	33.23904	TIMEOUT	301.007033192	33.52576	TIMEOUT	301.033220469	330.28096
ReachSafety-Arrays	array-examples	standard_vararg_ground.yml	True	OUT OF MEMORY	140.711432215	4999.999488	TIMEOUT	301.062721954	202.817536	TIMEOUT	301.026148015	202.727424	TIMEOUT	301.054883392	599.953408
ReachSafety-Arrays	array-examples	standard_vector_difference_ground.yml	True	TIMEOUT	301.381546815	3429.289984	TIMEOUT	301.369889867	3716.861952	TIMEOUT	301.520989504	3716.9152	TIMEOUT	301.46613455	3777.273856
ReachSafety-Arrays	array-industry-pattern	array_assert_loop_dep.yml	False	OUT OF MEMORY	138.376258185	4999.999488	OUT OF MEMORY	139.233849189	4999.999488	OUT OF MEMORY	138.397651815	4999.999488	OUT OF MEMORY	206.325980406	4999.999488
ReachSafety-Arrays	array-industry-pattern	array_monotonic.yml	True	TIMEOUT	301.007567809	138.625024	TIMEOUT	300.962445622	33.185792	TIMEOUT	301.015671281	139.763712	TIMEOUT	301.008426996	182.951936
ReachSafety-Arrays	array-industry-pattern	array_mul_init.yml	True	TIMEOUT	301.159219119	1047.277568	TIMEOUT	300.908710296	2064.228352	TIMEOUT	301.213527963	2064.195584	TIMEOUT	301.300961585	2181.730304
ReachSafety-Arrays	array-industry-pattern	array_of_struct_break.yml	True	OUT OF MEMORY	93.979305009	4999.999488	OUT OF MEMORY	59.775938443	4999.999488	OUT OF MEMORY	257.663116489	4999.999488	TIMEOUT	301.542630454	4814.336
ReachSafety-Arrays	array-industry-pattern	array_of_struct_loop_dep.yml	False	OUT OF MEMORY	274.964238052	4999.999488	OUT OF MEMORY	235.543265927	4999.999488	OUT OF MEMORY	233.326982231	4999.999488	TIMEOUT	301.559398729	4990.988288
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_cond_init.yml	True	TIMEOUT	301.545457334	742.100992	TIMEOUT	301.39188793	2276.184064	TIMEOUT	301.287803846	2276.274176	TIMEOUT	301.343677016	2823.22944
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_flag_init.yml	True	TIMEOUT	301.18463047	266.633216	TIMEOUT	301.160428563	315.4944	TIMEOUT	301.044294978	315.400192	TIMEOUT	301.083169326	619.565056
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_monotonic.yml	True	TIMEOUT	301.176693661	467.656704	TIMEOUT	300.97693001	33.234944	TIMEOUT	301.069268419	505.184256	TIMEOUT	301.069905851	524.5952
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_mul_init.yml	True	TIMEOUT	301.264937871	1077.395456	TIMEOUT	301.286394126	2006.867968	TIMEOUT	301.272082164	2006.847488	TIMEOUT	301.266250979	2124.652544
ReachSafety-Arrays	array-industry-pattern	array_of_struct_single_elem_init.yml	True	TIMEOUT	301.206276107	688.971776	TIMEOUT	301.195387102	1936.666624	TIMEOUT	301.299638622	1936.764928	TIMEOUT	301.281532127	2368.098304
ReachSafety-Arrays	array-industry-pattern	array_ptr_partial_init.yml	True	TIMEOUT	301.136386717	331.931648	TIMEOUT	301.00651677	379.990016	TIMEOUT	301.073814106	380.428288	TIMEOUT	301.038656381	381.272064
ReachSafety-Arrays	array-industry-pattern	array_ptr_single_elem_init-1.yml	True	TIMEOUT	301.266639539	914.817024	TIMEOUT	301.392796741	3936.960512	TIMEOUT	301.490127949	3954.634752	TIMEOUT	301.474931109	4109.185024
ReachSafety-Arrays	array-industry-pattern	array_ptr_single_elem_init-2.yml	False	TIMEOUT	301.226608637	577.163264	TIMEOUT	301.272974291	2427.142144	TIMEOUT	301.284535927	2227.851264	TIMEOUT	301.229781352	2324.992
ReachSafety-Arrays	array-industry-pattern	array_range_init.yml	False	TIMEOUT	301.476281683	1904.31232	TIMEOUT	301.250628498	1989.419008	TIMEOUT	301.209510126	1989.849088	TIMEOUT	301.196483239	2105.225216
ReachSafety-Arrays	array-industry-pattern	array_shadowinit.yml	True	TIMEOUT	300.96357181	37.609472	TIMEOUT	300.909858002	33.21856	TIMEOUT	301.008839497	33.255424	TIMEOUT	301.073154274	534.6304
ReachSafety-Arrays	array-industry-pattern	array_single_elem_init.yml	False	TIMEOUT	301.012355591	576.319488	TIMEOUT	301.178040496	2427.072512	TIMEOUT	301.243732963	2227.888128	TIMEOUT	301.259208151	2325.139456
ReachSafety-Arrays	array-industry-pattern	check_removal_from_set_after_insertion.yml	False	TIMEOUT	301.33454302	974.88896	TIMEOUT	300.931568044	33.460224	TIMEOUT	301.003909789	33.480704	TIMEOUT	301.030243606	332.34944
ReachSafety-Arrays	reducercommutativity	avg05-1.yml	True	true	80.267051646	86.990848	TIMEOUT	300.976122539	33.415168	true	78.273982234	83.787776	true	76.962702524	84.328448
ReachSafety-Arrays	reducercommutativity	avg10-2.yml	True	TIMEOUT	301.032978595	131.493888	TIMEOUT	300.916461035	33.325056	TIMEOUT	301.012261406	139.759616	TIMEOUT	301.000225223	139.280384
ReachSafety-Arrays	reducercommutativity	avg20-2.yml	True	TIMEOUT	301.005009225	151.7568	TIMEOUT	300.956319674	33.431552	TIMEOUT	301.009802731	154.079232	TIMEOUT	301.013666372	163.803136
ReachSafety-Arrays	reducercommutativity	avg40-2.yml	True	TIMEOUT	301.021100981	174.276608	TIMEOUT	300.829044411	33.386496	TIMEOUT	301.021300864	171.229184	TIMEOUT	301.023994352	158.195712
ReachSafety-Arrays	reducercommutativity	avg60-1.yml	True	TIMEOUT	301.031060285	218.148864	TIMEOUT	301.008353245	33.460224	TIMEOUT	301.017549952	228.298752	TIMEOUT	301.007369993	255.225856
ReachSafety-Arrays	reducercommutativity	max.yml	True	TIMEOUT	301.006178876	74.571776	TIMEOUT	300.959566949	33.398784	TIMEOUT	301.003684469	33.398784	TIMEOUT	301.029941182	332.791808
ReachSafety-Arrays	reducercommutativity	max05-1.yml	True	true	1.624524576	35.221504	TIMEOUT	301.0011571	33.40288	true	1.500121029	35.352576	true	1.62846705	36.216832
ReachSafety-Arrays	reducercommutativity	max10-1.yml	True	true	41.357201633	53.51424	TIMEOUT	301.008949276	33.460224	true	40.16192569	53.641216	true	41.844576358	53.362688
ReachSafety-Arrays	reducercommutativity	max20-1.yml	True	TIMEOUT	301.018217464	94.650368	TIMEOUT	301.019205463	33.44384	TIMEOUT	300.986664053	92.643328	TIMEOUT	301.008812172	95.637504
ReachSafety-Arrays	reducercommutativity	max40-1.yml	True	TIMEOUT	301.002388855	131.85024	TIMEOUT	300.997801349	33.40288	TIMEOUT	301.003939098	123.973632	TIMEOUT	301.006899737	122.4704
ReachSafety-Arrays	reducercommutativity	max60-2.yml	True	TIMEOUT	301.03786637	180.932608	TIMEOUT	300.975261887	33.3824	TIMEOUT	301.020472102	191.094784	TIMEOUT	301.020668763	189.5424
ReachSafety-Arrays	reducercommutativity	rangesum.yml	False	false(unreach-call)	0.799048934	36.364288	TIMEOUT	300.943662654	33.550336	TIMEOUT	301.007099649	33.542144	TIMEOUT	301.024637965	195.616768
ReachSafety-Arrays	reducercommutativity	rangesum05.yml	False	false(unreach-call)	0.432368665	33.42336	TIMEOUT	300.992535966	33.456128	false(unreach-call)	0.433659	33.419264	false(unreach-call)	0.464749028	34.238464
ReachSafety-Arrays	reducercommutativity	rangesum10.yml	False	false(unreach-call)	0.607394747	33.71008	TIMEOUT	301.010034345	33.460224	false(unreach-call)	0.643212666	33.685504	false(unreach-call)	0.786206007	34.254848
