category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Arrays	array-examples	sorting_bubblesort_ground-2.yml	False	TIMEOUT	301.063184535	927.420416	TIMEOUT	301.396812672	2729.443328	TIMEOUT	301.512356419	2742.173696	TIMEOUT	301.50844119	2790.0928
ReachSafety-Arrays	array-examples	sorting_selectionsort_2_ground.yml	False	TIMEOUT	300.105576068	1156.018176	TIMEOUT	301.320755338	1564.299264	TIMEOUT	301.344487973	1561.407488	TIMEOUT	301.342901765	1446.989824
ReachSafety-Arrays	array-examples	sorting_selectionsort_ground-1.yml	False	TIMEOUT	301.102777479	1215.369216	TIMEOUT	301.365755661	1892.155392	TIMEOUT	301.407248016	1933.713408	TIMEOUT	301.274370109	1962.102784
ReachSafety-Arrays	array-examples	sorting_selectionsort_ground-2.yml	True	TIMEOUT	301.104747341	1157.054464	TIMEOUT	301.274127099	1551.95392	TIMEOUT	301.312295473	1540.68992	TIMEOUT	301.16782543	1474.338816
ReachSafety-Arrays	array-examples	standard_allDiff2_ground.yml	False	TIMEOUT	301.10522358	1183.965184	TIMEOUT	301.240577353	1583.116288	TIMEOUT	301.187316328	1564.340224	TIMEOUT	301.185617432	1485.348864
ReachSafety-Arrays	array-examples	standard_compareModified_ground.yml	True	TIMEOUT	301.126900256	1542.385664	TIMEOUT	300.948353961	1924.825088	TIMEOUT	301.310334271	1889.984512	TIMEOUT	301.378307684	1889.714176
ReachSafety-Arrays	array-examples	standard_compare_ground.yml	True	TIMEOUT	301.086707727	1497.62048	TIMEOUT	301.310468553	1768.562688	TIMEOUT	301.294811727	1730.879488	TIMEOUT	301.328405711	1730.441216
ReachSafety-Arrays	array-examples	standard_copy1_ground-1.yml	True	TIMEOUT	301.239448883	2604.978176	TIMEOUT	301.458201962	2858.192896	TIMEOUT	301.457274145	2857.94304	TIMEOUT	301.48282845	2858.545152
ReachSafety-Arrays	array-examples	standard_copy1_ground-2.yml	False	TIMEOUT	301.254983172	3181.727744	TIMEOUT	301.41960922	3451.179008	TIMEOUT	301.457941031	3451.080704	TIMEOUT	301.512032373	3451.527168
ReachSafety-Arrays	array-examples	standard_copy2_ground-1.yml	False	TIMEOUT	301.291057699	3735.740416	TIMEOUT	301.545610552	4076.433408	TIMEOUT	301.525924566	4076.38016	TIMEOUT	301.597993062	4076.924928
ReachSafety-Arrays	array-examples	standard_copy2_ground-2.yml	True	TIMEOUT	301.285006445	3239.145472	TIMEOUT	301.435805744	3563.053056	TIMEOUT	301.187281819	3562.868736	TIMEOUT	301.540758247	3563.384832
ReachSafety-Arrays	array-examples	standard_copy3_ground-1.yml	True	TIMEOUT	301.322074079	3838.857216	TIMEOUT	301.543043997	4233.228288	TIMEOUT	301.469849732	4233.105408	TIMEOUT	301.587262614	4233.617408
ReachSafety-Arrays	array-examples	standard_copy3_ground-2.yml	False	TIMEOUT	301.321937537	4355.735552	TIMEOUT	301.004732505	4767.137792	TIMEOUT	301.497097777	4766.932992	TIMEOUT	301.555850481	4767.49824
ReachSafety-Arrays	array-examples	standard_copy4_ground-1.yml	True	TIMEOUT	301.405894749	4448.550912	TIMEOUT	301.542558985	4913.430528	TIMEOUT	301.492826531	4913.287168	TIMEOUT	301.553751405	4913.815552
ReachSafety-Arrays	array-examples	standard_copy4_ground-2.yml	False	TIMEOUT	301.377460921	4938.399744	OUT OF MEMORY	94.161536917	4999.999488	OUT OF MEMORY	94.709304603	4999.999488	OUT OF MEMORY	100.223722441	4999.999488
ReachSafety-Arrays	array-examples	standard_copy5_ground-1.yml	True	OUT OF MEMORY	118.591850908	4999.999488	OUT OF MEMORY	97.3304907	4999.999488	OUT OF MEMORY	98.653776779	4999.999488	OUT OF MEMORY	99.718218635	4999.999488
ReachSafety-Arrays	array-examples	standard_copy5_ground-2.yml	False	OUT OF MEMORY	115.089988104	4999.999488	OUT OF MEMORY	101.554487882	4999.999488	OUT OF MEMORY	110.050371148	4999.999488	OUT OF MEMORY	104.537117364	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-1.yml	False	OUT OF MEMORY	113.985399487	4999.999488	OUT OF MEMORY	102.751074479	4999.999488	OUT OF MEMORY	107.950142948	4999.999488	OUT OF MEMORY	104.591838638	4999.999488
ReachSafety-Arrays	array-examples	standard_copy6_ground-2.yml	True	OUT OF MEMORY	117.098909531	4999.999488	OUT OF MEMORY	105.954777993	4999.999488	OUT OF MEMORY	110.497310564	4999.999488	OUT OF MEMORY	104.901105803	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-1.yml	False	OUT OF MEMORY	108.478575573	4999.999488	OUT OF MEMORY	105.071602546	4999.999488	OUT OF MEMORY	113.335795076	4999.999488	OUT OF MEMORY	101.660441593	4999.999488
ReachSafety-Arrays	array-examples	standard_copy7_ground-2.yml	True	OUT OF MEMORY	116.848675431	4999.999488	OUT OF MEMORY	102.391974355	4999.999488	OUT OF MEMORY	110.886201088	4999.999488	OUT OF MEMORY	102.947144089	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-1.yml	True	OUT OF MEMORY	109.591036237	4999.999488	OUT OF MEMORY	102.747962769	4999.999488	OUT OF MEMORY	112.551480548	4999.999488	OUT OF MEMORY	101.358124981	4999.999488
ReachSafety-Arrays	array-examples	standard_copy8_ground-2.yml	False	OUT OF MEMORY	107.531625447	4999.999488	OUT OF MEMORY	96.768742755	4999.999488	OUT OF MEMORY	107.747424975	4999.999488	OUT OF MEMORY	100.134117628	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-1.yml	False	OUT OF MEMORY	110.230354516	4999.999488	OUT OF MEMORY	93.061220988	4999.999488	OUT OF MEMORY	101.740110798	4999.999488	OUT OF MEMORY	88.136195109	4999.999488
ReachSafety-Arrays	array-examples	standard_copy9_ground-2.yml	True	OUT OF MEMORY	110.972883258	4999.999488	OUT OF MEMORY	92.780244789	4999.999488	OUT OF MEMORY	100.023723424	4999.999488	OUT OF MEMORY	97.703588084	4999.999488
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-1.yml	False	TIMEOUT	301.112167196	2892.988416	TIMEOUT	301.296130503	3240.8576	TIMEOUT	301.280961054	3240.77568	TIMEOUT	301.361134175	3241.242624
ReachSafety-Arrays	array-examples	standard_copyInitSum2_ground-2.yml	True	TIMEOUT	301.241371117	3174.854656	TIMEOUT	301.251575673	3522.727936	TIMEOUT	301.323849369	3522.64192	TIMEOUT	301.312689379	3523.096576
ReachSafety-Arrays	array-examples	standard_copyInitSum3_ground.yml	True	TIMEOUT	301.331106279	3940.171776	TIMEOUT	301.406906983	4377.841664	TIMEOUT	301.412066388	4377.808896	TIMEOUT	301.444782172	4378.279936
ReachSafety-Arrays	array-examples	standard_copyInitSum_ground.yml	True	TIMEOUT	301.186803696	3185.446912	TIMEOUT	301.363671818	3533.246464	TIMEOUT	301.292106423	3533.144064	TIMEOUT	301.363890163	3533.733888
ReachSafety-Arrays	array-examples	standard_copyInit_ground.yml	True	TIMEOUT	301.169453546	2443.976704	TIMEOUT	301.257458454	2676.523008	TIMEOUT	301.239761287	2676.514816	TIMEOUT	301.240649889	2677.035008
ReachSafety-Arrays	array-examples	standard_find_ground-1.yml	True	OUT OF MEMORY	139.392731039	4999.999488	OUT OF MEMORY	143.562750563	4999.999488	OUT OF MEMORY	146.017486438	4999.999488	OUT OF MEMORY	139.193910973	4999.999488
ReachSafety-Arrays	array-examples	standard_init1_ground-1.yml	False	TIMEOUT	301.1547467	1847.947264	TIMEOUT	301.221954068	2009.944064	TIMEOUT	301.196119073	2009.86624	TIMEOUT	301.214337609	2010.39872
ReachSafety-Arrays	array-examples	standard_init1_ground-2.yml	True	TIMEOUT	301.078910362	1847.84896	TIMEOUT	301.156750947	2009.759744	TIMEOUT	301.1749873	2009.76384	TIMEOUT	301.17402737	2010.243072
ReachSafety-Arrays	array-examples	standard_init2_ground-1.yml	False	TIMEOUT	301.185899077	2365.698048	TIMEOUT	301.148150543	2579.034112	TIMEOUT	301.193277796	2578.92352	TIMEOUT	300.749517991	2579.47648
ReachSafety-Arrays	array-examples	standard_init2_ground-2.yml	True	TIMEOUT	301.195515928	2365.612032	TIMEOUT	301.162279848	2578.915328	TIMEOUT	301.207220267	2578.874368	TIMEOUT	301.145888049	2579.492864
ReachSafety-Arrays	array-examples	standard_init3_ground-1.yml	False	TIMEOUT	301.185637765	2885.574656	TIMEOUT	301.278309681	3150.123008	TIMEOUT	301.238760319	3150.053376	TIMEOUT	301.203186334	3150.626816
ReachSafety-Arrays	array-examples	standard_init3_ground-2.yml	True	TIMEOUT	301.197532021	2885.574656	TIMEOUT	301.302308019	3150.045184	TIMEOUT	300.70497195	3149.955072	TIMEOUT	301.181766475	3150.60224
ReachSafety-Arrays	array-examples	standard_init4_ground-1.yml	False	TIMEOUT	301.284663855	3450.191872	TIMEOUT	301.270617	3766.071296	TIMEOUT	300.921951381	3766.050816	TIMEOUT	301.252302651	3766.554624
ReachSafety-Arrays	array-examples	standard_init4_ground-2.yml	True	TIMEOUT	301.248531193	3450.14272	TIMEOUT	301.200035385	3765.927936	TIMEOUT	301.188048467	3765.948416	TIMEOUT	301.242386329	3766.489088
ReachSafety-Arrays	array-examples	standard_init5_ground-1.yml	True	TIMEOUT	301.413717692	3956.862976	TIMEOUT	301.348644417	4324.093952	TIMEOUT	301.339503023	4324.08576	TIMEOUT	301.382034861	4324.671488
ReachSafety-Arrays	array-examples	standard_init5_ground-2.yml	False	TIMEOUT	301.384473847	3956.785152	TIMEOUT	301.290498493	4324.069376	TIMEOUT	301.272108247	4324.159488	TIMEOUT	301.344488465	4324.569088
ReachSafety-Arrays	array-examples	standard_init6_ground-1.yml	False	TIMEOUT	301.366341742	4546.289664	TIMEOUT	301.775739107	4964.82304	TIMEOUT	301.416578896	4964.818944	TIMEOUT	301.447580232	4965.371904
ReachSafety-Arrays	array-examples	standard_init6_ground-2.yml	True	TIMEOUT	301.370770163	4546.367488	TIMEOUT	301.197627755	4964.839424	TIMEOUT	301.358629048	4964.818944	TIMEOUT	301.472319771	4965.31456
ReachSafety-Arrays	array-examples	standard_init7_ground-1.yml	False	OUT OF MEMORY	118.38826278	4999.999488	OUT OF MEMORY	100.766942802	4999.999488	OUT OF MEMORY	98.64381472	4999.999488	OUT OF MEMORY	100.560934601	4999.999488
ReachSafety-Arrays	array-examples	standard_init7_ground-2.yml	True	OUT OF MEMORY	116.031081399	4999.999488	OUT OF MEMORY	100.449790343	4999.999488	OUT OF MEMORY	93.551824726	4999.999488	OUT OF MEMORY	101.548722669	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-1.yml	False	OUT OF MEMORY	103.410749608	4999.999488	OUT OF MEMORY	101.470726061	4999.999488	OUT OF MEMORY	92.810228268	4999.999488	OUT OF MEMORY	95.977494857	4999.999488
ReachSafety-Arrays	array-examples	standard_init8_ground-2.yml	True	OUT OF MEMORY	104.145287963	4999.999488	OUT OF MEMORY	101.952402085	4999.999488	OUT OF MEMORY	98.224692974	4999.999488	OUT OF MEMORY	100.642258587	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-1.yml	False	OUT OF MEMORY	99.323191097	4999.999488	OUT OF MEMORY	97.057465799	4999.999488	OUT OF MEMORY	94.747281974	4999.999488	OUT OF MEMORY	93.702331209	4999.999488
ReachSafety-Arrays	array-examples	standard_init9_ground-2.yml	True	OUT OF MEMORY	98.684185973	4999.999488	OUT OF MEMORY	97.577743574	4999.999488	OUT OF MEMORY	91.851899543	4999.999488	OUT OF MEMORY	94.554721042	4999.999488
ReachSafety-Arrays	array-examples	standard_maxInArray_ground.yml	True	TIMEOUT	301.219004027	3455.471616	TIMEOUT	301.299689439	4097.376256	TIMEOUT	301.37120461	4097.294336	TIMEOUT	301.327149467	4097.536
ReachSafety-Arrays	array-examples	standard_minInArray_ground-1.yml	False	TIMEOUT	301.276139049	3462.254592	TIMEOUT	300.938255709	4144.533504	TIMEOUT	301.355056951	4144.513024	TIMEOUT	301.311770453	4145.094656
ReachSafety-Arrays	array-examples	standard_minInArray_ground-2.yml	True	TIMEOUT	301.347802795	3462.193152	TIMEOUT	301.645451405	4144.70144	TIMEOUT	301.262058186	4144.574464	TIMEOUT	301.317631263	4145.139712
ReachSafety-Arrays	array-examples	standard_palindrome_ground.yml	True	TIMEOUT	301.107428401	1094.36928	TIMEOUT	301.125146961	1183.428608	TIMEOUT	301.145142688	1219.858432	TIMEOUT	301.100114542	1183.588352
ReachSafety-Arrays	array-examples	standard_partial_init_ground.yml	True	TIMEOUT	301.122665509	834.564096	TIMEOUT	301.115633016	1159.335936	TIMEOUT	301.154301801	1161.13408	TIMEOUT	301.119883981	1179.590656
ReachSafety-Arrays	array-examples	standard_partition_ground-1.yml	False	TIMEOUT	301.00200999	160.059392	TIMEOUT	301.103178804	759.959552	TIMEOUT	300.990288474	759.808	TIMEOUT	301.095260881	760.885248
ReachSafety-Arrays	array-examples	standard_partition_ground-2.yml	True	TIMEOUT	301.10712337	1137.291264	TIMEOUT	301.101004996	1447.456768	TIMEOUT	300.971244632	1453.101056	TIMEOUT	301.151967892	1452.552192
ReachSafety-Arrays	array-examples	standard_partition_original_ground.yml	True	TIMEOUT	301.121171684	1095.593984	TIMEOUT	301.076542295	1172.0704	TIMEOUT	301.071958727	1173.835776	TIMEOUT	301.099602957	1192.91904
ReachSafety-Arrays	array-examples	standard_password_ground.yml	True	TIMEOUT	301.31874813	3599.736832	TIMEOUT	301.313224365	3985.28512	TIMEOUT	301.380541384	3985.174528	TIMEOUT	301.270907903	4005.646336
ReachSafety-Arrays	array-examples	standard_reverse_ground.yml	True	TIMEOUT	301.193740712	2604.322816	TIMEOUT	301.287955404	2960.744448	TIMEOUT	301.325811611	2960.687104	TIMEOUT	301.259547373	2961.186816
ReachSafety-Arrays	array-examples	standard_running-1.yml	False	TIMEOUT	301.094457616	736.047104	TIMEOUT	301.137913367	1867.739136	TIMEOUT	301.204385401	1867.6736	TIMEOUT	301.207966919	1882.25536
ReachSafety-Arrays	array-examples	standard_running-2.yml	True	TIMEOUT	301.097571829	736.055296	TIMEOUT	301.157028476	1877.348352	TIMEOUT	301.212351065	1877.286912	TIMEOUT	301.232601999	1891.438592
ReachSafety-Arrays	array-examples	standard_sentinel-2.yml	True	OUT OF MEMORY	244.9459729	4999.999488	OUT OF MEMORY	236.216750084	4999.999488	OUT OF MEMORY	241.747690459	4999.999488	OUT OF MEMORY	241.535620573	4999.999488
ReachSafety-Arrays	array-examples	standard_sentinel.i.v+cfa-reducer.yml	True	OUT OF MEMORY	239.724189293	4999.999488	OUT OF MEMORY	236.972156371	4999.999488	OUT OF MEMORY	237.900277429	4999.999488	OUT OF MEMORY	241.794778846	4999.999488
ReachSafety-Arrays	array-examples	standard_seq_init_ground.yml	True	TIMEOUT	300.97425408	136.802304	TIMEOUT	300.829352786	434.110464	TIMEOUT	301.018020235	442.597376	TIMEOUT	300.988981883	442.417152
ReachSafety-Arrays	array-examples	standard_strcmp_ground.yml	True	OUT OF MEMORY	175.625455607	4999.999488	OUT OF MEMORY	157.670126774	4999.999488	OUT OF MEMORY	159.395870043	4999.999488	OUT OF MEMORY	160.391187002	4999.999488
ReachSafety-Arrays	array-examples	standard_strcpy_ground-1.yml	True	OUT OF MEMORY	142.347081482	4999.999488	OUT OF MEMORY	141.016765144	4999.999488	OUT OF MEMORY	144.469686978	4999.999488	OUT OF MEMORY	143.772982136	4999.999488
ReachSafety-Arrays	array-examples	standard_strcpy_original-2.yml	True	OUT OF MEMORY	165.124559164	4999.999488	OUT OF MEMORY	162.8318665	4999.999488	OUT OF MEMORY	160.298830729	4999.999488	OUT OF MEMORY	160.783107474	4999.999488
ReachSafety-Arrays	array-examples	standard_two_index_01.yml	True	TIMEOUT	301.116611805	900.288512	TIMEOUT	301.019700268	814.870528	TIMEOUT	301.08664366	810.569728	TIMEOUT	300.913394821	817.414144
ReachSafety-Arrays	array-examples	standard_two_index_02.yml	True	TIMEOUT	301.130224075	902.979584	TIMEOUT	301.125434501	828.002304	TIMEOUT	300.817568358	792.064	TIMEOUT	301.067325624	812.601344
ReachSafety-Arrays	array-examples	standard_two_index_03.yml	True	TIMEOUT	301.135594517	900.288512	TIMEOUT	301.090493906	829.784064	TIMEOUT	300.983070751	777.310208	TIMEOUT	301.123739625	813.6704
ReachSafety-Arrays	array-examples	standard_two_index_04.yml	True	TIMEOUT	301.188040467	900.415488	TIMEOUT	301.077096829	828.432384	TIMEOUT	301.003899274	833.18784	TIMEOUT	301.099295557	825.434112
ReachSafety-Arrays	array-examples	standard_two_index_05.yml	True	TIMEOUT	301.190244234	900.194304	TIMEOUT	301.252703778	827.895808	TIMEOUT	301.098025751	866.89792	TIMEOUT	301.103506027	812.494848
ReachSafety-Arrays	array-examples	standard_two_index_06.yml	True	TIMEOUT	301.184781184	877.572096	TIMEOUT	301.217270006	822.272	TIMEOUT	300.778697627	848.089088	TIMEOUT	301.229552857	811.487232
ReachSafety-Arrays	array-examples	standard_two_index_07.yml	True	TIMEOUT	301.186759841	882.70848	TIMEOUT	301.109017443	805.10976	TIMEOUT	301.076250478	802.668544	TIMEOUT	301.175778081	819.15904
ReachSafety-Arrays	array-examples	standard_two_index_08.yml	True	TIMEOUT	301.147542254	900.349952	TIMEOUT	301.127487522	825.556992	TIMEOUT	301.070496326	812.91264	TIMEOUT	301.126026973	798.609408
ReachSafety-Arrays	array-examples	standard_two_index_09.yml	True	TIMEOUT	301.051951001	900.452352	TIMEOUT	300.968514916	804.712448	TIMEOUT	300.921859509	806.285312	TIMEOUT	301.146918664	768.647168
ReachSafety-Arrays	array-examples	standard_vararg_ground.yml	True	OUT OF MEMORY	140.711432215	4999.999488	OUT OF MEMORY	146.843888452	4999.999488	OUT OF MEMORY	147.539363119	4999.999488	OUT OF MEMORY	141.370806881	4999.999488
ReachSafety-Arrays	array-examples	standard_vector_difference_ground.yml	True	TIMEOUT	301.381546815	3429.289984	TIMEOUT	301.446078564	3788.419072	TIMEOUT	301.471730952	3787.866112	TIMEOUT	301.426857987	3788.668928
ReachSafety-Arrays	array-industry-pattern	array_assert_loop_dep.yml	False	OUT OF MEMORY	138.376258185	4999.999488	OUT OF MEMORY	134.854473766	4999.999488	OUT OF MEMORY	137.347129397	4999.999488	OUT OF MEMORY	176.435159657	4999.999488
ReachSafety-Arrays	array-industry-pattern	array_monotonic.yml	True	TIMEOUT	301.007567809	138.625024	TIMEOUT	301.01172975	142.143488	TIMEOUT	300.934274864	142.143488	TIMEOUT	300.758685176	142.491648
ReachSafety-Arrays	array-industry-pattern	array_mul_init.yml	True	TIMEOUT	301.159219119	1047.277568	TIMEOUT	301.394921217	1999.859712	TIMEOUT	301.237510425	1999.876096	TIMEOUT	301.156145388	2058.899456
ReachSafety-Arrays	array-industry-pattern	array_of_struct_break.yml	True	OUT OF MEMORY	93.979305009	4999.999488	OUT OF MEMORY	53.546265903	4999.999488	OUT OF MEMORY	253.682063736	4999.999488	TIMEOUT	300.160199625	4999.999488
ReachSafety-Arrays	array-industry-pattern	array_of_struct_loop_dep.yml	False	OUT OF MEMORY	274.964238052	4999.999488	OUT OF MEMORY	226.505248536	4999.999488	OUT OF MEMORY	222.360496986	4999.999488	OUT OF MEMORY	272.263499756	4999.999488
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_cond_init.yml	True	TIMEOUT	301.545457334	742.100992	TIMEOUT	301.260941778	2795.80672	TIMEOUT	301.297385484	2795.8272	TIMEOUT	301.303469577	2809.716736
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_flag_init.yml	True	TIMEOUT	301.18463047	266.633216	TIMEOUT	301.141412625	1216.008192	TIMEOUT	301.096404331	1302.552576	TIMEOUT	301.077024853	1379.782656
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_monotonic.yml	True	TIMEOUT	301.176693661	467.656704	TIMEOUT	301.019309586	488.665088	TIMEOUT	301.058393655	492.412928	TIMEOUT	301.108153857	508.227584
ReachSafety-Arrays	array-industry-pattern	array_of_struct_ptr_mul_init.yml	True	TIMEOUT	301.264937871	1077.395456	TIMEOUT	301.091838971	1996.152832	TIMEOUT	301.19986251	1996.156928	TIMEOUT	301.389198324	2054.602752
ReachSafety-Arrays	array-industry-pattern	array_of_struct_single_elem_init.yml	True	TIMEOUT	301.206276107	688.971776	TIMEOUT	301.262105348	2450.366464	TIMEOUT	301.533570206	2450.440192	TIMEOUT	301.243759764	2486.923264
ReachSafety-Arrays	array-industry-pattern	array_ptr_partial_init.yml	True	TIMEOUT	301.136386717	331.931648	TIMEOUT	301.130772889	380.567552	TIMEOUT	301.017712638	381.038592	TIMEOUT	300.920209988	381.251584
ReachSafety-Arrays	array-industry-pattern	array_ptr_single_elem_init-1.yml	True	TIMEOUT	301.266639539	914.817024	TIMEOUT	301.776329618	3674.042368	TIMEOUT	301.44910117	3691.651072	TIMEOUT	301.423457437	3788.992512
ReachSafety-Arrays	array-industry-pattern	array_ptr_single_elem_init-2.yml	False	TIMEOUT	301.226608637	577.163264	TIMEOUT	301.449620175	2389.83168	TIMEOUT	301.237750199	2412.273664	TIMEOUT	301.322348099	2506.641408
ReachSafety-Arrays	array-industry-pattern	array_range_init.yml	False	TIMEOUT	301.476281683	1904.31232	TIMEOUT	301.407008665	2253.545472	TIMEOUT	301.248033697	2253.873152	TIMEOUT	301.275385172	2319.220736
ReachSafety-Arrays	array-industry-pattern	array_shadowinit.yml	True	TIMEOUT	300.96357181	37.609472	TIMEOUT	301.011061116	38.002688	TIMEOUT	301.00683347	37.51936	TIMEOUT	300.996592666	38.240256
ReachSafety-Arrays	array-industry-pattern	array_single_elem_init.yml	False	TIMEOUT	301.012355591	576.319488	TIMEOUT	301.325669624	2389.72928	TIMEOUT	301.158788051	2412.240896	TIMEOUT	301.014402471	2506.79296
ReachSafety-Arrays	array-industry-pattern	check_removal_from_set_after_insertion.yml	False	TIMEOUT	301.33454302	974.88896	TIMEOUT	301.093206794	971.804672	TIMEOUT	301.050907556	909.979648	TIMEOUT	301.079056648	909.139968
ReachSafety-Arrays	reducercommutativity	avg05-1.yml	True	true	80.267051646	86.990848	true	79.900243532	84.578304	true	79.060234488	84.48	true	75.821807573	87.523328
ReachSafety-Arrays	reducercommutativity	avg10-2.yml	True	TIMEOUT	301.032978595	131.493888	TIMEOUT	300.930546615	131.395584	TIMEOUT	300.996844277	131.489792	TIMEOUT	300.95903479	127.85664
ReachSafety-Arrays	reducercommutativity	avg20-2.yml	True	TIMEOUT	301.005009225	151.7568	TIMEOUT	300.977997697	152.45312	TIMEOUT	300.978563525	149.79072	TIMEOUT	300.979232651	160.063488
ReachSafety-Arrays	reducercommutativity	avg40-2.yml	True	TIMEOUT	301.021100981	174.276608	TIMEOUT	300.993771564	160.739328	TIMEOUT	300.961980394	174.874624	TIMEOUT	300.91303728	163.569664
ReachSafety-Arrays	reducercommutativity	avg60-1.yml	True	TIMEOUT	301.031060285	218.148864	TIMEOUT	300.850525883	244.764672	TIMEOUT	300.841393294	227.426304	TIMEOUT	301.005058805	230.764544
ReachSafety-Arrays	reducercommutativity	max.yml	True	TIMEOUT	301.006178876	74.571776	TIMEOUT	301.032849001	73.674752	TIMEOUT	301.006433285	78.225408	TIMEOUT	301.031328962	74.850304
ReachSafety-Arrays	reducercommutativity	max05-1.yml	True	true	1.624524576	35.221504	true	1.708950815	35.24608	true	1.79464025	35.217408	true	1.925299737	36.118528
ReachSafety-Arrays	reducercommutativity	max10-1.yml	True	true	41.357201633	53.51424	true	41.411814646	53.518336	true	40.874650828	53.59616	true	42.832345165	54.116352
ReachSafety-Arrays	reducercommutativity	max20-1.yml	True	TIMEOUT	301.018217464	94.650368	TIMEOUT	301.013007511	94.625792	TIMEOUT	300.996613608	91.680768	TIMEOUT	300.994640593	93.720576
ReachSafety-Arrays	reducercommutativity	max40-1.yml	True	TIMEOUT	301.002388855	131.85024	TIMEOUT	300.952782465	129.224704	TIMEOUT	300.952131904	123.854848	TIMEOUT	301.018925307	127.598592
ReachSafety-Arrays	reducercommutativity	max60-2.yml	True	TIMEOUT	301.03786637	180.932608	TIMEOUT	300.822218901	180.932608	TIMEOUT	301.002948557	168.951808	TIMEOUT	300.9969679	184.188928
ReachSafety-Arrays	reducercommutativity	rangesum.yml	False	false(unreach-call)	0.799048934	36.364288	false(unreach-call)	0.862044653	36.31104	false(unreach-call)	0.879971421	36.31104	false(unreach-call)	0.929697816	37.41696
ReachSafety-Arrays	reducercommutativity	rangesum05.yml	False	false(unreach-call)	0.432368665	33.42336	false(unreach-call)	0.4073121	33.517568	false(unreach-call)	0.462636728	33.427456	false(unreach-call)	0.512218185	34.340864
ReachSafety-Arrays	reducercommutativity	rangesum10.yml	False	false(unreach-call)	0.607394747	33.71008	false(unreach-call)	0.629271804	33.595392	false(unreach-call)	0.634198698	33.71008	false(unreach-call)	0.689075119	34.287616
